f,d,h1,h2,T(1)
0.5993,384.0135,609.9244,83.0101,0.567145579
0.5993,384.0135,609.9244,97.452,0.622719984
0.5993,384.0135,609.9244,104.1585,0.657504246
0.5993,384.0135,609.9244,107.597,0.676834539
0.5993,384.0135,609.9244,154.9268,0.772923517
0.5993,384.0135,609.9244,160.9761,0.741036083
0.5993,384.0135,609.9244,194.0026,0.572152189
0.5993,384.0135,609.9244,199.4684,0.55811232
0.5993,384.0135,609.9244,199.9801,0.55705783
0.5993,384.0135,615.194,70.4817,0.538006786
0.5993,384.0135,615.194,83.0101,0.563826242
0.5993,384.0135,615.194,97.452,0.623407542
0.5993,384.0135,615.194,104.1585,0.659739523
0.5993,384.0135,615.194,107.597,0.679674264
0.5993,384.0135,615.194,154.9268,0.753151375
0.5993,384.0135,615.194,160.9761,0.719216608
0.5993,384.0135,615.194,194.0026,0.557762241
0.5993,384.0135,615.194,199.4684,0.545634342
0.5993,384.0135,615.194,199.9801,0.544749524
0.5993,384.0135,660.2346,70.4817,0.523506228
0.5993,384.0135,660.2346,83.0101,0.554101864
0.5993,384.0135,660.2346,97.452,0.591209213
0.5993,384.0135,660.2346,104.1585,0.605776081
0.5993,384.0135,660.2346,107.597,0.612222582
0.5993,384.0135,660.2346,154.9268,0.579538836
0.5993,384.0135,660.2346,160.9761,0.560731246
0.5993,384.0135,660.2346,194.0026,0.499352757
0.5993,384.0135,660.2346,199.4684,0.500136524
0.5993,384.0135,660.2346,199.9801,0.50037902
0.5993,384.0135,662.768,70.4817,0.522544609
0.5993,384.0135,662.768,83.0101,0.550391877
0.5993,384.0135,662.768,97.452,0.582494582
0.5993,384.0135,662.768,104.1585,0.594964856
0.5993,384.0135,662.768,107.597,0.600595433
0.5993,384.0135,662.768,154.9268,0.572942939
0.5993,384.0135,662.768,160.9761,0.555327957
0.5993,384.0135,662.768,194.0026,0.498562372
0.5993,384.0135,662.768,199.4684,0.499631702
0.5993,384.0135,662.768,199.9801,0.499876715
0.5993,384.0135,668.5187,70.4817,0.51850845
0.5993,384.0135,668.5187,83.0101,0.538668699
0.5993,384.0135,668.5187,97.452,0.559469809
0.5993,384.0135,668.5187,104.1585,0.568091738
0.5993,384.0135,668.5187,107.597,0.572482729
0.5993,384.0135,668.5187,154.9268,0.559419325
0.5993,384.0135,668.5187,160.9761,0.544378475
0.5993,384.0135,668.5187,194.0026,0.497016998
0.5993,384.0135,668.5187,199.4684,0.498366503
0.5993,384.0135,668.5187,199.9801,0.498619536
0.5993,384.0135,684.3943,70.4817,0.487138131
0.5993,384.0135,684.3943,83.0101,0.481663335
0.5993,384.0135,684.3943,97.452,0.481871957
0.5993,384.0135,684.3943,104.1585,0.488242876
0.5993,384.0135,684.3943,107.597,0.493390533
0.5993,384.0135,684.3943,154.9268,0.531490984
0.5993,384.0135,684.3943,160.9761,0.522422064
0.5993,384.0135,684.3943,194.0026,0.489691709
0.5993,384.0135,684.3943,199.4684,0.488073917
0.5993,384.0135,684.3943,199.9801,0.48793381
0.5993,384.0135,689.3509,70.4817,0.470081234
0.5993,384.0135,689.3509,83.0101,0.45812197
0.5993,384.0135,689.3509,97.452,0.45701432
0.5993,384.0135,689.3509,104.1585,0.464997656
0.5993,384.0135,689.3509,107.597,0.471237674
0.5993,384.0135,689.3509,154.9268,0.525045336
0.5993,384.0135,689.3509,160.9761,0.517433788
0.5993,384.0135,689.3509,194.0026,0.484407072
0.5993,384.0135,689.3509,199.4684,0.480515931
0.5993,384.0135,689.3509,199.9801,0.480134905
0.5993,384.0135,692.6676,70.4817,0.456909718
0.5993,384.0135,692.6676,83.0101,0.44169948
0.5993,384.0135,692.6676,97.452,0.441102484
0.5993,384.0135,692.6676,104.1585,0.450497678
0.5993,384.0135,692.6676,107.597,0.457579866
0.5993,384.0135,692.6676,154.9268,0.521220937
0.5993,384.0135,692.6676,160.9761,0.51444557
0.5993,384.0135,692.6676,194.0026,0.479580195
0.5993,384.0135,692.6676,199.4684,0.473872895
0.5993,384.0135,692.6676,199.9801,0.47329308
0.5993,384.0135,701.542,70.4817,0.416487777
0.5993,384.0135,701.542,83.0101,0.397585619
0.5993,384.0135,701.542,97.452,0.402634539
0.5993,384.0135,701.542,104.1585,0.416423096
0.5993,384.0135,701.542,107.597,0.425891768
0.5993,384.0135,701.542,154.9268,0.512233307
0.5993,384.0135,701.542,160.9761,0.507006389
0.5993,384.0135,701.542,194.0026,0.460269732
0.5993,384.0135,701.542,199.4684,0.448960558
0.5993,384.0135,701.542,199.9801,0.447866059
0.5993,384.0135,704.0717,70.4817,0.404156279
0.5993,384.0135,704.0717,83.0101,0.385483054
0.5993,384.0135,704.0717,97.452,0.39295814
0.5993,384.0135,704.0717,104.1585,0.408057127
0.5993,384.0135,704.0717,107.597,0.418133038
0.5993,384.0135,704.0717,154.9268,0.509868278
0.5993,384.0135,704.0717,160.9761,0.504850884
0.5993,384.0135,704.0717,194.0026,0.452899949
0.5993,384.0135,704.0717,199.4684,0.439990808
0.5993,384.0135,704.0717,199.9801,0.43873567
0.5993,384.0135,709.8536,70.4817,0.375726637
0.5993,384.0135,709.8536,83.0101,0.359527032
0.5993,384.0135,709.8536,97.452,0.373101881
0.5993,384.0135,709.8536,104.1585,0.391102362
0.5993,384.0135,709.8536,107.597,0.402570568
0.5993,384.0135,709.8536,154.9268,0.504415891
0.5993,384.0135,709.8536,160.9761,0.499406347
0.5993,384.0135,709.8536,194.0026,0.433011256
0.5993,384.0135,709.8536,199.4684,0.416785715
0.5993,384.0135,709.8536,199.9801,0.415256443
0.5993,384.0135,712.8955,70.4817,0.361094892
0.5993,384.0135,712.8955,83.0101,0.346995884
0.5993,384.0135,712.8955,97.452,0.363947411
0.5993,384.0135,712.8955,104.1585,0.383355372
0.5993,384.0135,712.8955,107.597,0.395469862
0.5993,384.0135,712.8955,154.9268,0.501382484
0.5993,384.0135,712.8955,160.9761,0.496070226
0.5993,384.0135,712.8955,194.0026,0.421004978
0.5993,384.0135,712.8955,199.4684,0.40338228
0.5993,384.0135,712.8955,199.9801,0.401741502
0.5993,384.0135,721.9523,70.4817,0.320699922
0.5993,384.0135,721.9523,83.0101,0.314789277
0.5993,384.0135,721.9523,97.452,0.341431435
0.5993,384.0135,721.9523,104.1585,0.364511288
0.5993,384.0135,721.9523,107.597,0.378212364
0.5993,384.0135,721.9523,154.9268,0.490452605
0.5993,384.0135,721.9523,160.9761,0.482890199
0.5993,384.0135,721.9523,194.0026,0.380685749
0.5993,384.0135,721.9523,199.4684,0.360924284
0.5993,384.0135,721.9523,199.9801,0.359169508
0.5993,384.0135,752.8339,70.4817,0.238714301
0.5993,384.0135,752.8339,83.0101,0.258349013
0.5993,384.0135,752.8339,97.452,0.304780106
0.5993,384.0135,752.8339,104.1585,0.332805699
0.5993,384.0135,752.8339,107.597,0.34797845
0.5993,384.0135,752.8339,154.9268,0.404655318
0.5993,384.0135,752.8339,160.9761,0.380356729
0.5993,384.0135,752.8339,194.0026,0.254210691
0.5993,384.0135,752.8339,199.4684,0.244604729
0.5993,384.0135,752.8339,199.9801,0.243906924
0.5993,384.0135,768.0343,70.4817,0.224213877
0.5993,384.0135,768.0343,83.0101,0.249562469
0.5993,384.0135,768.0343,97.452,0.296841735
0.5993,384.0135,768.0343,104.1585,0.32283837
0.5993,384.0135,768.0343,107.597,0.336195498
0.5993,384.0135,768.0343,154.9268,0.335015453
0.5993,384.0135,768.0343,160.9761,0.31000079
0.5993,384.0135,768.0343,194.0026,0.220176525
0.5993,384.0135,768.0343,199.4684,0.216727891
0.5993,384.0135,768.0343,199.9801,0.216568763
0.5993,384.0135,768.0701,70.4817,0.224209723
0.5993,384.0135,768.0701,83.0101,0.249563856
0.5993,384.0135,768.0701,97.452,0.296846309
0.5993,384.0135,768.0701,104.1585,0.322813517
0.5993,384.0135,768.0701,107.597,0.336155052
0.5993,384.0135,768.0701,154.9268,0.334878077
0.5993,384.0135,768.0701,160.9761,0.309868615
0.5993,384.0135,768.0701,194.0026,0.22013722
0.5993,384.0135,768.0701,199.4684,0.216663737
0.5993,384.0135,768.0701,199.9801,0.216540103
0.5993,384.0135,770.0427,70.4817,0.223069079
0.5993,384.0135,770.0427,83.0101,0.248824267
0.5993,384.0135,770.0427,97.452,0.295739263
0.5993,384.0135,770.0427,104.1585,0.321179072
0.5993,384.0135,770.0427,107.597,0.334175943
0.5993,384.0135,770.0427,154.9268,0.325719167
0.5993,384.0135,770.0427,160.9761,0.301281191
0.5993,384.0135,770.0427,194.0026,0.217044053
0.5993,384.0135,770.0427,199.4684,0.214243889
0.5993,384.0135,770.0427,199.9801,0.214142022
0.5993,384.0135,782.7278,70.4817,0.218268429
0.5993,384.0135,782.7278,83.0101,0.244588565
0.5993,384.0135,782.7278,97.452,0.286409416
0.5993,384.0135,782.7278,104.1585,0.306672785
0.5993,384.0135,782.7278,107.597,0.316220591
0.5993,384.0135,782.7278,154.9268,0.271591661
0.5993,384.0135,782.7278,160.9761,0.253143578
0.5993,384.0135,782.7278,194.0026,0.202711972
0.5993,384.0135,782.7278,199.4684,0.203224152
0.5993,384.0135,782.7278,199.9801,0.203389591
0.5993,384.0135,788.0052,70.4817,0.216874898
0.5993,384.0135,788.0052,83.0101,0.242398164
0.5993,384.0135,788.0052,97.452,0.280408238
0.5993,384.0135,788.0052,104.1585,0.297627378
0.5993,384.0135,788.0052,107.597,0.305339978
0.5993,384.0135,788.0052,154.9268,0.252424244
0.5993,384.0135,788.0052,160.9761,0.237024808
0.5993,384.0135,788.0052,194.0026,0.19889125
0.5993,384.0135,788.0052,199.4684,0.200370177
0.5993,384.0135,788.0052,199.9801,0.200617594
0.5993,384.0135,791.1283,70.4817,0.216108033
0.5993,384.0135,791.1283,83.0101,0.240813991
0.5993,384.0135,791.1283,97.452,0.276065884
0.5993,384.0135,791.1283,104.1585,0.291284883
0.5993,384.0135,791.1283,107.597,0.297852724
0.5993,384.0135,791.1283,154.9268,0.242221904
0.5993,384.0135,791.1283,160.9761,0.228665399
0.5993,384.0135,791.1283,194.0026,0.197127249
0.5993,384.0135,791.1283,199.4684,0.19903646
0.5993,384.0135,791.1283,199.9801,0.19930711
0.5993,384.0135,798.9367,70.4817,0.213768177
0.5993,384.0135,798.9367,83.0101,0.23528958
0.5993,384.0135,798.9367,97.452,0.262166756
0.5993,384.0135,798.9367,104.1585,0.271880747
0.5993,384.0135,798.9367,107.597,0.275384722
0.5993,384.0135,798.9367,154.9268,0.220350134
0.5993,384.0135,798.9367,160.9761,0.211115986
0.5993,384.0135,798.9367,194.0026,0.193677313
0.5993,384.0135,798.9367,199.4684,0.196372905
0.5993,384.0135,798.9367,199.9801,0.196690782
0.5993,384.0135,799.9602,70.4817,0.213378948
0.5993,384.0135,799.9602,83.0101,0.234362801
0.5993,384.0135,799.9602,97.452,0.259995711
0.5993,384.0135,799.9602,104.1585,0.268946808
0.5993,384.0135,799.9602,107.597,0.272060945
0.5993,384.0135,799.9602,154.9268,0.217863455
0.5993,384.0135,799.9602,160.9761,0.209156972
0.5993,384.0135,799.9602,194.0026,0.193306682
0.5993,384.0135,799.9602,199.4684,0.196055025
0.5993,384.0135,799.9602,199.9801,0.196388573
0.5993,389.4588,540.9634,70.4817,0.754906248
0.5993,389.4588,540.9634,83.0101,0.760676818
0.5993,389.4588,540.9634,97.452,0.770350063
0.5993,389.4588,540.9634,104.1585,0.775092636
0.5993,389.4588,540.9634,107.597,0.776957681
0.5993,389.4588,540.9634,154.9268,0.725898714
0.5993,389.4588,540.9634,160.9761,0.720105057
0.5993,389.4588,540.9634,194.0026,0.736074189
0.5993,389.4588,540.9634,199.4684,0.741420529
0.5993,389.4588,540.9634,199.9801,0.74187969
0.5993,389.4588,566.0202,70.4817,0.672150402
0.5993,389.4588,566.0202,83.0101,0.665422552
0.5993,389.4588,566.0202,97.452,0.681672359
0.5993,389.4588,566.0202,104.1585,0.695304936
0.5993,389.4588,566.0202,107.597,0.703061021
0.5993,389.4588,566.0202,154.9268,0.780231742
0.5993,389.4588,566.0202,160.9761,0.781641672
0.5993,389.4588,566.0202,194.0026,0.724741753
0.5993,389.4588,566.0202,199.4684,0.70874859
0.5993,389.4588,566.0202,199.9801,0.707301578
0.5993,389.4588,568.305,70.4817,0.66333061
0.5993,389.4588,568.305,83.0101,0.657464909
0.5993,389.4588,568.305,97.452,0.675579144
0.5993,389.4588,568.305,104.1585,0.690333368
0.5993,389.4588,568.305,107.597,0.698756621
0.5993,389.4588,568.305,154.9268,0.78548825
0.5993,389.4588,568.305,160.9761,0.786342047
0.5993,389.4588,568.305,194.0026,0.718456578
0.5993,389.4588,568.305,199.4684,0.701251687
0.5993,389.4588,568.305,199.9801,0.699719058
0.5993,389.4588,574.1881,70.4817,0.641309002
0.5993,389.4588,574.1881,83.0101,0.638475083
0.5993,389.4588,574.1881,97.452,0.661679063
0.5993,389.4588,574.1881,104.1585,0.679420218
0.5993,389.4588,574.1881,107.597,0.689570434
0.5993,389.4588,574.1881,154.9268,0.797643945
0.5993,389.4588,574.1881,160.9761,0.795872263
0.5993,389.4588,574.1881,194.0026,0.699686739
0.5993,389.4588,574.1881,199.4684,0.680377124
0.5993,389.4588,574.1881,199.9801,0.678699875
0.5993,389.4588,591.8038,70.4817,0.586086727
0.5993,389.4588,591.8038,83.0101,0.595535921
0.5993,389.4588,591.8038,97.452,0.635239005
0.5993,389.4588,591.8038,104.1585,0.66209076
0.5993,389.4588,591.8038,107.597,0.677344365
0.5993,389.4588,591.8038,154.9268,0.809952948
0.5993,389.4588,591.8038,160.9761,0.792570131
0.5993,389.4588,591.8038,194.0026,0.634435539
0.5993,389.4588,591.8038,199.4684,0.615547754
0.5993,389.4588,591.8038,199.9801,0.614018758
0.5993,389.4588,594.9041,70.4817,0.578418752
0.5993,389.4588,594.9041,83.0101,0.590182558
0.5993,389.4588,594.9041,97.452,0.63281389
0.5993,389.4588,594.9041,104.1585,0.66120603
0.5993,389.4588,594.9041,107.597,0.677282788
0.5993,389.4588,594.9041,154.9268,0.806960751
0.5993,389.4588,594.9041,160.9761,0.786467194
0.5993,389.4588,594.9041,194.0026,0.623238909
0.5993,389.4588,594.9041,199.4684,0.605118488
0.5993,389.4588,594.9041,199.9801,0.603661716
0.5993,389.4588,596.1558,70.4817,0.575502646
0.5993,389.4588,596.1558,83.0101,0.588211048
0.5993,389.4588,596.1558,97.452,0.632009975
0.5993,389.4588,596.1558,104.1585,0.661001472
0.5993,389.4588,596.1558,107.597,0.677405689
0.5993,389.4588,596.1558,154.9268,0.805284288
0.5993,389.4588,596.1558,160.9761,0.783574237
0.5993,389.4588,596.1558,194.0026,0.618840974
0.5993,389.4588,596.1558,199.4684,0.60103496
0.5993,389.4588,596.1558,199.9801,0.599618147
0.5993,389.4588,608.3169,70.4817,0.552510051
0.5993,389.4588,608.3169,83.0101,0.574101272
0.5993,389.4588,608.3169,97.452,0.6287055
0.5993,389.4588,608.3169,104.1585,0.662869721
0.5993,389.4588,608.3169,107.597,0.681829848
0.5993,389.4588,608.3169,154.9268,0.775929555
0.5993,389.4588,608.3169,160.9761,0.745042544
0.5993,389.4588,608.3169,194.0026,0.579982552
0.5993,389.4588,608.3169,199.4684,0.566065141
0.5993,389.4588,608.3169,199.9801,0.56499883
0.5993,389.4588,609.9244,70.4817,0.550150175
0.5993,389.4588,609.9244,83.0101,0.572901383
0.5993,389.4588,609.9244,97.452,0.628792868
0.5993,389.4588,609.9244,104.1585,0.663491242
0.5993,389.4588,609.9244,107.597,0.682681268
0.5993,389.4588,609.9244,154.9268,0.770550265
0.5993,389.4588,609.9244,160.9761,0.738905991
0.5993,389.4588,609.9244,194.0026,0.575467751
0.5993,389.4588,609.9244,199.4684,0.562098196
0.5993,389.4588,609.9244,199.9801,0.561100979
0.5993,389.4588,615.194,70.4817,0.54351918
0.5993,389.4588,615.194,83.0101,0.569910135
0.5993,389.4588,615.194,97.452,0.629661021
0.5993,389.4588,615.194,104.1585,0.66574489
0.5993,389.4588,615.194,107.597,0.685415546
0.5993,389.4588,615.194,154.9268,0.751216161
0.5993,389.4588,615.194,160.9761,0.717934884
0.5993,389.4588,615.194,194.0026,0.561750271
0.5993,389.4588,615.194,199.4684,0.550190091
0.5993,389.4588,615.194,199.9801,0.549365443
0.5993,389.4588,660.2346,70.4817,0.527901206
0.5993,389.4588,660.2346,83.0101,0.556309272
0.5993,389.4588,660.2346,97.452,0.591349869
0.5993,389.4588,660.2346,104.1585,0.60590743
0.5993,389.4588,660.2346,107.597,0.612629896
0.5993,389.4588,660.2346,154.9268,0.584535302
0.5993,389.4588,660.2346,160.9761,0.565868294
0.5993,389.4588,660.2346,194.0026,0.505071528
0.5993,389.4588,660.2346,199.4684,0.505675344
0.5993,389.4588,660.2346,199.9801,0.505900847
0.5993,389.4588,662.768,70.4817,0.526399865
0.5993,389.4588,662.768,83.0101,0.551923116
0.5993,389.4588,662.768,97.452,0.582352404
0.5993,389.4588,662.768,104.1585,0.595149318
0.5993,389.4588,662.768,107.597,0.601223211
0.5993,389.4588,662.768,154.9268,0.57807142
0.5993,389.4588,662.768,160.9761,0.560527566
0.5993,389.4588,662.768,194.0026,0.504120638
0.5993,389.4588,662.768,199.4684,0.504911663
0.5993,389.4588,662.768,199.9801,0.505129093
0.5993,389.4588,668.5187,70.4817,0.520908321
0.5993,389.4588,668.5187,83.0101,0.538708309
0.5993,389.4588,668.5187,97.452,0.559111239
0.5993,389.4588,668.5187,104.1585,0.568859149
0.5993,389.4588,668.5187,107.597,0.574021528
0.5993,389.4588,668.5187,154.9268,0.564777511
0.5993,389.4588,668.5187,160.9761,0.54971112
0.5993,389.4588,668.5187,194.0026,0.502001367
0.5993,389.4588,668.5187,199.4684,0.50282731
0.5993,389.4588,668.5187,199.9801,0.503021453
0.5993,389.4588,684.3943,70.4817,0.48516138
0.5993,389.4588,684.3943,83.0101,0.479779221
0.5993,389.4588,684.3943,97.452,0.484106274
0.5993,389.4588,684.3943,104.1585,0.492920659
0.5993,389.4588,684.3943,107.597,0.499186956
0.5993,389.4588,684.3943,154.9268,0.536895184
0.5993,389.4588,684.3943,160.9761,0.527573406
0.5993,389.4588,684.3943,194.0026,0.491430961
0.5993,389.4588,684.3943,199.4684,0.488529896
0.5993,389.4588,684.3943,199.9801,0.488275328
0.5993,389.4588,689.3509,70.4817,0.467187603
0.5993,389.4588,689.3509,83.0101,0.456667141
0.5993,389.4588,689.3509,97.452,0.460672288
0.5993,389.4588,689.3509,104.1585,0.471121263
0.5993,389.4588,689.3509,107.597,0.478399663
0.5993,389.4588,689.3509,154.9268,0.530287423
0.5993,389.4588,689.3509,160.9761,0.522318945
0.5993,389.4588,689.3509,194.0026,0.484638854
0.5993,389.4588,689.3509,199.4684,0.479342008
0.5993,389.4588,689.3509,199.9801,0.478824526
0.5993,389.4588,692.6676,70.4817,0.453690532
0.5993,389.4588,692.6676,83.0101,0.440815707
0.5993,389.4588,692.6676,97.452,0.4457865
0.5993,389.4588,692.6676,104.1585,0.457554879
0.5993,389.4588,692.6676,107.597,0.465583903
0.5993,389.4588,692.6676,154.9268,0.526308514
0.5993,389.4588,692.6676,160.9761,0.519098955
0.5993,389.4588,692.6676,194.0026,0.478731264
0.5993,389.4588,692.6676,199.4684,0.471608183
0.5993,389.4588,692.6676,199.9801,0.470907978
0.5993,389.4588,701.542,70.4817,0.413638739
0.5993,389.4588,701.542,83.0101,0.399054578
0.5993,389.4588,701.542,97.452,0.40997318
0.5993,389.4588,701.542,104.1585,0.425711107
0.5993,389.4588,701.542,107.597,0.435798136
0.5993,389.4588,701.542,154.9268,0.516686914
0.5993,389.4588,701.542,160.9761,0.510736117
0.5993,389.4588,701.542,194.0026,0.456622691
0.5993,389.4588,701.542,199.4684,0.444323438
0.5993,389.4588,701.542,199.9801,0.443139622
0.5993,389.4588,704.0717,70.4817,0.401720058
0.5993,389.4588,704.0717,83.0101,0.387740027
0.5993,389.4588,704.0717,97.452,0.400975295
0.5993,389.4588,704.0717,104.1585,0.417863845
0.5993,389.4588,704.0717,107.597,0.428517393
0.5993,389.4588,704.0717,154.9268,0.514065102
0.5993,389.4588,704.0717,160.9761,0.50820967
0.5993,389.4588,704.0717,194.0026,0.448592848
0.5993,389.4588,704.0717,199.4684,0.434911109
0.5993,389.4588,704.0717,199.9801,0.433612837
0.5993,389.4588,709.8536,70.4817,0.374705301
0.5993,389.4588,709.8536,83.0101,0.363629963
0.5993,389.4588,709.8536,97.452,0.382488103
0.5993,389.4588,709.8536,104.1585,0.401901058
0.5993,389.4588,709.8536,107.597,0.413749322
0.5993,389.4588,709.8536,154.9268,0.507886699
0.5993,389.4588,709.8536,160.9761,0.501768974
0.5993,389.4588,709.8536,194.0026,0.427594852
0.5993,389.4588,709.8536,199.4684,0.411277268
0.5993,389.4588,709.8536,199.9801,0.409734793
0.5993,389.4588,712.8955,70.4817,0.360941567
0.5993,389.4588,712.8955,83.0101,0.352066928
0.5993,389.4588,712.8955,97.452,0.373967208
0.5993,389.4588,712.8955,104.1585,0.394582535
0.5993,389.4588,712.8955,107.597,0.406945893
0.5993,389.4588,712.8955,154.9268,0.504355538
0.5993,389.4588,712.8955,160.9761,0.497788205
0.5993,389.4588,712.8955,194.0026,0.415273581
0.5993,389.4588,712.8955,199.4684,0.39795486
0.5993,389.4588,712.8955,199.9801,0.396381841
0.5993,389.4588,721.9523,70.4817,0.323484376
0.5993,389.4588,721.9523,83.0101,0.322457101
0.5993,389.4588,721.9523,97.452,0.352899367
0.5993,389.4588,721.9523,104.1585,0.376606217
0.5993,389.4588,721.9523,107.597,0.390278785
0.5993,389.4588,721.9523,154.9268,0.491663388
0.5993,389.4588,721.9523,160.9761,0.482388279
0.5993,389.4588,721.9523,194.0026,0.3754529
0.5993,389.4588,721.9523,199.4684,0.357084594
0.5993,389.4588,721.9523,199.9801,0.35549739
0.5993,389.4588,752.8339,70.4817,0.248848841
0.5993,389.4588,752.8339,83.0101,0.270422559
0.5993,389.4588,752.8339,97.452,0.317268233
0.5993,389.4588,752.8339,104.1585,0.344541646
0.5993,389.4588,752.8339,107.597,0.359065531
0.5993,389.4588,752.8339,154.9268,0.400184038
0.5993,389.4588,752.8339,160.9761,0.37567277
0.5993,389.4588,752.8339,194.0026,0.258927473
0.5993,389.4588,752.8339,199.4684,0.251105864
0.5993,389.4588,752.8339,199.9801,0.250563503
0.5993,389.4588,768.0343,70.4817,0.235522365
0.5993,389.4588,768.0343,83.0101,0.261691967
0.5993,389.4588,768.0343,97.452,0.308156142
0.5993,389.4588,768.0343,104.1585,0.332862586
0.5993,389.4588,768.0343,107.597,0.345333427
0.5993,389.4588,768.0343,154.9268,0.332702431
0.5993,389.4588,768.0343,160.9761,0.309073748
0.5993,389.4588,768.0343,194.0026,0.228575168
0.5993,389.4588,768.0343,199.4684,0.226207015
0.5993,389.4588,768.0343,199.9801,0.22614294
0.5993,389.4588,768.0701,70.4817,0.235510857
0.5993,389.4588,768.0701,83.0101,0.261669658
0.5993,389.4588,768.0701,97.452,0.308130565
0.5993,389.4588,768.0701,104.1585,0.332827287
0.5993,389.4588,768.0701,107.597,0.345272724
0.5993,389.4588,768.0701,154.9268,0.332548803
0.5993,389.4588,768.0701,160.9761,0.308912964
0.5993,389.4588,768.0701,194.0026,0.228525051
0.5993,389.4588,768.0701,199.4684,0.226158022
0.5993,389.4588,768.0701,199.9801,0.226098215
0.5993,389.4588,770.0427,70.4817,0.234446801
0.5993,389.4588,770.0427,83.0101,0.260856433
0.5993,389.4588,770.0427,97.452,0.306835918
0.5993,389.4588,770.0427,104.1585,0.330909863
0.5993,389.4588,770.0427,107.597,0.342971901
0.5993,389.4588,770.0427,154.9268,0.323892892
0.5993,389.4588,770.0427,160.9761,0.301019441
0.5993,389.4588,770.0427,194.0026,0.22577036
0.5993,389.4588,770.0427,199.4684,0.223961153
0.5993,389.4588,770.0427,199.9801,0.223956467
0.5993,389.4588,782.7278,70.4817,0.229483416
0.5993,389.4588,782.7278,83.0101,0.255631307
0.5993,389.4588,782.7278,97.452,0.295473252
0.5993,389.4588,782.7278,104.1585,0.314011705
0.5993,389.4588,782.7278,107.597,0.322473102
0.5993,389.4588,782.7278,154.9268,0.273763733
0.5993,389.4588,782.7278,160.9761,0.256954654
0.5993,389.4588,782.7278,194.0026,0.212771698
0.5993,389.4588,782.7278,199.4684,0.213823057
0.5993,389.4588,782.7278,199.9801,0.214036243
0.5993,389.4588,788.0052,70.4817,0.227761275
0.5993,389.4588,788.0052,83.0101,0.252739366
0.5993,389.4588,788.0052,97.452,0.2883787
0.5993,389.4588,788.0052,104.1585,0.303775246
0.5993,389.4588,788.0052,107.597,0.310455898
0.5993,389.4588,788.0052,154.9268,0.256170673
0.5993,389.4588,788.0052,160.9761,0.242293249
0.5993,389.4588,788.0052,194.0026,0.209172131
0.5993,389.4588,788.0052,199.4684,0.211010734
0.5993,389.4588,788.0052,199.9801,0.211288611
0.5993,389.4588,791.1283,70.4817,0.226733247
0.5993,389.4588,791.1283,83.0101,0.250688942
0.5993,389.4588,791.1283,97.452,0.28337966
0.5993,389.4588,791.1283,104.1585,0.296786894
0.5993,389.4588,791.1283,107.597,0.302277024
0.5993,389.4588,791.1283,154.9268,0.246866214
0.5993,389.4588,791.1283,160.9761,0.23466182
0.5993,389.4588,791.1283,194.0026,0.207433876
0.5993,389.4588,791.1283,199.4684,0.209620852
0.5993,389.4588,791.1283,199.9801,0.20991515
0.5993,389.4588,798.9367,70.4817,0.223541507
0.5993,389.4588,798.9367,83.0101,0.243770323
0.5993,389.4588,798.9367,97.452,0.267694397
0.5993,389.4588,798.9367,104.1585,0.275707972
0.5993,389.4588,798.9367,107.597,0.278412365
0.5993,389.4588,798.9367,154.9268,0.226844918
0.5993,389.4588,798.9367,160.9761,0.218627048
0.5993,389.4588,798.9367,194.0026,0.203843489
0.5993,389.4588,798.9367,199.4684,0.20659826
0.5993,389.4588,798.9367,199.9801,0.206906501
0.5993,389.4588,799.9602,70.4817,0.223020602
0.5993,389.4588,799.9602,83.0101,0.24262844
0.5993,389.4588,799.9602,97.452,0.265285942
0.5993,389.4588,799.9602,104.1585,0.272554562
0.5993,389.4588,799.9602,107.597,0.274941399
0.5993,389.4588,799.9602,154.9268,0.224538127
0.5993,389.4588,799.9602,160.9761,0.216818317
0.5993,389.4588,799.9602,194.0026,0.203420276
0.5993,389.4588,799.9602,199.4684,0.206217117
0.5993,389.4588,799.9602,199.9801,0.20653722
0.5993,403.2694,540.9634,70.4817,0.744994428
0.5993,403.2694,540.9634,83.0101,0.749992656
0.5993,403.2694,540.9634,97.452,0.761217203
0.5993,403.2694,540.9634,104.1585,0.766656413
0.5993,403.2694,540.9634,107.597,0.76888266
0.5993,403.2694,540.9634,154.9268,0.736966144
0.5993,403.2694,540.9634,160.9761,0.733055615
0.5993,403.2694,540.9634,194.0026,0.737673376
0.5993,403.2694,540.9634,199.4684,0.738975994
0.5993,403.2694,540.9634,199.9801,0.739082453
0.5993,403.2694,566.0202,70.4817,0.667500899
0.5993,403.2694,566.0202,83.0101,0.664223512
0.5993,403.2694,566.0202,97.452,0.68242775
0.5993,403.2694,566.0202,104.1585,0.696566486
0.5993,403.2694,566.0202,107.597,0.70461312
0.5993,403.2694,566.0202,154.9268,0.789472262
0.5993,403.2694,566.0202,160.9761,0.788545308
0.5993,403.2694,566.0202,194.0026,0.715513353
0.5993,403.2694,566.0202,199.4684,0.699957836
0.5993,403.2694,566.0202,199.9801,0.698589251
0.5993,403.2694,568.305,70.4817,0.659679167
0.5993,403.2694,568.305,83.0101,0.657172089
0.5993,403.2694,568.305,97.452,0.677122808
0.5993,403.2694,568.305,104.1585,0.692353183
0.5993,403.2694,568.305,107.597,0.701059932
0.5993,403.2694,568.305,154.9268,0.793861677
