lambda (nm),n,alpha (deg),f,TE
1700,1.6,36,0.34,0.824561331
1700,1.6,36,0.36,0.819005592
1700,1.6,36,0.38,0.819392494
1700,1.6,36,0.4,0.825664744
1700,1.6,36,0.42,0.83702813
1700,1.6,36,0.44,0.851846176
1700,1.6,36,0.46,0.867917594
1700,1.6,36,0.48,0.882719896
1700,1.6,36,0.5,0.893825111
1700,1.6,38,0.3,0.886419355
1700,1.6,38,0.32,0.87173971
1700,1.6,38,0.34,0.860614492
1700,1.6,38,0.36,0.854649922
1700,1.6,38,0.38,0.854551168
1700,1.6,38,0.4,0.860192909
1700,1.6,38,0.42,0.870686541
1700,1.6,38,0.44,0.884308923
1700,1.6,38,0.46,0.898820475
1700,1.6,38,0.48,0.911720463
1700,1.6,38,0.5,0.920709193
1700,1.6,40,0.3,0.904449641
1700,1.6,40,0.32,0.889956745
1700,1.6,40,0.34,0.879008299
1700,1.6,40,0.36,0.873188588
1700,1.6,40,0.38,0.87316827
1700,1.6,40,0.4,0.878755376
1700,1.6,40,0.42,0.888980244
1700,1.6,40,0.44,0.902051503
1700,1.6,40,0.46,0.915696855
1700,1.6,40,0.48,0.927423403
1700,1.6,40,0.5,0.935017717
1700,1.6,42,0.3,0.904473161
1700,1.6,42,0.32,0.890601513
1700,1.6,42,0.34,0.880354322
1700,1.6,42,0.36,0.875256567
1700,1.6,42,0.38,0.875923226
1700,1.6,42,0.4,0.882093487
1700,1.6,42,0.42,0.89272096
1700,1.6,42,0.44,0.905950688
1700,1.6,42,0.46,0.919468402
1700,1.6,42,0.48,0.930764131
1700,1.6,42,0.5,0.937666966
1700,1.6,44,0.3,0.887868991
1700,1.6,44,0.32,0.874971859
1700,1.6,44,0.34,0.865874709
1700,1.6,44,0.36,0.862012118
1700,1.6,44,0.38,0.863926292
1700,1.6,44,0.4,0.871286142
1700,1.6,44,0.42,0.882970447
1700,1.6,44,0.44,0.897059233
1700,1.6,44,0.46,0.911179881
1700,1.6,44,0.48,0.922773969
1700,1.6,44,0.5,0.929666989
1700,1.6,46,0.3,0.856601346
1700,1.6,46,0.32,0.844898773
1700,1.6,46,0.34,0.837260333
1700,1.6,46,0.36,0.835009347
1700,1.6,46,0.38,0.838606094
1700,1.6,46,0.4,0.847653093
1700,1.6,46,0.42,0.860959911
1700,1.6,46,0.44,0.876540948
1700,1.6,46,0.46,0.891947688
1700,1.6,46,0.48,0.904538216
1700,1.6,46,0.5,0.91208402
1700,1.6,48,0.3,0.813079989
1700,1.6,48,0.32,0.802630884
1700,1.6,48,0.34,0.796579617
1700,1.6,48,0.36,0.796129698
1700,1.6,48,0.38,0.801660792
1700,1.6,48,0.4,0.812721743
1700,1.6,48,0.42,0.828067548
1700,1.6,48,0.44,0.845653793
1700,1.6,48,0.46,0.862943396
1700,1.6,48,0.48,0.877175963
1700,1.6,48,0.5,0.886013632
1700,1.6,50,0.3,0.760025
1700,1.6,50,0.32,0.750728461
1700,1.6,50,0.34,0.74620276
1700,1.6,50,0.36,0.747534686
1700,1.6,50,0.38,0.755035321
1700,1.6,50,0.4,0.768222866
1700,1.6,50,0.42,0.785825046
1700,1.6,50,0.44,0.805758938
1700,1.6,50,0.46,0.825397963
1700,1.6,50,0.48,0.841834348
1700,1.6,50,0.5,0.852562863
1700,1.7,30,0.3,0.625761854
1700,1.7,30,0.32,0.611596257
1700,1.7,30,0.34,0.603016174
1700,1.7,30,0.36,0.601249492
1700,1.7,30,0.38,0.60680605
1700,1.7,30,0.4,0.619675635
1700,1.7,30,0.42,0.639306146
1700,1.7,30,0.44,0.664144285
1700,1.7,30,0.46,0.691939146
1700,1.7,30,0.48,0.719555749
1700,1.7,30,0.5,0.743620201
1700,1.7,32,0.3,0.705979338
1700,1.7,32,0.32,0.69031593
1700,1.7,32,0.34,0.680390029
1700,1.7,32,0.36,0.67757784
1700,1.7,32,0.38,0.682384737
1700,1.7,32,0.4,0.694660477
1700,1.7,32,0.42,0.713546189
1700,1.7,32,0.44,0.737138295
1700,1.7,32,0.46,0.762891066
1700,1.7,32,0.48,0.787614103
1700,1.7,32,0.5,0.808173199
1700,1.7,34,0.3,0.772784503
1700,1.7,34,0.32,0.756022538
1700,1.7,34,0.34,0.745044119
1700,1.7,34,0.36,0.741320688
1700,1.7,34,0.38,0.745331219
1700,1.7,34,0.4,0.756797994
1700,1.7,34,0.42,0.774621315
1700,1.7,34,0.44,0.796671549
1700,1.7,34,0.46,0.820250261
1700,1.7,34,0.48,0.842218588
1700,1.7,34,0.5,0.859691069
1700,1.7,36,0.3,0.823732063
1700,1.7,36,0.32,0.806286694
1700,1.7,36,0.34,0.794617608
1700,1.7,36,0.36,0.790247786
1700,1.7,36,0.38,0.793619993
1700,1.7,36,0.4,0.804351207
1700,1.7,36,0.42,0.821160927
1700,1.7,36,0.44,0.841781184
1700,1.7,36,0.46,0.863438545
1700,1.7,36,0.48,0.88307693
1700,1.7,36,0.5,0.898023022
1700,1.7,38,0.3,0.857451206
1700,1.7,38,0.32,0.839791181
1700,1.7,38,0.34,0.827891102
1700,1.7,38,0.36,0.823286079
1700,1.7,38,0.38,0.826374918
1700,1.7,38,0.4,0.836688529
1700,1.7,38,0.42,0.852808238
1700,1.7,38,0.44,0.872379798
1700,1.7,38,0.46,0.892586992
1700,1.7,38,0.48,0.91044868
1700,1.7,38,0.5,0.923455535
1700,1.7,40,0.3,0.873616979
1700,1.7,40,0.32,0.856240708
1700,1.7,40,0.34,0.844630804
1700,1.7,40,0.36,0.84029765
1700,1.7,40,0.38,0.843586773
1700,1.7,40,0.4,0.85395598
1700,1.7,40,0.42,0.869874383
1700,1.7,40,0.44,0.888927409
1700,1.7,40,0.46,0.90826064
1700,1.7,40,0.48,0.924942097
1700,1.7,40,0.5,0.936578628
1700,1.7,42,0.3,0.872790048
1700,1.7,42,0.32,0.856171128
1700,1.7,42,0.34,0.845368216
1700,1.7,42,0.36,0.841833875
1700,1.7,42,0.38,0.845850463
1700,1.7,42,0.4,0.856811159
1700,1.7,42,0.42,0.873087793
1700,1.7,42,0.44,0.892215152
1700,1.7,42,0.46,0.911289566
1700,1.7,42,0.48,0.92739382
1700,1.7,42,0.5,0.938204407
1700,1.7,44,0.3,0.856237888
1700,1.7,44,0.32,0.840765265
1700,1.7,44,0.34,0.83121218
1700,1.7,44,0.36,0.828946665
1700,1.7,44,0.38,0.834180586
1700,1.7,44,0.4,0.846250282
1700,1.7,44,0.42,0.863440956
1700,1.7,44,0.44,0.883238231
1700,1.7,44,0.46,0.902670071
1700,1.7,44,0.48,0.918794095
1700,1.7,44,0.5,0.929308126
1700,1.7,46,0.3,0.825783267
1700,1.7,46,0.32,0.811712536
1700,1.7,46,0.34,0.803719864
1700,1.7,46,0.36,0.803070931
1700,1.7,46,0.38,0.809905856
1700,1.7,46,0.4,0.823515296
1700,1.7,46,0.42,0.842110776
1700,1.7,46,0.44,0.863128924
1700,1.7,46,0.46,0.883507853
1700,1.7,46,0.48,0.900235769
1700,1.7,46,0.5,0.910978202
1700,1.7,48,0.3,0.783677952
1700,1.7,48,0.32,0.77110365
1700,1.7,48,0.34,0.764811747
1700,1.7,48,0.36,0.765957911
1700,1.7,48,0.38,0.774617841
1700,1.7,48,0.4,0.790054382
1700,1.7,48,0.42,0.810426402
1700,1.7,48,0.44,0.833127074
1700,1.7,48,0.46,0.854986665
1700,1.7,48,0.48,0.872877514
1700,1.7,48,0.5,0.884371809
1700,1.7,50,0.3,0.732479151
1700,1.7,50,0.32,0.721333105
1700,1.7,50,0.34,0.716700059
1700,1.7,50,0.36,0.719627481
1700,1.7,50,0.38,0.730143069
1700,1.7,50,0.4,0.747508112
1700,1.7,50,0.42,0.769862154
1700,1.7,50,0.44,0.794572327
1700,1.7,50,0.46,0.818353532
1700,1.7,50,0.48,0.837918247
1700,1.7,50,0.5,0.850677394
1700,1.8,30,0.3,0.602582103
1700,1.8,30,0.32,0.585789766
1700,1.8,30,0.34,0.576597718
1700,1.8,30,0.36,0.575992926
1700,1.8,30,0.38,0.584257837
1700,1.8,30,0.4,0.601159936
1700,1.8,30,0.42,0.625699419
1700,1.8,30,0.44,0.655757505
1700,1.8,30,0.46,0.688347961
1700,1.8,30,0.48,0.719680851
1700,1.8,30,0.5,0.746007858
1700,1.8,32,0.3,0.676830947
1700,1.8,32,0.32,0.6584018
1700,1.8,32,0.34,0.647946256
1700,1.8,32,0.36,0.646568504
1700,1.8,32,0.38,0.654498114
1700,1.8,32,0.4,0.671264638
1700,1.8,32,0.42,0.695475254
1700,1.8,32,0.44,0.724595374
1700,1.8,32,0.46,0.75537253
1700,1.8,32,0.48,0.78407714
1700,1.8,32,0.5,0.807337017
1700,1.8,34,0.3,0.738590148
1700,1.8,34,0.32,0.7189843
1700,1.8,34,0.34,0.70757498
1700,1.8,34,0.36,0.705532454
1700,1.8,34,0.38,0.713016916
1700,1.8,34,0.4,0.729348816
1700,1.8,34,0.42,0.752833968
1700,1.8,34,0.44,0.780674304
1700,1.8,34,0.46,0.809501722
1700,1.8,34,0.48,0.835725961
1700,1.8,34,0.5,0.856308512
1700,1.8,36,0.3,0.785603697
1700,1.8,36,0.32,0.765292627
1700,1.8,36,0.34,0.753293615
1700,1.8,36,0.36,0.750806107
1700,1.8,36,0.38,0.757920428
1700,1.8,36,0.4,0.773788981
1700,1.8,36,0.42,0.796497023
1700,1.8,36,0.44,0.823087741
1700,1.8,36,0.46,0.850152479
1700,1.8,36,0.48,0.874248962
1700,1.8,36,0.5,0.892608214
1700,1.8,38,0.3,0.816600735
1700,1.8,38,0.32,0.796098688
1700,1.8,38,0.34,0.783955657
1700,1.8,38,0.36,0.781371362
1700,1.8,38,0.38,0.788370213
1700,1.8,38,0.4,0.803974836
1700,1.8,38,0.42,0.826109104
1700,1.8,38,0.44,0.851719734
1700,1.8,38,0.46,0.877384072
1700,1.8,38,0.48,0.899784616
1700,1.8,38,0.5,0.91636167
1700,1.8,40,0.3,0.831265893
1700,1.8,40,0.32,0.811106756
1700,1.8,40,0.34,0.799316133
1700,1.8,40,0.36,0.797069603
1700,1.8,40,0.38,0.804328931
1700,1.8,40,0.4,0.820017746
1700,1.8,40,0.42,0.841937771
1700,1.8,40,0.44,0.866971235
1700,1.8,40,0.46,0.891680345
1700,1.8,40,0.48,0.912836337
1700,1.8,40,0.5,0.92803775
1700,1.8,42,0.3,0.830093764
1700,1.8,42,0.32,0.810781914
1700,1.8,42,0.34,0.799834499
1700,1.8,42,0.36,0.79838225
1700,1.8,42,0.38,0.806326479
1700,1.8,42,0.4,0.822516218
1700,1.8,42,0.42,0.844656584
1700,1.8,42,0.44,0.869578219
1700,1.8,42,0.46,0.893811856
1700,1.8,42,0.48,0.914175478
1700,1.8,42,0.5,0.928380705
1700,1.8,44,0.3,0.814229033
1700,1.8,44,0.32,0.796185576
1700,1.8,44,0.34,0.786506306
1700,1.8,44,0.36,0.786260941
1700,1.8,44,0.38,0.795293511
1700,1.8,44,0.4,0.812399979
1700,1.8,44,0.42,0.835207754
1700,1.8,44,0.44,0.860498475
1700,1.8,44,0.46,0.884746878
1700,1.8,44,0.48,0.904770915
1700,1.8,44,0.5,0.918350159
1700,1.8,46,0.3,0.785331991
1700,1.8,46,0.32,0.768849896
1700,1.8,46,0.34,0.76074603
1700,1.8,46,0.36,0.762018713
1700,1.8,46,0.38,0.772461619
1700,1.8,46,0.4,0.790840299
1700,1.8,46,0.42,0.814723452
1700,1.8,46,0.44,0.840843234
1700,1.8,46,0.46,0.865590404
1700,1.8,46,0.48,0.885730992
1700,1.8,46,0.5,0.899061829
1700,1.8,48,0.3,0.74546676
1700,1.8,48,0.32,0.730683234
1700,1.8,48,0.34,0.724308355
1700,1.8,48,0.36,0.727265199
1700,1.8,48,0.38,0.739309938
1700,1.8,48,0.4,0.759204935
1700,1.8,48,0.42,0.784485346
1700,1.8,48,0.44,0.811837174
1700,1.8,48,0.46,0.837540629
1700,1.8,48,0.48,0.8582535
1700,1.8,48,0.5,0.871729579
1700,1.8,50,0.3,0.696991652
1700,1.8,50,0.32,0.683882767
1700,1.8,50,0.34,0.679222018
1700,1.8,50,0.36,0.683859456
1700,1.8,50,0.38,0.697533174
1700,1.8,50,0.4,0.71903602
1700,1.8,50,0.42,0.745905808
1700,1.8,50,0.44,0.77479635
1700,1.8,50,0.46,0.801858443
1700,1.8,50,0.48,0.823584083
1700,1.8,50,0.5,0.837612634
1700,1.9,30,0.3,0.567274527
1700,1.9,30,0.32,0.54864346
1700,1.9,30,0.34,0.539771893
1700,1.9,30,0.36,0.541352019
1700,1.9,30,0.38,0.553299291
1700,1.9,30,0.4,0.575103887
1700,1.9,30,0.42,0.605189575
1700,1.9,30,0.44,0.640850821
1700,1.9,30,0.46,0.67817967
1700,1.9,30,0.48,0.712826083
1700,1.9,30,0.5,0.741179299
1700,1.9,32,0.3,0.635264905
1700,1.9,32,0.32,0.614920291
1700,1.9,32,0.34,0.604969481
1700,1.9,32,0.36,0.60616934
1700,1.9,32,0.38,0.618285007
1700,1.9,32,0.4,0.640455897
1700,1.9,32,0.42,0.670621047
1700,1.9,32,0.44,0.705619353
1700,1.9,32,0.46,0.741342533
1700,1.9,32,0.48,0.773653864
1700,1.9,32,0.5,0.799437973
1700,1.9,34,0.3,0.69179024
1700,1.9,34,0.32,0.670227962
1700,1.9,34,0.34,0.659487303
1700,1.9,34,0.36,0.660343517
1700,1.9,34,0.38,0.672406585
1700,1.9,34,0.4,0.69451653
1700,1.9,34,0.42,0.724254064
1700,1.9,34,0.44,0.758181653
1700,1.9,34,0.46,0.792140888
1700,1.9,34,0.48,0.822250077
1700,1.9,34,0.5,0.845793754
1700,1.9,36,0.3,0.734811566
1700,1.9,36,0.32,0.712527633
1700,1.9,36,0.34,0.701322532
1700,1.9,36,0.36,0.701963218
1700,1.9,36,0.38,0.71392238
1700,1.9,36,0.4,0.73580492
1700,1.9,36,0.42,0.764939501
1700,1.9,36,0.44,0.797729281
1700,1.9,36,0.46,0.830032883
1700,1.9,36,0.48,0.858206378
1700,1.9,36,0.5,0.879843114
1700,1.9,38,0.3,0.76317969
1700,1.9,38,0.32,0.740699512
1700,1.9,38,0.34,0.729421159
1700,1.9,38,0.36,0.730087503
1700,1.9,38,0.38,0.742059833
1700,1.9,38,0.4,0.763767674
1700,1.9,38,0.42,0.792364823
1700,1.9,38,0.44,0.82416222
1700,1.9,38,0.46,0.855053992
1700,1.9,38,0.48,0.881594956
1700,1.9,38,0.5,0.901615882
1700,1.9,40,0.3,0.776602006
1700,1.9,40,0.32,0.754462061
1700,1.9,40,0.34,0.743545338
1700,1.9,40,0.36,0.744560089
1700,1.9,40,0.38,0.756782485
1700,1.9,40,0.4,0.778516345
1700,1.9,40,0.42,0.806792439
1700,1.9,40,0.44,0.837862562
1700,1.9,40,0.46,0.867648636
1700,1.9,40,0.48,0.89285921
1700,1.9,40,0.5,0.91150946
1700,1.9,42,0.3,0.775510944
1700,1.9,42,0.32,0.754218167
1700,1.9,42,0.34,0.744096622
1700,1.9,42,0.36,0.745812262
1700,1.9,42,0.38,0.758580459
1700,1.9,42,0.4,0.780619913
1700,1.9,42,0.42,0.808872567
1700,1.9,42,0.44,0.839543166
1700,1.9,42,0.46,0.868559516
1700,1.9,42,0.48,0.892736888
1700,1.9,42,0.5,0.910233012
1700,1.9,44,0.3,0.760922577
1700,1.9,44,0.32,0.740909061
1700,1.9,44,0.34,0.731965132
1700,1.9,44,0.36,0.734709416
1700,1.9,44,0.38,0.748319428
1700,1.9,44,0.4,0.770963878
1700,1.9,44,0.42,0.799520432
1700,1.9,44,0.44,0.830147323
1700,1.9,44,0.46,0.858748001
1700,1.9,44,0.48,0.882194396
1700,1.9,44,0.5,0.898747963
1700,1.9,46,0.3,0.734318835
1700,1.9,46,0.32,0.715902446
1700,1.9,46,0.34,0.708422819
1700,1.9,46,0.36,0.712449554
1700,1.9,46,0.38,0.727145599
1700,1.9,46,0.4,0.750663573
1700,1.9,46,0.42,0.779839057
1700,1.9,46,0.44,0.810780068
1700,1.9,46,0.46,0.839330643
1700,1.9,46,0.48,0.862364034
1700,1.9,46,0.5,0.878202401
1700,1.9,48,0.3,0.697550404
1700,1.9,48,0.32,0.680908124
1700,1.9,48,0.34,0.675050323
1700,1.9,48,0.36,0.680499779
1700,1.9,48,0.38,0.696430123
1700,1.9,48,0.4,0.721014237
1700,1.9,48,0.42,0.751071953
1700,1.9,48,0.44,0.782659796
1700,1.9,48,0.46,0.811526236
1700,1.9,48,0.48,0.834483959
1700,1.9,48,0.5,0.849863146
1700,1.9,50,0.3,0.652742147
1700,1.9,50,0.32,0.637900933
1700,1.9,50,0.34,0.63367617
1700,1.9,50,0.36,0.640549617
1700,1.9,50,0.38,0.657733331
1700,1.9,50,0.4,0.683461523
1700,1.9,50,0.42,0.714574167
1700,1.9,50,0.44,0.747084194
1700,1.9,50,0.46,0.776612578
1700,1.9,50,0.48,0.799844095
1700,1.9,50,0.5,0.815051356
1700,2,30,0.3,0.520212307
1700,2,30,0.32,0.501234932
1700,2,30,0.34,0.494201156
1700,2,30,0.36,0.499331836
1700,2,30,0.38,0.516192312
1700,2,30,0.4,0.543882562
1700,2,30,0.42,0.580194529
1700,2,30,0.44,0.621629807
1700,2,30,0.46,0.663462776
1700,2,30,0.48,0.701128763
1700,2,30,0.5,0.731558466
1700,2,32,0.3,0.58153036
1700,2,32,0.32,0.560920185
1700,2,32,0.34,0.553156773
1700,2,32,0.36,0.558430274
1700,2,32,0.38,0.576056355
1700,2,32,0.4,0.604645498
1700,2,32,0.42,0.641415168
1700,2,32,0.44,0.682404381
1700,2,32,0.46,0.72282991
1700,2,32,0.48,0.758489122
1700,2,32,0.5,0.786865751
1700,2,34,0.3,0.632516859
1700,2,34,0.32,0.610758311
1700,2,34,0.34,0.602481318
1700,2,34,0.36,0.607808063
1700,2,34,0.38,0.625815584
1700,2,34,0.4,0.65470872
1700,2,34,0.42,0.691298248
1700,2,34,0.44,0.731364939
1700,2,34,0.46,0.770204325
1700,2,34,0.48,0.803960498
1700,2,34,0.5,0.830542304
1700,2,36,0.3,0.671370077
1700,2,36,0.32,0.648928723
1700,2,36,0.34,0.640368559
1700,2,36,0.36,0.645733859
1700,2,36,0.38,0.663901291
1700,2,36,0.4,0.692764333
1700,2,36,0.42,0.728861133
1700,2,36,0.44,0.767839242
1700,2,36,0.46,0.805122521
1700,2,36,0.48,0.837149509
1700,2,36,0.5,0.862155611
1700,2,38,0.3,0.697077409
1700,2,38,0.32,0.67443312
1700,2,38,0.34,0.66587121
1700,2,38,0.36,0.671363589
1700,2,38,0.38,0.689633782
1700,2,38,0.4,0.718349465
1700,2,38,0.42,0.753871221
1700,2,38,0.44,0.791780613
1700,2,38,0.46,0.827633215
1700,2,38,0.48,0.858104778
1700,2,38,0.5,0.881690611
1700,2,40,0.3,0.709379355
1700,2,40,0.32,0.687017439
1700,2,40,0.34,0.678775702
1700,2,40,0.36,0.684566361
1700,2,40,0.38,0.703006384
1700,2,40,0.4,0.731608951
1700,2,40,0.42,0.766620184
1700,2,40,0.44,0.803585903
1700,2,40,0.46,0.838173796
1700,2,40,0.48,0.867244759
1700,2,40,0.5,0.889511112
1700,2,42,0.3,0.708652487
1700,2,42,0.32,0.687034703
1700,2,42,0.34,0.679443459
1700,2,42,0.36,0.685746536
1700,2,42,0.38,0.704496992
1700,2,42,0.4,0.733112073
1700,2,42,0.42,0.767764481
1700,2,42,0.44,0.803972523
1700,2,42,0.46,0.837484353
1700,2,42,0.48,0.865298833
1700,2,42,0.5,0.886315838
1700,2,44,0.3,0.695785885
1700,2,44,0.32,0.67531559
1700,2,44,0.34,0.668675272
1700,2,44,0.36,0.675704242
1700,2,44,0.38,0.694930527
1700,2,44,0.4,0.723725442
1700,2,44,0.42,0.758216511
1700,2,44,0.44,0.793890633
1700,2,44,0.46,0.826537183
1700,2,44,0.48,0.853246615
1700,2,44,0.5,0.873080944
1700,2,46,0.3,0.672078467
1700,2,46,0.32,0.653068185
1700,2,46,0.34,0.647612903
1700,2,46,0.36,0.655539617
1700,2,46,0.38,0.675387928
1700,2,46,0.4,0.704529327
1700,2,46,0.42,0.739069592
1700,2,46,0.44,0.774455264
1700,2,46,0.46,0.806472164
1700,2,46,0.48,0.832252191
1700,2,46,0.5,0.850990505
1700,2,48,0.3,0.639154782
1700,2,48,0.32,0.621801686
1700,2,48,0.34,0.61766966
1700,2,48,0.36,0.626589498
1700,2,48,0.38,0.647148143
1700,2,48,0.4,0.67676352
1700,2,48,0.42,0.711545198
1700,2,48,0.44,0.746891481
1700,2,48,0.46,0.778536579
1700,2,48,0.48,0.803596557
1700,2,48,0.5,0.821361356
1700,2,50,0.3,0.598884242
1700,2,50,0.32,0.583258024
1700,2,50,0.34,0.580473341
1700,2,50,0.36,0.590380194
1700,2,50,0.38,0.611648284
1700,2,50,0.4,0.641790977
1700,2,50,0.42,0.676955157
1700,2,50,0.44,0.712490341
1700,2,50,0.46,0.744031657
1700,2,50,0.48,0.76861381
1700,2,50,0.5,0.785569877
1700,2.1,30,0.3,0.463027
1700,2.1,30,0.32,0.445975651
1700,2.1,30,0.34,0.442801738
1700,2.1,30,0.36,0.453035096
1700,2.1,30,0.38,0.476029395
1700,2.1,30,0.4,0.510436857
1700,2.1,30,0.42,0.553388371
1700,2.1,30,0.44,0.600462005
1700,2.1,30,0.46,0.646383156
1700,2.1,30,0.48,0.686846236
1700,2.1,30,0.5,0.719699644
1700,2.1,32,0.3,0.51731325
1700,2.1,32,0.32,0.498945022
1700,2.1,32,0.34,0.495585502
1700,2.1,32,0.36,0.506628108
1700,2.1,32,0.38,0.531040341
1700,2.1,32,0.4,0.566873389
1700,2.1,32,0.42,0.610602109
1700,2.1,32,0.44,0.657403735
1700,2.1,32,0.46,0.702113634
1700,2.1,32,0.48,0.740936404
1700,2.1,32,0.5,0.772263929
1700,2.1,34,0.3,0.562487767
1700,2.1,34,0.32,0.54321127
1700,2.1,34,0.34,0.539744171
1700,2.1,34,0.36,0.551323855
1700,2.1,34,0.38,0.576562382
1700,2.1,34,0.4,0.613034712
1700,2.1,34,0.42,0.656773412
1700,2.1,34,0.44,0.702774461
1700,2.1,34,0.46,0.746081333
1700,2.1,34,0.48,0.783340178
1700,2.1,34,0.5,0.813337941
1700,2.1,36,0.3,0.596986159
1700,2.1,36,0.32,0.57716715
1700,2.1,36,0.34,0.573665366
1700,2.1,36,0.36,0.585575688
1700,2.1,36,0.38,0.61121571
1700,2.1,36,0.4,0.647810912
1700,2.1,36,0.42,0.691112334
1700,2.1,36,0.44,0.736059201
1700,2.1,36,0.46,0.777920697
1700,2.1,36,0.48,0.813705739
1700,2.1,36,0.5,0.842496545
1700,2.1,38,0.3,0.619934157
1700,2.1,38,0.32,0.599937744
1700,2.1,38,0.34,0.596515139
1700,2.1,38,0.36,0.608650016
1700,2.1,38,0.38,0.63443538
1700,2.1,38,0.4,0.67085621
1700,2.1,38,0.42,0.713491861
1700,2.1,38,0.44,0.757286403
1700,2.1,38,0.46,0.797715634
1700,2.1,38,0.48,0.832084298
1700,2.1,38,0.5,0.859710599
1700,2.1,40,0.3,0.631110836
1700,2.1,40,0.32,0.611305378
1700,2.1,40,0.34,0.608118674
1700,2.1,40,0.36,0.620461364
1700,2.1,40,0.38,0.646269844
1700,2.1,40,0.4,0.68237585
1700,2.1,40,0.42,0.724258086
1700,2.1,40,0.44,0.766889158
1700,2.1,40,0.46,0.805917447
1700,2.1,40,0.48,0.838891328
1700,2.1,40,0.5,0.865333261
1700,2.1,42,0.3,0.6308462
1700,2.1,42,0.32,0.611587728
1700,2.1,42,0.34,0.608817062
1700,2.1,42,0.36,0.621410772
1700,2.1,42,0.38,0.647211131
1700,2.1,42,0.4,0.682965573
1700,2.1,42,0.42,0.724097209
1700,2.1,42,0.44,0.765608928
1700,2.1,42,0.46,0.803281312
1700,2.1,42,0.48,0.834864039
1700,2.1,42,0.5,0.860067525
1700,2.1,44,0.3,0.619913642
1700,2.1,44,0.32,0.601522573
1700,2.1,44,0.34,0.599344217
1700,2.1,44,0.36,0.612258023
1700,2.1,44,0.38,0.638069282
1700,2.1,44,0.4,0.673497551
1700,2.1,44,0.42,0.713940155
1700,2.1,44,0.44,0.754419628
1700,2.1,44,0.46,0.790804319
1700,2.1,44,0.48,0.821005786
1700,2.1,44,0.5,0.844911661
1700,2.1,46,0.3,0.599439438
1700,2.1,46,0.32,0.58217634
1700,2.1,46,0.34,0.580734545
1700,2.1,46,0.36,0.594030204
1700,2.1,46,0.38,0.61988484
1700,2.1,46,0.4,0.655039967
1700,2.1,46,0.42,0.694890241
1700,2.1,46,0.44,0.734461122
1700,2.1,46,0.46,0.769660342
1700,2.1,46,0.48,0.798518404
1700,2.1,46,0.5,0.821087383
1700,2.1,48,0.3,0.570828023
1700,2.1,48,0.32,0.554872967
1700,2.1,48,0.34,0.554255189
1700,2.1,48,0.36,0.567957574
1700,2.1,48,0.38,0.593868413
1700,2.1,48,0.4,0.628799423
1700,2.1,48,0.42,0.668166093
1700,2.1,48,0.44,0.706979265
1700,2.1,48,0.46,0.741134043
1700,2.1,48,0.48,0.768728732
1700,2.1,48,0.5,0.789959346
1700,2.1,50,0.3,0.535691785
1700,2.1,50,0.32,0.521131241
1700,2.1,50,0.34,0.521350529
1700,2.1,50,0.36,0.535424571
1700,2.1,50,0.38,0.561356477
1700,2.1,50,0.4,0.596078312
1700,2.1,50,0.42,0.635056192
1700,2.1,50,0.44,0.673273499
1700,2.1,50,0.46,0.706558931
1700,2.1,50,0.48,0.733016914
1700,2.1,50,0.5,0.752955071
1700,2.2,30,0.3,0.399890481
1700,2.2,30,0.32,0.387404881
1700,2.2,30,0.34,0.389907569
1700,2.2,30,0.36,0.406631775
1700,2.2,30,0.38,0.436647673
1700,2.2,30,0.4,0.478195632
1700,2.2,30,0.42,0.527643257
1700,2.2,30,0.44,0.579835067
1700,2.2,30,0.46,0.629338908
1700,2.2,30,0.48,0.672559759
1700,2.2,30,0.5,0.708347205
1700,2.2,32,0.3,0.44707555
1700,2.2,32,0.32,0.433828933
1700,2.2,32,0.34,0.436861439
1700,2.2,32,0.36,0.455159109
1700,2.2,32,0.38,0.487280349
1700,2.2,32,0.4,0.53074544
1700,2.2,32,0.42,0.581222999
1700,2.2,32,0.44,0.633289952
1700,2.2,32,0.46,0.681818732
1700,2.2,32,0.48,0.723810351
1700,2.2,32,0.5,0.758588459
1700,2.2,34,0.3,0.486387763
1700,2.2,34,0.32,0.472641509
1700,2.2,34,0.34,0.476086675
1700,2.2,34,0.36,0.495456067
1700,2.2,34,0.38,0.528856535
1700,2.2,34,0.4,0.573258238
1700,2.2,34,0.42,0.62389077
1700,2.2,34,0.44,0.675278984
1700,2.2,34,0.46,0.722643754
1700,2.2,34,0.48,0.76346478
1700,2.2,34,0.5,0.797390047
1700,2.2,36,0.3,0.516477011
1700,2.2,36,0.32,0.502429227
1700,2.2,36,0.34,0.506152643
1700,2.2,36,0.36,0.526159189
1700,2.2,36,0.38,0.56019424
1700,2.2,36,0.4,0.604836287
1700,2.2,36,0.42,0.655059922
1700,2.2,36,0.44,0.705446608
1700,2.2,36,0.46,0.751546466
1700,2.2,36,0.48,0.791218322
1700,2.2,36,0.5,0.824346397
1700,2.2,38,0.3,0.536595305
1700,2.2,38,0.32,0.522433838
1700,2.2,38,0.34,0.526339215
1700,2.2,38,0.36,0.546654218
1700,2.2,38,0.38,0.580857903
1700,2.2,38,0.4,0.625266933
1700,2.2,38,0.42,0.674721257
1700,2.2,38,0.44,0.72390351
1700,2.2,38,0.46,0.768652496
1700,2.2,38,0.48,0.807134063
1700,2.2,38,0.5,0.839425405
1700,2.2,40,0.3,0.546560668
1700,2.2,40,0.32,0.532479888
