lambda,n,angle,h,TM
1550,2.1,66,3400,0.970784292
1550,2.1,66,3600,0.961218318
1550,2.1,66,3800,0.941077178
1550,2.1,66,4000,0.894472349
1550,2.1,68,2000,0.606870661
1550,2.1,68,2200,0.697973769
1550,2.1,68,2400,0.783635975
1550,2.1,68,2600,0.843618999
1550,2.1,68,2800,0.892406133
1550,2.1,68,3000,0.941289922
1550,2.1,68,3200,0.968033144
1550,2.1,68,3400,0.963779621
1550,2.1,68,3600,0.950103525
1550,2.1,68,3800,0.927411544
1550,2.1,68,4000,0.877864269
1550,2.1,70,2000,0.601927742
1550,2.1,70,2200,0.691810127
1550,2.1,70,2400,0.779315663
1550,2.1,70,2600,0.839886166
1550,2.1,70,2800,0.885993786
1550,2.1,70,3000,0.933700463
1550,2.1,70,3200,0.960874699
1550,2.1,70,3400,0.953762059
1550,2.1,70,3600,0.935338188
1550,2.1,70,3800,0.909664435
1550,2.1,70,4000,0.857241327
1550,2.2,50,2000,0.742849976
1550,2.2,50,2200,0.84085316
1550,2.2,50,2400,0.907502379
1550,2.2,50,2600,0.944110093
1550,2.2,50,2800,0.968023554
1550,2.2,50,3000,0.968547483
1550,2.2,50,3200,0.934631016
1550,2.2,50,3400,0.874041008
1550,2.2,50,3600,0.79508408
1550,2.2,50,3800,0.702383249
1550,2.2,50,4000,0.594795476
1550,2.2,52,2000,0.752916792
1550,2.2,52,2200,0.847955707
1550,2.2,52,2400,0.911923095
1550,2.2,52,2600,0.94814135
1550,2.2,52,2800,0.973070488
1550,2.2,52,3000,0.974948307
1550,2.2,52,3200,0.942641523
1550,2.2,52,3400,0.886639711
1550,2.2,52,3600,0.815051034
1550,2.2,52,3800,0.727273859
1550,2.2,52,4000,0.622639572
1550,2.2,54,2000,0.758558107
1550,2.2,54,2200,0.851839697
1550,2.2,54,2400,0.914321709
1550,2.2,54,2600,0.950349204
1550,2.2,54,2800,0.976171222
1550,2.2,54,3000,0.979270262
1550,2.2,54,3200,0.948338842
1550,2.2,54,3400,0.895926841
1550,2.2,54,3600,0.829769602
1550,2.2,54,3800,0.745513134
1550,2.2,54,4000,0.643523555
1550,2.2,56,2000,0.761639783
1550,2.2,56,2200,0.853908982
1550,2.2,56,2400,0.915621252
1550,2.2,56,2600,0.951298818
1550,2.2,56,2800,0.977653841
1550,2.2,56,3000,0.981712482
1550,2.2,56,3200,0.951567713
1550,2.2,56,3400,0.901436372
1550,2.2,56,3600,0.838955679
1550,2.2,56,3800,0.756931055
1550,2.2,56,4000,0.656767485
1550,2.2,58,2000,0.762984987
1550,2.2,58,2200,0.854758074
1550,2.2,58,2400,0.916216854
1550,2.2,58,2600,0.951273899
1550,2.2,58,2800,0.977746813
1550,2.2,58,3000,0.982520252
1550,2.2,58,3200,0.952510151
1550,2.2,58,3400,0.903322051
1550,2.2,58,3600,0.842982408
1550,2.2,58,3800,0.762048645
1550,2.2,58,4000,0.662689469
1550,2.2,60,2000,0.762969313
1550,2.2,60,2200,0.85460284
1550,2.2,60,2400,0.916233219
1550,2.2,60,2600,0.950375611
1550,2.2,60,2800,0.976527723
1550,2.2,60,3000,0.981813971
1550,2.2,60,3200,0.951341468
1550,2.2,60,3400,0.901842021
1550,2.2,60,3600,0.842326624
1550,2.2,60,3800,0.7615265
1550,2.2,60,4000,0.661956679
1550,2.2,62,2000,0.761713766
1550,2.2,62,2200,0.853424776
1550,2.2,62,2400,0.915607257
1550,2.2,62,2600,0.948553982
1550,2.2,62,2800,0.973920297
1550,2.2,62,3000,0.97955709
1550,2.2,62,3200,0.948139179
1550,2.2,62,3400,0.897210185
1550,2.2,62,3600,0.837410062
1550,2.2,62,3800,0.755999167
1550,2.2,62,4000,0.655353997
1550,2.2,64,2000,0.759155695
1550,2.2,64,2200,0.851025816
1550,2.2,64,2400,0.914114828
1550,2.2,64,2600,0.945616453
1550,2.2,64,2800,0.969701847
1550,2.2,64,3000,0.975558304
1550,2.2,64,3200,0.942859869
1550,2.2,64,3400,0.88955447
1550,2.2,64,3600,0.82856103
1550,2.2,64,3800,0.746026411
1550,2.2,64,4000,0.643684078
1550,2.2,66,2000,0.755068746
1550,2.2,66,2200,0.847042628
1550,2.2,66,2400,0.911369207
1550,2.2,66,2600,0.941219315
1550,2.2,66,2800,0.963503315
1550,2.2,66,3000,0.969473978
1550,2.2,66,3200,0.93532882
1550,2.2,66,3400,0.878902456
1550,2.2,66,3600,0.816009417
1550,2.2,66,3800,0.73207877
1550,2.2,66,4000,0.627713186
1550,2.2,68,2000,0.749053549
1550,2.2,68,2200,0.84093456
1550,2.2,68,2400,0.906797544
1550,2.2,68,2600,0.934840049
1550,2.2,68,2800,0.954791543
1550,2.2,68,3000,0.96079545
1550,2.2,68,3200,0.925219716
1550,2.2,68,3400,0.865161644
1550,2.2,68,3600,0.799878345
1550,2.2,68,3800,0.714523643
1550,2.2,68,4000,0.608128158
1550,2.2,70,2000,0.740505302
1550,2.2,70,2200,0.831948153
1550,2.2,70,2400,0.899594314
1550,2.2,70,2600,0.925726184
1550,2.2,70,2800,0.942826311
1550,2.2,70,3000,0.94881161
1550,2.2,70,3200,0.912012138
1550,2.2,70,3400,0.848078485
1550,2.2,70,3600,0.780154803
1550,2.2,70,3800,0.693595977
1550,2.2,70,4000,0.585488811
1550,2.3,50,2000,0.861532718
1550,2.3,50,2200,0.935448082
1550,2.3,50,2400,0.96094744
1550,2.3,50,2600,0.953842271
1550,2.3,50,2800,0.924032299
1550,2.3,50,3000,0.861950211
1550,2.3,50,3200,0.765898582
1550,2.3,50,3400,0.648138852
1550,2.3,50,3600,0.526933028
1550,2.3,50,3800,0.403825765
1550,2.3,50,4000,0.28026299
1550,2.3,52,2000,0.871176891
1550,2.3,52,2200,0.942444047
1550,2.3,52,2400,0.966082338
1550,2.3,52,2600,0.959157071
1550,2.3,52,2800,0.931507277
1550,2.3,52,3000,0.870491881
1550,2.3,52,3200,0.775927262
1550,2.3,52,3400,0.663522769
1550,2.3,52,3600,0.546078369
1550,2.3,52,3800,0.422107515
1550,2.3,52,4000,0.297946321
1550,2.3,54,2000,0.876821134
1550,2.3,54,2200,0.946753837
1550,2.3,54,2400,0.969435934
1550,2.3,54,2600,0.962862498
1550,2.3,54,2800,0.937084739
1550,2.3,54,3000,0.877082722
1550,2.3,54,3200,0.783916097
1550,2.3,54,3400,0.675632215
1550,2.3,54,3600,0.560805231
1550,2.3,54,3800,0.436404411
1550,2.3,54,4000,0.312282527
1550,2.3,56,2000,0.879880273
1550,2.3,56,2200,0.949232983
1550,2.3,56,2400,0.971314885
1550,2.3,56,2600,0.964800296
1550,2.3,56,2800,0.940429408
1550,2.3,56,3000,0.881133795
1550,2.3,56,3200,0.788794584
1550,2.3,56,3400,0.683398651
1550,2.3,56,3600,0.57030248
1550,2.3,56,3800,0.445631603
1550,2.3,56,4000,0.321899062
1550,2.3,58,2000,0.880981468
1550,2.3,58,2200,0.950263196
1550,2.3,58,2400,0.971895899
1550,2.3,58,2600,0.96498406
1550,2.3,58,2800,0.941543196
1550,2.3,58,3000,0.882612028
1550,2.3,58,3200,0.790378754
1550,2.3,58,3400,0.686716649
1550,2.3,58,3600,0.574639677
1550,2.3,58,3800,0.449705804
1550,2.3,58,4000,0.32650812
1550,2.3,60,2000,0.880397018
1550,2.3,60,2200,0.949982751
1550,2.3,60,2400,0.971250742
1550,2.3,60,2600,0.963432208
1550,2.3,60,2800,0.940475746
1550,2.3,60,3000,0.881616602
1550,2.3,60,3200,0.788768891
1550,2.3,60,3400,0.685813147
1550,2.3,60,3600,0.57420263
1550,2.3,60,3800,0.448966266
1550,2.3,60,4000,0.326359722
1550,2.3,62,2000,0.878182005
1550,2.3,62,2200,0.948357226
1550,2.3,62,2400,0.969344498
1550,2.3,62,2600,0.960105496
1550,2.3,62,2800,0.937229109
1550,2.3,62,3000,0.878240723
1550,2.3,62,3200,0.784145518
1550,2.3,62,3400,0.681026272
1550,2.3,62,3600,0.569489321
1550,2.3,62,3800,0.443948103
1550,2.3,62,4000,0.321994621
1550,2.3,64,2000,0.874220952
1550,2.3,64,2200,0.945198822
1550,2.3,64,2400,0.966022598
1550,2.3,64,2600,0.954873131
1550,2.3,64,2800,0.931717148
1550,2.3,64,3000,0.872513214
1550,2.3,64,3200,0.776680596
1550,2.3,64,3400,0.672708535
1550,2.3,64,3600,0.561017141
1550,2.3,64,3800,0.435264376
1550,2.3,64,4000,0.314096326
1550,2.3,66,2000,0.868234697
1550,2.3,66,2200,0.940159839
1550,2.3,66,2400,0.960986814
1550,2.3,66,2600,0.947482177
1550,2.3,66,2800,0.923737342
1550,2.3,66,3000,0.864361942
1550,2.3,66,3200,0.766485294
1550,2.3,66,3400,0.66117264
1550,2.3,66,3600,0.549270007
1550,2.3,66,3800,0.423530997
1550,2.3,66,4000,0.303388746
1550,2.3,68,2000,0.859762526
1550,2.3,68,2200,0.932706305
1550,2.3,68,2400,0.95375713
1550,2.3,68,2600,0.937518233
1550,2.3,68,2800,0.912937205
1550,2.3,68,3000,0.853576595
1550,2.3,68,3200,0.753564833
1550,2.3,68,3400,0.646648339
1550,2.3,68,3600,0.534657819
1550,2.3,68,3800,0.409310371
1550,2.3,68,4000,0.290559724
1550,2.3,70,2000,0.848123014
1550,2.3,70,2200,0.922071052
1550,2.3,70,2400,0.943614619
1550,2.3,70,2600,0.924349401
1550,2.3,70,2800,0.898765066
1550,2.3,70,3000,0.839758835
1550,2.3,70,3200,0.737766147
1550,2.3,70,3400,0.629235418
1550,2.3,70,3600,0.517475214
1550,2.3,70,3800,0.393062673
1550,2.3,70,4000,0.276201113
1550,2.4,50,2000,0.934137675
1550,2.4,50,2200,0.963684924
1550,2.4,50,2400,0.936081418
1550,2.4,50,2600,0.874032741
1550,2.4,50,2800,0.785009709
1550,2.4,50,3000,0.665482693
1550,2.4,50,3200,0.519990418
1550,2.4,50,3400,0.377615972
1550,2.4,50,3600,0.253141485
1550,2.4,50,3800,0.141686324
1550,2.4,50,4000,0.066217063
1550,2.4,52,2000,0.942536178
1550,2.4,52,2200,0.96965187
1550,2.4,52,2400,0.940235649
1550,2.4,52,2600,0.879428295
1550,2.4,52,2800,0.792249078
1550,2.4,52,3000,0.672081139
1550,2.4,52,3200,0.528991563
1550,2.4,52,3400,0.38984558
1550,2.4,52,3600,0.263040958
1550,2.4,52,3800,0.148047841
1550,2.4,52,4000,0.067316734
1550,2.4,54,2000,0.947717603
1550,2.4,54,2200,0.97372931
1550,2.4,54,2400,0.943358496
1550,2.4,54,2600,0.883771798
1550,2.4,54,2800,0.798195478
1550,2.4,54,3000,0.67781522
1550,2.4,54,3200,0.536712755
1550,2.4,54,3400,0.399769463
1550,2.4,54,3600,0.271169956
1550,2.4,54,3800,0.153781615
1550,2.4,54,4000,0.06899645
1550,2.4,56,2000,0.950540273
1550,2.4,56,2200,0.97615339
1550,2.4,56,2400,0.945030764
1550,2.4,56,2600,0.88629407
1550,2.4,56,2800,0.801979165
1550,2.4,56,3000,0.681373752
1550,2.4,56,3200,0.541711796
1550,2.4,56,3400,0.406333302
1550,2.4,56,3600,0.276496603
1550,2.4,56,3800,0.157787183
1550,2.4,56,4000,0.070443806
1550,2.4,58,2000,0.95138899
1550,2.4,58,2200,0.977061304
1550,2.4,58,2400,0.945133399
1550,2.4,58,2600,0.8867653
1550,2.4,58,2800,0.803394877
1550,2.4,58,3000,0.682398228
1550,2.4,58,3200,0.543600225
1550,2.4,58,3400,0.40934449
1550,2.4,58,3600,0.278788474
1550,2.4,58,3800,0.159689928
1550,2.4,58,4000,0.071256268
1550,2.4,60,2000,0.950414672
1550,2.4,60,2200,0.976501741
1550,2.4,60,2400,0.943620137
1550,2.4,60,2600,0.88511869
1550,2.4,60,2800,0.802443625
1550,2.4,60,3000,0.680865131
1550,2.4,60,3200,0.542393026
1550,2.4,60,3400,0.408958564
1550,2.4,60,3600,0.278166562
1550,2.4,60,3800,0.159486586
1550,2.4,60,4000,0.071312881
1550,2.4,62,2000,0.947604904
1550,2.4,62,2200,0.974426738
1550,2.4,62,2400,0.940428018
1550,2.4,62,2600,0.881313214
1550,2.4,62,2800,0.799172044
1550,2.4,62,3000,0.676870181
1550,2.4,62,3200,0.53827358
1550,2.4,62,3400,0.405484098
1550,2.4,62,3600,0.274926586
1550,2.4,62,3800,0.157383411
1550,2.4,62,4000,0.070678041
1550,2.4,64,2000,0.942800886
1550,2.4,64,2200,0.970674511
1550,2.4,64,2400,0.935426073
1550,2.4,64,2600,0.875265898
1550,2.4,64,2800,0.793597631
1550,2.4,64,3000,0.670528758
1550,2.4,64,3200,0.531482274
1550,2.4,64,3400,0.399285661
1550,2.4,64,3600,0.269442507
1550,2.4,64,3800,0.153695327
1550,2.4,64,4000,0.069519777
1550,2.4,66,2000,0.935688723
1550,2.4,66,2200,0.964942782
1550,2.4,66,2400,0.928372374
1550,2.4,66,2600,0.866804694
1550,2.4,66,2800,0.785660832
1550,2.4,66,3000,0.661915516
1550,2.4,66,3200,0.522249848
1550,2.4,66,3400,0.390724362
1550,2.4,66,3600,0.26210372
1550,2.4,66,3800,0.148774015
1550,2.4,66,4000,0.068042038
1550,2.4,68,2000,0.925772217
1550,2.4,68,2200,0.956749667
1550,2.4,68,2400,0.918866547
1550,2.4,68,2600,0.855622534
1550,2.4,68,2800,0.775181436
1550,2.4,68,3000,0.651015388
1550,2.4,68,3200,0.510747016
1550,2.4,68,3400,0.380113718
1550,2.4,68,3600,0.25326885
1550,2.4,68,3800,0.14295435
1550,2.4,68,4000,0.066431528
1550,2.4,70,2000,0.912327455
1550,2.4,70,2200,0.945377593
1550,2.4,70,2400,0.906289402
1550,2.4,70,2600,0.841222088
1550,2.4,70,2800,0.761807637
1550,2.4,70,3000,0.637672702
1550,2.4,70,3200,0.497037273
1550,2.4,70,3400,0.367680424
1550,2.4,70,3600,0.243228329
1550,2.4,70,3800,0.13651424
1550,2.4,70,4000,0.064818604
1550,2.5,50,2000,0.957459409
1550,2.5,50,2200,0.929904185
1550,2.5,50,2400,0.845771251
1550,2.5,50,2600,0.733979099
1550,2.5,50,2800,0.619405676
1550,2.5,50,3000,0.426272414
1550,2.5,50,3200,0.27317897
1550,2.5,50,3400,0.152623268
1550,2.5,50,3600,0.063545937
1550,2.5,50,3800,0.02133496
1550,2.5,50,4000,0.039729805
1550,2.5,52,2000,0.962254321
1550,2.5,52,2200,0.932407809
1550,2.5,52,2400,0.846952273
1550,2.5,52,2600,0.733357495
1550,2.5,52,2800,0.596666648
1550,2.5,52,3000,0.43568436
1550,2.5,52,3200,0.2807474
1550,2.5,52,3400,0.158047018
1550,2.5,52,3600,0.06392772
1550,2.5,52,3800,0.016223833
1550,2.5,52,4000,0.024753635
1550,2.5,54,2000,0.966208509
1550,2.5,54,2200,0.935015877
1550,2.5,54,2400,0.849028752
1550,2.5,54,2600,0.737081458
1550,2.5,54,2800,0.600112778
1550,2.5,54,3000,0.439204632
1550,2.5,54,3200,0.286201513
1550,2.5,54,3400,0.161817479
1550,2.5,54,3600,0.064599748
1550,2.5,54,3800,0.012647524
1550,2.5,54,4000,0.013862367
1550,2.5,56,2000,0.96846624
1550,2.5,56,2200,0.936552102
1550,2.5,56,2400,0.850084297
1550,2.5,56,2600,0.739532193
1550,2.5,56,2800,0.602440429
1550,2.5,56,3000,0.441553157
1550,2.5,56,3200,0.289964908
1550,2.5,56,3400,0.164407594
1550,2.5,56,3600,0.065268038
1550,2.5,56,3800,0.010530464
1550,2.5,56,4000,0.006965924
1550,2.5,58,2000,0.969029879
1550,2.5,58,2200,0.936783742
1550,2.5,58,2400,0.849662333
1550,2.5,58,2600,0.740193538
1550,2.5,58,2800,0.6030305
1550,2.5,58,3000,0.442076331
1550,2.5,58,3200,0.291639149
1550,2.5,58,3400,0.16548965
1550,2.5,58,3600,0.065582809
1550,2.5,58,3800,0.00961971
1550,2.5,58,4000,0.003662315
1550,2.5,60,2000,0.967899745
1550,2.5,60,2200,0.93561135
1550,2.5,60,2400,0.847569237
1550,2.5,60,2600,0.738910794
1550,2.5,60,2800,0.601731559
1550,2.5,60,3000,0.440614555
1550,2.5,60,3200,0.291199657
1550,2.5,60,3400,0.165051334
1550,2.5,60,3600,0.065432414
1550,2.5,60,3800,0.009718791
1550,2.5,60,4000,0.003492954
1550,2.5,62,2000,0.96500356
1550,2.5,62,2200,0.932940389
1550,2.5,62,2400,0.84368232
1550,2.5,62,2600,0.735635344
1550,2.5,62,2800,0.598547555
1550,2.5,62,3000,0.437202926
1550,2.5,62,3200,0.288783743
1550,2.5,62,3400,0.163221202
1550,2.5,62,3600,0.064830991
1550,2.5,62,3800,0.010683936
1550,2.5,62,4000,0.006004155
1550,2.5,64,2000,0.960170571
1550,2.5,64,2200,0.928622742
1550,2.5,64,2400,0.83786127
1550,2.5,64,2600,0.730326623
1550,2.5,64,2800,0.593524844
1550,2.5,64,3000,0.43195108
1550,2.5,64,3200,0.2845977
1550,2.5,64,3400,0.160193525
1550,2.5,64,3600,0.063859072
1550,2.5,64,3800,0.012404189
1550,2.5,64,4000,0.010752483
1550,2.5,66,2000,0.953109402
1550,2.5,66,2200,0.922415458
1550,2.5,66,2400,0.82988742
1550,2.5,66,2600,0.722897008
1550,2.5,66,2800,0.586693655
1550,2.5,66,3000,0.42497666
1550,2.5,66,3200,0.27886327
1550,2.5,66,3400,0.156183345
1550,2.5,66,3600,0.062622542
1550,2.5,66,3800,0.014777259
1550,2.5,66,4000,0.017291313
1550,2.5,68,2000,0.943388781
1550,2.5,68,2200,0.913946162
1550,2.5,68,2400,0.819403786
1550,2.5,68,2600,0.713176161
1550,2.5,68,2800,0.578036862
1550,2.5,68,3000,0.416360954
1550,2.5,68,3200,0.271784984
1550,2.5,68,3400,0.151399585
1550,2.5,68,3600,0.061224466
1550,2.5,68,3800,0.017688537
1550,2.5,68,4000,0.025153127
1550,2.5,70,2000,0.930446996
1550,2.5,70,2200,0.902701976
1550,2.5,70,2400,0.805827379
1550,2.5,70,2600,0.700919265
1550,2.5,70,2800,0.567522776
1550,2.5,70,3000,0.406126386
1550,2.5,70,3200,0.263554895
1550,2.5,70,3400,0.146055285
1550,2.5,70,3600,0.05975924
1550,2.5,70,3800,0.02100176
1550,2.5,70,4000,0.03383253
1550,2.6,50,2000,0.919480675
1550,2.6,50,2200,0.846311243
1550,2.6,50,2400,0.715019198
1550,2.6,50,2600,0.563727023
1550,2.6,50,2800,0.382757783
1550,2.6,50,3000,0.21913673
1550,2.6,50,3200,0.098214978
1550,2.6,50,3400,0.028063997
1550,2.6,50,3600,0.015624176
1550,2.6,50,3800,0.075296044
1550,2.6,50,4000,0.183234183
1550,2.6,52,2000,0.714019481
1550,2.6,52,2200,0.841974676
1550,2.6,52,2400,0.712370573
1550,2.6,52,2600,0.559403336
1550,2.6,52,2800,0.391052298
1550,2.6,52,3000,0.232894284
1550,2.6,52,3200,0.099062222
1550,2.6,52,3400,0.025592901
1550,2.6,52,3600,0.0096306
1550,2.6,52,3800,0.061167592
1550,2.6,52,4000,0.161111336
1550,2.6,54,2000,0.944087664
1550,2.6,54,2200,0.862225311
1550,2.6,54,2400,0.707709991
1550,2.6,54,2600,0.559304543
1550,2.6,54,2800,0.389749092
1550,2.6,54,3000,0.224219182
1550,2.6,54,3200,0.101488462
1550,2.6,54,3400,0.02589021
1550,2.6,54,3600,0.0049413
1550,2.6,54,3800,0.050270772
1550,2.6,54,4000,0.146400495
1550,2.6,56,2000,0.941046186
1550,2.6,56,2200,0.851777733
1550,2.6,56,2400,0.71742871
1550,2.6,56,2600,0.569897955
1550,2.6,56,2800,0.38120433
1550,2.6,56,3000,0.224818569
1550,2.6,56,3200,0.10216607
1550,2.6,56,3400,0.023916952
1550,2.6,56,3600,0.002003197
1550,2.6,56,3800,0.04284553
1550,2.6,56,4000,0.134173178
1550,2.6,58,2000,0.936582018
1550,2.6,58,2200,0.849605275
1550,2.6,58,2400,0.715181339
1550,2.6,58,2600,0.565024363
1550,2.6,58,2800,0.39212727
1550,2.6,58,3000,0.227009667
1550,2.6,58,3200,0.104074495
1550,2.6,58,3400,0.024979744
1550,2.6,58,3600,9.78E-04
1550,2.6,58,3800,0.039781451
1550,2.6,58,4000,0.130918167
1550,2.6,60,2000,0.97142239
1550,2.6,60,2200,0.843661297
1550,2.6,60,2400,0.714457563
1550,2.6,60,2600,0.567169461
1550,2.6,60,2800,0.410633677
1550,2.6,60,3000,0.2243806
1550,2.6,60,3200,0.10239463
1550,2.6,60,3400,0.023614837
1550,2.6,60,3600,9.70E-04
1550,2.6,60,3800,0.038880225
1550,2.6,60,4000,0.128993901
1550,2.6,62,2000,0.935348131
1550,2.6,62,2200,0.844849041
1550,2.6,62,2400,0.710092884
1550,2.6,62,2600,0.56185298
1550,2.6,62,2800,0.388807003
1550,2.6,62,3000,0.226149294
1550,2.6,62,3200,0.099203608
1550,2.6,62,3400,0.023392496
1550,2.6,62,3600,0.002523664
1550,2.6,62,3800,0.042113635
1550,2.6,62,4000,0.135069749
1550,2.6,64,2000,0.93355463
1550,2.6,64,2200,0.842207348
1550,2.6,64,2400,0.705961207
1550,2.6,64,2600,0.481062408
1550,2.6,64,2800,0.379626119
1550,2.6,64,3000,0.220569844
1550,2.6,64,3200,0.099960247
1550,2.6,64,3400,0.02404512
1550,2.6,64,3600,0.005298623
1550,2.6,64,3800,0.046741752
1550,2.6,64,4000,0.145984723
1550,2.6,66,2000,0.932152834
1550,2.6,66,2200,0.84699578
1550,2.6,66,2400,0.694570397
1550,2.6,66,2600,0.546419833
1550,2.6,66,2800,0.376414571
1550,2.6,66,3000,0.217042462
1550,2.6,66,3200,0.098409504
1550,2.6,66,3400,0.025687451
1550,2.6,66,3600,0.008717672
1550,2.6,66,3800,0.05448169
1550,2.6,66,4000,0.153711362
1550,2.6,68,2000,0.948480909
1550,2.6,68,2200,0.808097837
1550,2.6,68,2400,0.687646609
1550,2.6,68,2600,0.540652869
1550,2.6,68,2800,0.371103365
1550,2.6,68,3000,0.213012864
1550,2.6,68,3200,0.091535951
1550,2.6,68,3400,0.024618394
1550,2.6,68,3600,0.013164062
1550,2.6,68,3800,0.062575836
1550,2.6,68,4000,0.165398136
1550,2.6,70,2000,0.849292498
1550,2.6,70,2200,0.805346784
1550,2.6,70,2400,0.676614315
1550,2.6,70,2600,0.532469387
1550,2.6,70,2800,0.366831823
1550,2.6,70,3000,0.203551742
1550,2.6,70,3200,0.092025007
1550,2.6,70,3400,0.025538951
1550,2.6,70,3600,0.017933791
1550,2.6,70,3800,0.071330466
1550,2.6,70,4000,0.179375839
1550,2.7,50,2000,0.110130909
1550,2.7,50,2200,0.733839244
1550,2.7,50,2400,0.59890865
1550,2.7,50,2600,0.377515489
1550,2.7,50,2800,0.211837803
1550,2.7,50,3000,0.081018947
1550,2.7,50,3200,0.013368229
1550,2.7,50,3400,0.020607949
1550,2.7,50,3600,0.110025537
1550,2.7,50,3800,0.256441284
1550,2.7,50,4000,0.431787478
1550,2.7,52,2000,0.590735012
1550,2.7,52,2200,0.730403884
1550,2.7,52,2400,0.581558933
1550,2.7,52,2600,0.414459367
1550,2.7,52,2800,0.204582227
1550,2.7,52,3000,0.078358046
1550,2.7,52,3200,0.013865091
1550,2.7,52,3400,0.017978416
1550,2.7,52,3600,0.100733542
1550,2.7,52,3800,0.231830665
1550,2.7,52,4000,0.421961931
1550,2.7,54,2000,0.899137867
1550,2.7,54,2200,0.703556186
1550,2.7,54,2400,0.571593402
1550,2.7,54,2600,0.395536603
1550,2.7,54,2800,0.220287982
1550,2.7,54,3000,0.076596062
1550,2.7,54,3200,0.011597075
1550,2.7,54,3400,0.012553863
1550,2.7,54,3600,0.088954954
1550,2.7,54,3800,0.222024008
1550,2.7,54,4000,0.397870866
1550,2.7,56,2000,0.879307546
1550,2.7,56,2200,0.759687835
1550,2.7,56,2400,0.566940638
1550,2.7,56,2600,0.392684488
1550,2.7,56,2800,0.212711118
1550,2.7,56,3000,0.071699821
1550,2.7,56,3200,0.010690176
1550,2.7,56,3400,0.01025839
1550,2.7,56,3600,0.084234216
1550,2.7,56,3800,0.221880992
1550,2.7,56,4000,0.390107162
1550,2.7,58,2000,0.857450637
1550,2.7,58,2200,0.747013715
1550,2.7,58,2400,0.60715775
1550,2.7,58,2600,0.389765604
1550,2.7,58,2800,0.207404433
1550,2.7,58,3000,0.079624868
1550,2.7,58,3200,0.010264972
1550,2.7,58,3400,0.009517466
1550,2.7,58,3600,0.082402663
1550,2.7,58,3800,0.209626473
1550,2.7,58,4000,0.380871896
1550,2.7,60,2000,0.858525765
1550,2.7,60,2200,0.744315911
1550,2.7,60,2400,0.586400653
1550,2.7,60,2600,0.381037592
1550,2.7,60,2800,0.208371002
1550,2.7,60,3000,0.079296291
1550,2.7,60,3200,0.010086637
1550,2.7,60,3400,0.010292908
1550,2.7,60,3600,0.075813024
1550,2.7,60,3800,0.209249603
1550,2.7,60,4000,0.380358226
1550,2.7,62,2000,0.841030601
1550,2.7,62,2200,0.746147006
1550,2.7,62,2400,0.545571633
1550,2.7,62,2600,0.386021563
1550,2.7,62,2800,0.21030905
1550,2.7,62,3000,0.078485619
1550,2.7,62,3200,0.009742454
1550,2.7,62,3400,0.011466766
1550,2.7,62,3600,0.084256059
1550,2.7,62,3800,0.219493221
1550,2.7,62,4000,0.38615697
1550,2.7,64,2000,0.903873849
1550,2.7,64,2200,0.770454966
1550,2.7,64,2400,0.563864993
1550,2.7,64,2600,0.384027184
1550,2.7,64,2800,0.208467253
1550,2.7,64,3000,0.071471975
1550,2.7,64,3200,0.014600604
1550,2.7,64,3400,0.01393688
1550,2.7,64,3600,0.087605461
1550,2.7,64,3800,0.224275311
1550,2.7,64,4000,0.392521649
1550,2.7,66,2000,0.884612609
1550,2.7,66,2200,0.675903336
1550,2.7,66,2400,0.55880682
1550,2.7,66,2600,0.381264368
1550,2.7,66,2800,0.215739863
1550,2.7,66,3000,0.075264231
1550,2.7,66,3200,0.011844581
1550,2.7,66,3400,0.017161238
1550,2.7,66,3600,0.093331939
1550,2.7,66,3800,0.229248682
1550,2.7,66,4000,0.398993145
1550,2.7,68,2000,0.913550692
1550,2.7,68,2200,0.694953706
1550,2.7,68,2400,0.561982825
1550,2.7,68,2600,0.439601922
1550,2.7,68,2800,0.186132678
1550,2.7,68,3000,0.07508176
1550,2.7,68,3200,0.013249304
1550,2.7,68,3400,0.007351023
1550,2.7,68,3600,0.102589493
1550,2.7,68,3800,0.237438541
1550,2.7,68,4000,0.408192703
1550,2.7,70,2000,0.663581316
1550,2.7,70,2200,0.691094726
1550,2.7,70,2400,0.556680009
1550,2.7,70,2600,0.39733192
1550,2.7,70,2800,0.18934163
1550,2.7,70,3000,0.073167689
1550,2.7,70,3200,0.014681012
1550,2.7,70,3400,0.027991645
1550,2.7,70,3600,0.109083359
1550,2.7,70,3800,0.244462034
1550,2.7,70,4000,0.429100537
1550,2.8,50,2000,0.825226791
1550,2.8,50,2200,0.60262804
1550,2.8,50,2400,0.576305868
1550,2.8,50,2600,0.095209905
1550,2.8,50,2800,0.084493497
1550,2.8,50,3000,0.059676984
1550,2.8,50,3200,0.022644843
1550,2.8,50,3400,0.123509834
1550,2.8,50,3600,0.153580829
1550,2.8,50,3800,0.490354472
1550,2.8,50,4000,0.671110077
1550,2.8,52,2000,0.819951631
1550,2.8,52,2200,0.56332247
1550,2.8,52,2400,0.451917359
1550,2.8,52,2600,0.315443234
1550,2.8,52,2800,0.079395086
1550,2.8,52,3000,0.031712559
1550,2.8,52,3200,0.012450797
1550,2.8,52,3400,0.120684266
1550,2.8,52,3600,0.250074556
1550,2.8,52,3800,0.478331385
1550,2.8,52,4000,0.687762421
1550,2.8,54,2000,0.821965178
1550,2.8,54,2200,0.67914621
