lambda,n,angle,h,TM
1550,2.8,54,2400,0.443935641
1550,2.8,54,2600,0.271494548
1550,2.8,54,2800,0.073655068
1550,2.8,54,3000,0.009611158
1550,2.8,54,3200,0.011484018
1550,2.8,54,3400,0.117339335
1550,2.8,54,3600,0.267904272
1550,2.8,54,3800,0.449749715
1550,2.8,54,4000,0.683209353
1550,2.8,56,2000,0.22712617
1550,2.8,56,2200,0.670283278
1550,2.8,56,2400,0.423198996
1550,2.8,56,2600,0.26871016
1550,2.8,56,2800,0.083552806
1550,2.8,56,3000,0.007474545
1550,2.8,56,3200,0.012322523
1550,2.8,56,3400,0.111669354
1550,2.8,56,3600,0.269698805
1550,2.8,56,3800,0.446227733
1550,2.8,56,4000,0.677099474
1550,2.8,58,2000,0.746194629
1550,2.8,58,2200,0.657435246
1550,2.8,58,2400,0.318124326
1550,2.8,58,2600,0.227952558
1550,2.8,58,2800,0.086818111
1550,2.8,58,3000,0.003276335
1550,2.8,58,3200,0.013102028
1550,2.8,58,3400,0.106113817
1550,2.8,58,3600,0.293954649
1550,2.8,58,3800,0.4520922
1550,2.8,58,4000,0.661658589
1550,2.8,60,2000,0.750111714
1550,2.8,60,2200,0.655668396
1550,2.8,60,2400,0.144056118
1550,2.8,60,2600,0.234829217
1550,2.8,60,2800,0.086999966
1550,2.8,60,3000,0.001512768
1550,2.8,60,3200,0.017639888
1550,2.8,60,3400,0.105814735
1550,2.8,60,3600,0.315603512
1550,2.8,60,3800,0.455790833
1550,2.8,60,4000,0.657539796
1550,2.8,62,2000,0.721100009
1550,2.8,62,2200,0.661915009
1550,2.8,62,2400,0.395744201
1550,2.8,62,2600,0.299844482
1550,2.8,62,2800,0.086292963
1550,2.8,62,3000,0.006266373
1550,2.8,62,3200,0.015364974
1550,2.8,62,3400,0.109267023
1550,2.8,62,3600,0.279523767
1550,2.8,62,3800,0.449945308
1550,2.8,62,4000,0.667563085
1550,2.8,64,2000,0.865505186
1550,2.8,64,2200,0.682824048
1550,2.8,64,2400,0.428103437
1550,2.8,64,2600,0.254549243
1550,2.8,64,2800,0.079315435
1550,2.8,64,3000,0.00844841
1550,2.8,64,3200,0.016360315
1550,2.8,64,3400,0.116731825
1550,2.8,64,3600,0.270971264
1550,2.8,64,3800,0.446024094
1550,2.8,64,4000,0.674608726
1550,2.8,66,2000,0.793041954
1550,2.8,66,2200,0.700523114
1550,2.8,66,2400,0.435525237
1550,2.8,66,2600,0.255432812
1550,2.8,66,2800,0.07044709
1550,2.8,66,3000,0.009582817
1550,2.8,66,3200,0.017177743
1550,2.8,66,3400,0.121385669
1550,2.8,66,3600,0.276429106
1550,2.8,66,3800,0.449648284
1550,2.8,66,4000,0.674453187
1550,2.8,68,2000,0.777693942
1550,2.8,68,2200,0.494069607
1550,2.8,68,2400,0.436011537
1550,2.8,68,2600,0.266956994
1550,2.8,68,2800,0.07312617
1550,2.8,68,3000,0.007228637
1550,2.8,68,3200,0.017200093
1550,2.8,68,3400,0.124640099
1550,2.8,68,3600,0.270145845
1550,2.8,68,3800,0.471352597
1550,2.8,68,4000,0.673197018
1550,2.8,70,2000,0.768520467
1550,2.8,70,2200,0.532114072
1550,2.8,70,2400,0.422834648
1550,2.8,70,2600,0.319420901
1550,2.8,70,2800,0.075089401
1550,2.8,70,3000,0.021086404
1550,2.8,70,3200,0.024589234
1550,2.8,70,3400,0.127881983
1550,2.8,70,3600,0.249396131
1550,2.8,70,3800,0.484553266
1550,2.8,70,4000,0.663723925
1550,2.9,50,2000,0.702876097
1550,2.9,50,2200,0.328789418
1550,2.9,50,2400,0.132778691
1550,2.9,50,2600,0.198990162
1550,2.9,50,2800,0.015831721
1550,2.9,50,3000,0.01441847
1550,2.9,50,3200,0.118132397
1550,2.9,50,3400,0.287463665
1550,2.9,50,3600,0.510334952
1550,2.9,50,3800,0.716513951
1550,2.9,50,4000,0.900182184
1550,2.9,52,2000,0.696185631
1550,2.9,52,2200,0.177292326
1550,2.9,52,2400,0.302424475
1550,2.9,52,2600,0.158011874
1550,2.9,52,2800,0.013195413
1550,2.9,52,3000,0.011123875
1550,2.9,52,3200,0.118623178
1550,2.9,52,3400,0.291635685
1550,2.9,52,3600,0.478843445
1550,2.9,52,3800,0.717605974
1550,2.9,52,4000,0.894165115
1550,2.9,54,2000,0.688230246
1550,2.9,54,2200,0.356413002
1550,2.9,54,2400,0.275005895
1550,2.9,54,2600,0.144327273
1550,2.9,54,2800,0.013176962
1550,2.9,54,3000,0.010782514
1550,2.9,54,3200,0.11909499
1550,2.9,54,3400,0.285751609
1550,2.9,54,3600,0.46097684
1550,2.9,54,3800,0.714214217
1550,2.9,54,4000,0.879908575
1550,2.9,56,2000,0.673141258
1550,2.9,56,2200,0.491667861
1550,2.9,56,2400,0.184011364
1550,2.9,56,2600,0.145896701
1550,2.9,56,2800,0.016525485
1550,2.9,56,3000,0.011107158
1550,2.9,56,3200,0.110655984
1550,2.9,56,3400,0.348706876
1550,2.9,56,3600,0.470684607
1550,2.9,56,3800,0.704795591
1550,2.9,56,4000,0.8788567
1550,2.9,58,2000,0.616596611
1550,2.9,58,2200,0.514864907
1550,2.9,58,2400,0.220774258
1550,2.9,58,2600,0.09824569
1550,2.9,58,2800,0.017055944
1550,2.9,58,3000,0.012421072
1550,2.9,58,3200,0.105409416
1550,2.9,58,3400,0.042101835
1550,2.9,58,3600,0.483967506
1550,2.9,58,3800,0.691409858
1550,2.9,58,4000,0.881390576
1550,2.9,60,2000,0.544418523
1550,2.9,60,2200,0.517749751
1550,2.9,60,2400,0.418173584
1550,2.9,60,2600,0.1119347
1550,2.9,60,2800,0.017046714
1550,2.9,60,3000,0.013394862
1550,2.9,60,3200,0.105130844
1550,2.9,60,3400,0.106360036
1550,2.9,60,3600,0.489416572
1550,2.9,60,3800,0.687325077
1550,2.9,60,4000,0.879762385
1550,2.9,62,2000,0.626820648
1550,2.9,62,2200,0.509250162
1550,2.9,62,2400,0.063348896
1550,2.9,62,2600,0.175961667
1550,2.9,62,2800,0.016948197
1550,2.9,62,3000,0.013188879
1550,2.9,62,3200,0.108213516
1550,2.9,62,3400,0.40583289
1550,2.9,62,3600,0.481102589
1550,2.9,62,3800,0.69448709
1550,2.9,62,4000,0.875328274
1550,2.9,64,2000,0.647243833
1550,2.9,64,2200,0.47327809
1550,2.9,64,2400,0.22840807
1550,2.9,64,2600,0.135341838
1550,2.9,64,2800,0.015626907
1550,2.9,64,3000,0.013660893
1550,2.9,64,3200,0.116811176
1550,2.9,64,3400,0.32215856
1550,2.9,64,3600,0.471941272
1550,2.9,64,3800,0.704411318
1550,2.9,64,4000,0.870939464
1550,2.9,66,2000,0.648078647
1550,2.9,66,2200,0.338604053
1550,2.9,66,2400,0.270818874
1550,2.9,66,2600,0.135410973
1550,2.9,66,2800,0.012844514
1550,2.9,66,3000,0.014841948
1550,2.9,66,3200,0.125692742
1550,2.9,66,3400,0.290506608
1550,2.9,66,3600,0.466117639
1550,2.9,66,3800,0.70801751
1550,2.9,66,4000,0.870232821
1550,2.9,68,2000,0.641626257
1550,2.9,68,2200,0.141554115
1550,2.9,68,2400,0.283577706
1550,2.9,68,2600,0.139753424
1550,2.9,68,2800,0.012874555
1550,2.9,68,3000,0.016423471
1550,2.9,68,3200,0.128011041
1550,2.9,68,3400,0.293767386
1550,2.9,68,3600,0.472008529
1550,2.9,68,3800,0.706299227
1550,2.9,68,4000,0.871761033
1550,2.9,70,2000,0.630165418
1550,2.9,70,2200,0.142176492
1550,2.9,70,2400,0.281842248
1550,2.9,70,2600,0.148698263
1550,2.9,70,2800,0.014398105
1550,2.9,70,3000,0.018513303
1550,2.9,70,3200,0.129404324
1550,2.9,70,3400,0.293502941
1550,2.9,70,3600,0.492011556
1550,2.9,70,3800,0.700536368
1550,2.9,70,4000,0.86560874
1550,3,50,2000,0.561012884
1550,3,50,2200,0.489697749
1550,3,50,2400,0.164386064
1550,3,50,2600,0.045842588
1550,3,50,2800,0.004756616
1550,3,50,3000,0.074989234
1550,3,50,3200,0.268401121
1550,3,50,3400,0.518149113
1550,3,50,3600,0.788665059
1550,3,50,3800,0.887483309
1550,3,50,4000,0.972203022
1550,3,52,2000,0.474552486
1550,3,52,2200,0.467648592
1550,3,52,2400,0.167961316
1550,3,52,2600,0.043097618
1550,3,52,2800,0.003942919
1550,3,52,3000,0.077440513
1550,3,52,3200,0.270467795
1550,3,52,3400,0.484006197
1550,3,52,3600,0.761553055
1550,3,52,3800,0.866859161
1550,3,52,4000,0.827148255
1550,3,54,2000,0.247290937
1550,3,54,2200,0.461170388
1550,3,54,2400,0.227120465
1550,3,54,2600,0.040421599
1550,3,54,2800,0.002596939
1550,3,54,3000,0.078667102
1550,3,54,3200,0.269008681
1550,3,54,3400,0.482847969
1550,3,54,3600,0.770997683
1550,3,54,3800,0.876508008
1550,3,54,4000,0.805688141
1550,3,56,2000,0.676521971
1550,3,56,2200,0.484855617
1550,3,56,2400,0.227021966
1550,3,56,2600,0.037624395
1550,3,56,2800,0.001784672
1550,3,56,3000,0.079904742
1550,3,56,3200,0.261051103
1550,3,56,3400,0.495435888
1550,3,56,3600,0.743171951
1550,3,56,3800,0.896624235
1550,3,56,4000,0.401197817
1550,3,58,2000,0.668178921
1550,3,58,2200,0.242936148
1550,3,58,2400,0.220905532
1550,3,58,2600,0.033574819
1550,3,58,2800,0.00156135
1550,3,58,3000,0.082059952
1550,3,58,3200,0.256149386
1550,3,58,3400,0.516060038
1550,3,58,3600,0.700446034
1550,3,58,3800,0.895590404
1550,3,58,4000,0.97047852
1550,3,60,2000,0.666328873
1550,3,60,2200,0.330945692
1550,3,60,2400,0.217572569
1550,3,60,2600,0.031492051
1550,3,60,2800,0.001741397
1550,3,60,3000,0.083700939
1550,3,60,3200,0.255657916
1550,3,60,3400,0.521848863
1550,3,60,3600,0.691702872
1550,3,60,3800,0.892816078
1550,3,60,4000,0.964803917
1550,3,62,2000,0.675546652
1550,3,62,2200,0.568912346
1550,3,62,2400,0.216488306
1550,3,62,2600,0.034489593
1550,3,62,2800,0.002287983
1550,3,62,3000,0.083723135
1550,3,62,3200,0.258578257
1550,3,62,3400,0.505124633
1550,3,62,3600,0.71350171
1550,3,62,3800,0.892296911
1550,3,62,4000,0.960160587
1550,3,64,2000,0.688824096
1550,3,64,2200,0.466588303
1550,3,64,2400,0.215564515
1550,3,64,2600,0.037023986
1550,3,64,2800,0.003247599
1550,3,64,3000,0.08413549
1550,3,64,3200,0.264818028
1550,3,64,3400,0.491145095
1550,3,64,3600,0.757266913
1550,3,64,3800,0.888589375
1550,3,64,4000,0.429443304
1550,3,66,2000,0.259323383
1550,3,66,2200,0.457151866
1550,3,66,2400,0.206973979
1550,3,66,2600,0.038616456
1550,3,66,2800,0.004815831
1550,3,66,3000,0.085271249
1550,3,66,3200,0.271426019
1550,3,66,3400,0.484682082
1550,3,66,3600,0.772334331
1550,3,66,3800,0.862477658
1550,3,66,4000,0.773361488
1550,3,68,2000,0.320607724
1550,3,68,2200,0.458912974
1550,3,68,2400,0.173054015
1550,3,68,2600,0.039738562
1550,3,68,2800,0.006899787
1550,3,68,3000,0.086699568
1550,3,68,3200,0.273992536
1550,3,68,3400,0.483717235
1550,3,68,3600,0.761679905
1550,3,68,3800,0.855172216
1550,3,68,4000,0.582404015
1550,3,70,2000,0.43198559
1550,3,70,2200,0.464778697
1550,3,70,2400,0.143794508
1550,3,70,2600,0.040482531
1550,3,70,2800,0.008830299
1550,3,70,3000,0.08803223
1550,3,70,3200,0.273949965
1550,3,70,3400,0.489807199
1550,3,70,3600,0.749970298
1550,3,70,3800,0.803745054
1550,3,70,4000,0.953016693
1550,3.1,50,2000,0.615017467
1550,3.1,50,2200,0.281957816
1550,3.1,50,2400,0.323495574
1550,3.1,50,2600,0.005304144
1550,3.1,50,2800,0.040826733
1550,3.1,50,3000,0.198637704
1550,3.1,50,3200,0.446777908
1550,3.1,50,3400,0.678277611
1550,3.1,50,3600,0.880735669
1550,3.1,50,3800,0.95550052
1550,3.1,50,4000,0.947479773
1550,3.1,52,2000,0.615402037
1550,3.1,52,2200,0.25863148
1550,3.1,52,2400,0.271909413
1550,3.1,52,2600,0.00431531
1550,3.1,52,2800,0.043313876
1550,3.1,52,3000,0.201028788
1550,3.1,52,3200,0.459889066
1550,3.1,52,3400,0.660093285
1550,3.1,52,3600,0.891115131
1550,3.1,52,3800,0.938685795
1550,3.1,52,4000,0.931574451
1550,3.1,54,2000,0.332371907
1550,3.1,54,2200,0.211308829
1550,3.1,54,2400,0.067083223
1550,3.1,54,2600,0.003324857
1550,3.1,54,2800,0.039789053
1550,3.1,54,3000,0.202301338
1550,3.1,54,3200,0.45971154
1550,3.1,54,3400,0.665205741
1550,3.1,54,3600,0.884978519
1550,3.1,54,3800,0.936462159
1550,3.1,54,4000,0.930438109
1550,3.1,56,2000,0.46231079
1550,3.1,56,2200,0.077578711
1550,3.1,56,2400,0.091131067
1550,3.1,56,2600,0.002354339
1550,3.1,56,2800,0.039056096
1550,3.1,56,3000,0.205741175
1550,3.1,56,3200,0.442536118
1550,3.1,56,3400,0.682657707
1550,3.1,56,3600,0.856892448
1550,3.1,56,3800,0.943951043
1550,3.1,56,4000,0.952461249
1550,3.1,58,2000,0.481537655
1550,3.1,58,2200,0.554332314
1550,3.1,58,2400,0.093412574
1550,3.1,58,2600,7.04E-04
1550,3.1,58,2800,0.039391417
1550,3.1,58,3000,0.214611467
1550,3.1,58,3200,0.433334597
1550,3.1,58,3400,0.705724164
1550,3.1,58,3600,0.831493718
1550,3.1,58,3800,0.945187142
1550,3.1,58,4000,0.979147819
1550,3.1,60,2000,0.482736592
1550,3.1,60,2200,0.556265568
1550,3.1,60,2400,0.092671555
1550,3.1,60,2600,2.25E-04
1550,3.1,60,2800,0.040164454
1550,3.1,60,3000,0.220219237
1550,3.1,60,3200,0.432469436
1550,3.1,60,3400,0.711046108
1550,3.1,60,3600,0.825327493
1550,3.1,60,3800,0.942392303
1550,3.1,60,4000,0.983962901
1550,3.1,62,2000,0.473220733
1550,3.1,62,2200,0.290570035
1550,3.1,62,2400,0.090244016
1550,3.1,62,2600,0.001738646
1550,3.1,62,2800,0.041331744
1550,3.1,62,3000,0.213249203
1550,3.1,62,3200,0.437476694
1550,3.1,62,3400,0.69284933
1550,3.1,62,3600,0.837678834
1550,3.1,62,3800,0.937107994
1550,3.1,62,4000,0.964510881
1550,3.1,64,2000,0.443710379
1550,3.1,64,2200,0.121620638
1550,3.1,64,2400,0.083824726
1550,3.1,64,2600,0.00287164
1550,3.1,64,2800,0.042960717
1550,3.1,64,3000,0.208590773
1550,3.1,64,3200,0.447748929
1550,3.1,64,3400,0.674429851
1550,3.1,64,3600,0.863411071
1550,3.1,64,3800,0.925893106
1550,3.1,64,4000,0.928704011
1550,3.1,66,2000,0.329146583
1550,3.1,66,2200,0.20397886
1550,3.1,66,2400,0.059719178
1550,3.1,66,2600,0.003755739
1550,3.1,66,2800,0.045368318
1550,3.1,66,3000,0.207146158
1550,3.1,66,3200,0.458260713
1550,3.1,66,3400,0.663112695
1550,3.1,66,3600,0.883356646
1550,3.1,66,3800,0.909442013
1550,3.1,66,4000,0.900379547
1550,3.1,68,2000,0.425266504
1550,3.1,68,2200,0.234026709
1550,3.1,68,2400,0.239103679
1550,3.1,68,2600,0.004619246
1550,3.1,68,2800,0.048954824
1550,3.1,68,3000,0.206987377
1550,3.1,68,3200,0.459132221
1550,3.1,68,3400,0.657432656
1550,3.1,68,3600,0.886065747
1550,3.1,68,3800,0.896770269
1550,3.1,68,4000,0.883765917
1550,3.1,70,2000,0.610859001
1550,3.1,70,2200,0.246125046
1550,3.1,70,2400,0.205006955
1550,3.1,70,2600,0.005468479
1550,3.1,70,2800,0.051282456
1550,3.1,70,3000,0.206981016
1550,3.1,70,3200,0.452579402
1550,3.1,70,3400,0.656278589
1550,3.1,70,3600,0.876577747
1550,3.1,70,3800,0.89653987
1550,3.1,70,4000,0.872618441
1550,3.2,50,2000,0.440570225
1550,3.2,50,2200,0.126100901
1550,3.2,50,2400,0.041525281
1550,3.2,50,2600,0.005072963
1550,3.2,50,2800,0.110116841
1550,3.2,50,3000,0.36421525
1550,3.2,50,3200,0.628878745
1550,3.2,50,3400,0.811981061
1550,3.2,50,3600,0.953673217
1550,3.2,50,3800,0.947695316
1550,3.2,50,4000,0.90108013
1550,3.2,52,2000,0.416511622
1550,3.2,52,2200,0.199532334
1550,3.2,52,2400,0.037507619
1550,3.2,52,2600,0.006704212
1550,3.2,52,2800,0.115015641
1550,3.2,52,3000,0.359119247
1550,3.2,52,3200,0.649666158
1550,3.2,52,3400,0.794330417
1550,3.2,52,3600,0.966341719
1550,3.2,52,3800,0.932933999
1550,3.2,52,4000,0.852774579
1550,3.2,54,2000,0.37699161
1550,3.2,54,2200,0.209366182
1550,3.2,54,2400,0.035026764
1550,3.2,54,2600,0.007243694
1550,3.2,54,2800,0.114891195
1550,3.2,54,3000,0.364520741
1550,3.2,54,3200,0.64533325
1550,3.2,54,3400,0.810477185
1550,3.2,54,3600,0.948360807
1550,3.2,54,3800,0.933342067
1550,3.2,54,4000,0.879522839
1550,3.2,56,2000,0.25264887
1550,3.2,56,2200,0.207538676
1550,3.2,56,2400,0.033167216
1550,3.2,56,2600,0.007170473
1550,3.2,56,2800,0.070363667
1550,3.2,56,3000,0.404195779
1550,3.2,56,3200,0.617752711
1550,3.2,56,3400,0.841740836
1550,3.2,56,3600,0.90029268
1550,3.2,56,3800,0.939354792
1550,3.2,56,4000,0.949441538
1550,3.2,58,2000,0.430939125
1550,3.2,58,2200,0.204990229
1550,3.2,58,2400,0.030882019
1550,3.2,58,2600,0.007268114
1550,3.2,58,2800,0.128716223
1550,3.2,58,3000,0.1978859
1550,3.2,58,3200,0.60344263
1550,3.2,58,3400,0.870780674
1550,3.2,58,3600,0.866022299
1550,3.2,58,3800,0.929072113
1550,3.2,58,4000,0.951839661
1550,3.2,60,2000,0.627751286
1550,3.2,60,2200,0.202961965
1550,3.2,60,2400,0.029817616
1550,3.2,60,2600,0.007608648
1550,3.2,60,2800,0.128011367
1550,3.2,60,3000,0.245310082
1550,3.2,60,3200,0.601488505
1550,3.2,60,3400,0.873284859
1550,3.2,60,3600,0.85696519
1550,3.2,60,3800,0.91724704
1550,3.2,60,4000,0.952842803
1550,3.2,62,2000,0.099808556
1550,3.2,62,2200,0.20125326
1550,3.2,62,2400,0.031944111
1550,3.2,62,2600,0.00819733
1550,3.2,62,2800,0.135179788
1550,3.2,62,3000,0.360607868
1550,3.2,62,3200,0.607860606
1550,3.2,62,3400,0.854554059
1550,3.2,62,3600,0.869935765
1550,3.2,62,3800,0.920941149
1550,3.2,62,4000,0.961168395
1550,3.2,64,2000,0.267733082
1550,3.2,64,2200,0.199148688
1550,3.2,64,2400,0.032818437
1550,3.2,64,2600,0.0089956
1550,3.2,64,2800,0.109245569
1550,3.2,64,3000,0.395317064
1550,3.2,64,3200,0.621689702
1550,3.2,64,3400,0.829163571
1550,3.2,64,3600,0.906513254
1550,3.2,64,3800,0.914407545
1550,3.2,64,4000,0.940241823
1550,3.2,66,2000,0.338725141
1550,3.2,66,2200,0.195086721
1550,3.2,66,2400,0.033367623
1550,3.2,66,2600,0.009867233
1550,3.2,66,2800,0.120613668
1550,3.2,66,3000,0.370818926
1550,3.2,66,3200,0.635531812
1550,3.2,66,3400,0.809663265
1550,3.2,66,3600,0.94851993
1550,3.2,66,3800,0.898368424
1550,3.2,66,4000,0.863838093
1550,3.2,68,2000,0.36343545
1550,3.2,68,2200,0.185306949
1550,3.2,68,2400,0.033840199
1550,3.2,68,2600,0.010163946
1550,3.2,68,2800,0.123193823
1550,3.2,68,3000,0.363754515
1550,3.2,68,3200,0.634729828
1550,3.2,68,3400,0.797670092
1550,3.2,68,3600,0.967584322
1550,3.2,68,3800,0.881702274
1550,3.2,68,4000,0.815435737
1550,3.2,70,2000,0.372410161
1550,3.2,70,2200,0.161126289
1550,3.2,70,2400,0.034224225
1550,3.2,70,2600,0.007734605
1550,3.2,70,2800,0.124301248
1550,3.2,70,3000,0.360603736
1550,3.2,70,3200,0.624463365
1550,3.2,70,3400,0.792390543
1550,3.2,70,3600,0.963870833
1550,3.2,70,3800,0.86958865
1550,3.2,70,4000,0.8243285
1550,3.3,50,2000,0.325856272
1550,3.3,50,2200,0.137770103
1550,3.3,50,2400,0.006363548
1550,3.3,50,2600,0.018982314
1550,3.3,50,2800,0.227880082
1550,3.3,50,3000,0.427861429
1550,3.3,50,3200,0.146476999
1550,3.3,50,3400,0.906702572
1550,3.3,50,3600,0.95722828
1550,3.3,50,3800,0.927650819
1550,3.3,50,4000,0.656295657
1550,3.3,52,2000,0.375686001
1550,3.3,52,2200,0.128958391
1550,3.3,52,2400,0.005392455
1550,3.3,52,2600,0.303823756
1550,3.3,52,2800,0.235002906
1550,3.3,52,3000,0.768785764
1550,3.3,52,3200,0.087797112
1550,3.3,52,3400,0.894780489
1550,3.3,52,3600,0.953226523
1550,3.3,52,3800,0.928259486
1550,3.3,52,4000,0.729802579
1550,3.3,54,2000,0.373337187
1550,3.3,54,2200,0.123590707
1550,3.3,54,2400,0.002597361
1550,3.3,54,2600,0.059264195
1550,3.3,54,2800,0.239754253
1550,3.3,54,3000,0.374712719
1550,3.3,54,3200,0.409818368
1550,3.3,54,3400,0.920068212
1550,3.3,54,3600,0.948077658
1550,3.3,54,3800,0.930018643
1550,3.3,54,4000,0.702868478
1550,3.3,56,2000,0.368967819
1550,3.3,56,2200,0.119881442
1550,3.3,56,2400,0.003394323
1550,3.3,56,2600,0.054107325
1550,3.3,56,2800,0.247427133
1550,3.3,56,3000,0.438324065
1550,3.3,56,3200,0.765704839
1550,3.3,56,3400,0.95879946
1550,3.3,56,3600,0.917202151
1550,3.3,56,3800,0.932840502
1550,3.3,56,4000,0.281490427
1550,3.3,58,2000,0.365649639
1550,3.3,58,2200,0.120137344
1550,3.3,58,2400,0.00318883
1550,3.3,58,2600,0.053575428
1550,3.3,58,2800,0.269084145
1550,3.3,58,3000,0.44910855
1550,3.3,58,3200,0.754967702
1550,3.3,58,3400,0.894634337
1550,3.3,58,3600,0.899769918
1550,3.3,58,3800,0.154752919
1550,3.3,58,4000,0.827995105
1550,3.3,60,2000,0.363490681
1550,3.3,60,2200,0.11674953
1550,3.3,60,2400,0.003160203
1550,3.3,60,2600,0.054452675
1550,3.3,60,2800,0.286201338
1550,3.3,60,3000,0.448739012
1550,3.3,60,3200,0.750878386
1550,3.3,60,3400,0.82308389
1550,3.3,60,3600,0.892462692
1550,3.3,60,3800,0.842268635
1550,3.3,60,4000,0.851251337
1550,3.3,62,2000,0.362170598
1550,3.3,62,2200,0.119826567
1550,3.3,62,2400,0.003323587
1550,3.3,62,2600,0.056428093
1550,3.3,62,2800,0.261132376
1550,3.3,62,3000,0.440239058
1550,3.3,62,3200,0.756835733
1550,3.3,62,3400,0.939184093
1550,3.3,62,3600,0.892777195
1550,3.3,62,3800,0.939979224
1550,3.3,62,4000,0.621531245
1550,3.3,64,2000,0.361223458
1550,3.3,64,2200,0.117062153
1550,3.3,64,2400,0.003638777
1550,3.3,64,2600,0.060025974
1550,3.3,64,2800,0.249231624
1550,3.3,64,3000,0.416222188
1550,3.3,64,3200,0.743448285
1550,3.3,64,3400,0.951262609
1550,3.3,64,3600,0.905646981
1550,3.3,64,3800,0.925567337
1550,3.3,64,4000,0.480926944
1550,3.3,66,2000,0.359935398
1550,3.3,66,2200,0.116476391
1550,3.3,66,2400,0.004060278
1550,3.3,66,2600,0.067740231
1550,3.3,66,2800,0.244664271
1550,3.3,66,3000,0.334980713
1550,3.3,66,3200,0.430325315
1550,3.3,66,3400,0.927238696
1550,3.3,66,3600,0.934886854
1550,3.3,66,3800,0.915467605
1550,3.3,66,4000,0.691503849
1550,3.3,68,2000,0.356908527
1550,3.3,68,2200,0.116015856
1550,3.3,68,2400,0.004817437
1550,3.3,68,2600,0.099810523
1550,3.3,68,2800,0.242213885
1550,3.3,68,3000,0.190232881
1550,3.3,68,3200,0.198060384
1550,3.3,68,3400,0.909858461
1550,3.3,68,3600,0.959459627
1550,3.3,68,3800,0.904492313
1550,3.3,68,4000,0.713671025
1550,3.3,70,2000,0.348558144
1550,3.3,70,2200,0.115353675
1550,3.3,70,2400,0.005304762
1550,3.3,70,2600,0.008453055
1550,3.3,70,2800,0.240025759
1550,3.3,70,3000,0.507248315
1550,3.3,70,3200,0.20659542
1550,3.3,70,3400,0.901849577
1550,3.3,70,3600,0.962599918
1550,3.3,70,3800,0.890659509
1550,3.3,70,4000,0.689037418
1550,3.4,50,2000,0.311793965
1550,3.4,50,2200,0.060776472
1550,3.4,50,2400,0.005899609
1550,3.4,50,2600,0.107845913
1550,3.4,50,2800,0.368192724
1550,3.4,50,3000,0.625644492
1550,3.4,50,3200,0.739822366
1550,3.4,50,3400,0.967958296
1550,3.4,50,3600,0.856623059
1550,3.4,50,3800,0.86200604
1550,3.4,50,4000,0.58843161
1550,3.4,52,2000,0.298020977
1550,3.4,52,2200,0.053049568
1550,3.4,52,2400,0.029120729
1550,3.4,52,2600,0.113019727
1550,3.4,52,2800,0.391006985
1550,3.4,52,3000,0.612403195
1550,3.4,52,3200,0.723937217
1550,3.4,52,3400,0.964559414
1550,3.4,52,3600,0.823818144
1550,3.4,52,3800,0.861710175
1550,3.4,52,4000,0.601192897
1550,3.4,54,2000,0.290021132
1550,3.4,54,2200,0.056634051
1550,3.4,54,2400,0.010058717
1550,3.4,54,2600,0.113966689
1550,3.4,54,2800,0.449104012
1550,3.4,54,3000,0.60153874
1550,3.4,54,3200,0.671680295
1550,3.4,54,3400,0.980599025
1550,3.4,54,3600,0.928072145
1550,3.4,54,3800,0.873572563
1550,3.4,54,4000,0.598445631
1550,3.4,56,2000,0.286462672
1550,3.4,56,2200,0.055164727
1550,3.4,56,2400,0.007529863
