lambda,n,angle,h,TE
1700,3.2,70,3800,0.005460336
1700,3.2,70,4000,0.079643874
1700,3.3,50,2000,0.216072982
1700,3.3,50,2200,0.516436419
1700,3.3,50,2400,0.789039881
1700,3.3,50,2600,0.90052299
1700,3.3,50,2800,0.794390111
1700,3.3,50,3000,0.587337009
1700,3.3,50,3200,0.187132459
1700,3.3,50,3400,0.030102627
1700,3.3,50,3600,0.028626189
1700,3.3,50,3800,0.235491438
1700,3.3,50,4000,0.538032838
1700,3.3,52,2000,0.20625714
1700,3.3,52,2200,0.516740319
1700,3.3,52,2400,0.793217531
1700,3.3,52,2600,0.918038558
1700,3.3,52,2800,0.830569146
1700,3.3,52,3000,0.551396563
1700,3.3,52,3200,0.280535587
1700,3.3,52,3400,0.051281597
1700,3.3,52,3600,0.028444612
1700,3.3,52,3800,0.217377468
1700,3.3,52,4000,0.527332429
1700,3.3,54,2000,0.198464954
1700,3.3,54,2200,0.545937476
1700,3.3,54,2400,0.78515559
1700,3.3,54,2600,0.92736634
1700,3.3,54,2800,0.862469024
1700,3.3,54,3000,0.597716281
1700,3.3,54,3200,0.304107161
1700,3.3,54,3400,0.063753459
1700,3.3,54,3600,0.028940319
1700,3.3,54,3800,0.197641445
1700,3.3,54,4000,0.488817564
1700,3.3,56,2000,0.191047927
1700,3.3,56,2200,0.202023899
1700,3.3,56,2400,0.772329156
1700,3.3,56,2600,0.816251623
1700,3.3,56,2800,0.870990953
1700,3.3,56,3000,0.626672797
1700,3.3,56,3200,0.338228543
1700,3.3,56,3400,0.09838238
1700,3.3,56,3600,0.034429467
1700,3.3,56,3800,0.16608995
1700,3.3,56,4000,0.463430801
1700,3.3,58,2000,0.184110667
1700,3.3,58,2200,0.490416252
1700,3.3,58,2400,0.754919363
1700,3.3,58,2600,0.901650775
1700,3.3,58,2800,0.881727197
1700,3.3,58,3000,0.714837422
1700,3.3,58,3200,0.376451011
1700,3.3,58,3400,0.131239394
1700,3.3,58,3600,0.042701736
1700,3.3,58,3800,0.182240692
1700,3.3,58,4000,0.432006408
1700,3.3,60,2000,0.178134197
1700,3.3,60,2200,0.449528667
1700,3.3,60,2400,0.734030366
1700,3.3,60,2600,0.885367522
1700,3.3,60,2800,0.8845379
1700,3.3,60,3000,0.700030055
1700,3.3,60,3200,0.4069721
1700,3.3,60,3400,0.156758142
1700,3.3,60,3600,0.070810427
1700,3.3,60,3800,0.129561119
1700,3.3,60,4000,0.395866198
1700,3.3,62,2000,0.173709851
1700,3.3,62,2200,0.427561203
1700,3.3,62,2400,0.710741592
1700,3.3,62,2600,0.889045536
1700,3.3,62,2800,0.88108909
1700,3.3,62,3000,0.72127254
1700,3.3,62,3200,0.434222138
1700,3.3,62,3400,0.187120422
1700,3.3,62,3600,0.071532662
1700,3.3,62,3800,0.138050204
1700,3.3,62,4000,0.351407539
1700,3.3,64,2000,0.099797441
1700,3.3,64,2200,0.310289715
1700,3.3,64,2400,0.588748055
1700,3.3,64,2600,0.799532147
1700,3.3,64,2800,0.854120439
1700,3.3,64,3000,0.709723365
1700,3.3,64,3200,0.479182004
1700,3.3,64,3400,0.223905082
1700,3.3,64,3600,0.043176965
1700,3.3,64,3800,0.052847933
1700,3.3,64,4000,0.350292126
1700,3.3,66,2000,0.075813401
1700,3.3,66,2200,0.264793791
1700,3.3,66,2400,0.53996716
1700,3.3,66,2600,0.759003879
1700,3.3,66,2800,0.836313791
1700,3.3,66,3000,0.726133965
1700,3.3,66,3200,0.487309286
1700,3.3,66,3400,0.216688102
1700,3.3,66,3600,0.037036315
1700,3.3,66,3800,0.026816123
1700,3.3,66,4000,0.133633716
1700,3.3,68,2000,0.064509705
1700,3.3,68,2200,0.238680028
1700,3.3,68,2400,0.513179183
1700,3.3,68,2600,0.729776366
1700,3.3,68,2800,0.799447495
1700,3.3,68,3000,0.72223782
1700,3.3,68,3200,0.510699708
1700,3.3,68,3400,0.22816677
1700,3.3,68,3600,0.04739557
1700,3.3,68,3800,0.028351785
1700,3.3,68,4000,0.173684054
1700,3.3,70,2000,0.056781926
1700,3.3,70,2200,0.219746565
1700,3.3,70,2400,0.461661604
1700,3.3,70,2600,0.702839045
1700,3.3,70,2800,0.789735124
1700,3.3,70,3000,0.711018633
1700,3.3,70,3200,0.500333719
1700,3.3,70,3400,0.23045974
1700,3.3,70,3600,0.045072143
1700,3.3,70,3800,0.019108051
1700,3.3,70,4000,0.163384746
1700,3.4,50,2000,0.283359064
1700,3.4,50,2200,0.556636574
1700,3.4,50,2400,0.824484841
1700,3.4,50,2600,0.795831171
1700,3.4,50,2800,0.745203898
1700,3.4,50,3000,0.47566495
1700,3.4,50,3200,0.093808622
1700,3.4,50,3400,0.008892509
1700,3.4,50,3600,0.085327517
1700,3.4,50,3800,0.340148522
1700,3.4,50,4000,0.649195241
1700,3.4,52,2000,0.290580902
1700,3.4,52,2200,0.557735406
1700,3.4,52,2400,0.826091962
1700,3.4,52,2600,0.895853801
1700,3.4,52,2800,0.77949095
1700,3.4,52,3000,0.417853547
1700,3.4,52,3200,0.19560665
1700,3.4,52,3400,0.026143041
1700,3.4,52,3600,0.075944525
1700,3.4,52,3800,0.317060967
1700,3.4,52,4000,0.650961949
1700,3.4,54,2000,0.109049978
1700,3.4,54,2200,0.550603105
1700,3.4,54,2400,0.805900765
1700,3.4,54,2600,0.923351458
1700,3.4,54,2800,0.808597382
1700,3.4,54,3000,0.480591427
1700,3.4,54,3200,0.220911292
1700,3.4,54,3400,0.031195784
1700,3.4,54,3600,0.074815506
1700,3.4,54,3800,0.257614514
1700,3.4,54,4000,0.632655847
1700,3.4,56,2000,0.204374158
1700,3.4,56,2200,0.538614843
1700,3.4,56,2400,0.822735255
1700,3.4,56,2600,0.925227493
1700,3.4,56,2800,0.906277627
1700,3.4,56,3000,0.610720088
1700,3.4,56,3200,0.250586995
1700,3.4,56,3400,0.054282647
1700,3.4,56,3600,0.153520094
1700,3.4,56,3800,0.279130099
1700,3.4,56,4000,0.606717622
1700,3.4,58,2000,0.214390702
1700,3.4,58,2200,0.523423368
1700,3.4,58,2400,0.803936976
1700,3.4,58,2600,0.919995429
1700,3.4,58,2800,0.825522215
1700,3.4,58,3000,0.583025304
1700,3.4,58,3200,0.290499762
1700,3.4,58,3400,0.077789833
1700,3.4,58,3600,0.119379084
1700,3.4,58,3800,0.255992913
1700,3.4,58,4000,0.580749079
1700,3.4,60,2000,0.210248542
1700,3.4,60,2200,0.506084727
1700,3.4,60,2400,0.720795687
1700,3.4,60,2600,0.908906969
1700,3.4,60,2800,0.834485549
1700,3.4,60,3000,0.603753959
1700,3.4,60,3200,0.317152021
1700,3.4,60,3400,0.100078348
1700,3.4,60,3600,0.084546116
1700,3.4,60,3800,0.234420583
1700,3.4,60,4000,0.552524189
1700,3.4,62,2000,0.202803391
1700,3.4,62,2200,0.487291285
1700,3.4,62,2400,0.752661465
1700,3.4,62,2600,0.892472314
1700,3.4,62,2800,0.834556386
1700,3.4,62,3000,0.625928219
1700,3.4,62,3200,0.343093213
1700,3.4,62,3400,0.100757153
1700,3.4,62,3600,0.082808874
1700,3.4,62,3800,0.214647318
1700,3.4,62,4000,0.503734688
1700,3.4,64,2000,0.122421633
1700,3.4,64,2200,0.364473231
1700,3.4,64,2400,0.641487249
1700,3.4,64,2600,0.812388595
1700,3.4,64,2800,0.813597729
1700,3.4,64,3000,0.697367775
1700,3.4,64,3200,0.383320906
1700,3.4,64,3400,0.120586945
1700,3.4,64,3600,0.028761443
1700,3.4,64,3800,0.108065236
1700,3.4,64,4000,0.352741928
1700,3.4,66,2000,0.092731683
1700,3.4,66,2200,0.282327639
1700,3.4,66,2400,0.592662694
1700,3.4,66,2600,0.810220906
1700,3.4,66,2800,0.811184207
1700,3.4,66,3000,0.632659461
1700,3.4,66,3200,0.391654614
1700,3.4,66,3400,0.135636376
1700,3.4,66,3600,0.017644448
1700,3.4,66,3800,0.078710513
1700,3.4,66,4000,0.304972997
1700,3.4,68,2000,0.076867167
1700,3.4,68,2200,0.307321653
1700,3.4,68,2400,0.560125161
1700,3.4,68,2600,0.770962413
1700,3.4,68,2800,0.795750258
1700,3.4,68,3000,0.643574854
1700,3.4,68,3200,0.417959915
1700,3.4,68,3400,0.142471212
1700,3.4,68,3600,0.014439587
1700,3.4,68,3800,0.065543469
1700,3.4,68,4000,0.280145951
1700,3.4,70,2000,0.066282544
1700,3.4,70,2200,0.281371415
1700,3.4,70,2400,0.532534403
1700,3.4,70,2600,0.743205351
1700,3.4,70,2800,0.77609206
1700,3.4,70,3000,0.637436068
1700,3.4,70,3200,0.40728087
1700,3.4,70,3400,0.145011063
1700,3.4,70,3600,0.013165603
1700,3.4,70,3800,0.057438691
1700,3.4,70,4000,0.263629264
1700,3.5,50,2000,0.294260775
1700,3.5,50,2200,0.623712544
1700,3.5,50,2400,0.842491093
1700,3.5,50,2600,0.834980296
1700,3.5,50,2800,0.677707326
1700,3.5,50,3000,0.379149492
1700,3.5,50,3200,0.112210401
1700,3.5,50,3400,0.008768571
1700,3.5,50,3600,0.145739792
1700,3.5,50,3800,0.446491329
1700,3.5,50,4000,0.752093735
1700,3.5,52,2000,0.293469567
1700,3.5,52,2200,0.615282721
1700,3.5,52,2400,0.821467692
1700,3.5,52,2600,0.904984065
1700,3.5,52,2800,0.711113673
1700,3.5,52,3000,0.426449605
1700,3.5,52,3200,0.123422713
1700,3.5,52,3400,0.020299581
1700,3.5,52,3600,0.135855904
1700,3.5,52,3800,0.126983108
1700,3.5,52,4000,0.749897946
1700,3.5,54,2000,0.28757872
1700,3.5,54,2200,0.607339798
1700,3.5,54,2400,0.871161271
1700,3.5,54,2600,0.915406742
1700,3.5,54,2800,0.738182583
1700,3.5,54,3000,0.449660274
1700,3.5,54,3200,0.148305934
1700,3.5,54,3400,0.021824127
1700,3.5,54,3600,0.129961164
1700,3.5,54,3800,0.412391647
1700,3.5,54,4000,0.73459606
1700,3.5,56,2000,0.278299364
1700,3.5,56,2200,0.595033636
1700,3.5,56,2400,0.852477739
1700,3.5,56,2600,0.918319456
1700,3.5,56,2800,0.75897454
1700,3.5,56,3000,0.468257967
1700,3.5,56,3200,0.174707067
1700,3.5,56,3400,0.038102286
1700,3.5,56,3600,0.136062571
1700,3.5,56,3800,0.388515797
1700,3.5,56,4000,0.708612511
1700,3.5,58,2000,0.265978387
1700,3.5,58,2200,0.579975291
1700,3.5,58,2400,0.831973128
1700,3.5,58,2600,0.915214724
1700,3.5,58,2800,0.771613244
1700,3.5,58,3000,0.493998411
1700,3.5,58,3200,0.197426021
1700,3.5,58,3400,0.05500295
1700,3.5,58,3600,0.150254362
1700,3.5,58,3800,0.362646055
1700,3.5,58,4000,0.675269667
1700,3.5,60,2000,0.24914126
1700,3.5,60,2200,0.563550262
1700,3.5,60,2400,0.642319901
1700,3.5,60,2600,0.90688091
1700,3.5,60,2800,0.774356998
1700,3.5,60,3000,0.519454323
1700,3.5,60,3200,0.159398668
1700,3.5,60,3400,0.071304259
1700,3.5,60,3600,0.1267345
1700,3.5,60,3800,0.336511929
1700,3.5,60,4000,0.651298846
1700,3.5,62,2000,0.217272963
1700,3.5,62,2200,0.229063417
1700,3.5,62,2400,0.808737545
1700,3.5,62,2600,0.894018736
1700,3.5,62,2800,0.774880675
1700,3.5,62,3000,0.542968973
1700,3.5,62,3200,0.270122046
1700,3.5,62,3400,0.083145132
1700,3.5,62,3600,0.111464789
1700,3.5,62,3800,0.311320142
1700,3.5,62,4000,0.565611435
1700,3.5,64,2000,0.399357272
1700,3.5,64,2200,0.406655329
1700,3.5,64,2400,0.694551657
1700,3.5,64,2600,0.837444667
1700,3.5,64,2800,0.779877789
1700,3.5,64,3000,0.591043522
1700,3.5,64,3200,0.275282717
1700,3.5,64,3400,0.067888377
1700,3.5,64,3600,0.036071471
1700,3.5,64,3800,0.183685687
1700,3.5,64,4000,0.453625418
1700,3.5,66,2000,0.155764189
1700,3.5,66,2200,0.363397485
1700,3.5,66,2400,0.645026104
1700,3.5,66,2600,0.805205871
1700,3.5,66,2800,0.772985736
1700,3.5,66,3000,0.613496106
1700,3.5,66,3200,0.331372456
1700,3.5,66,3400,0.067858961
1700,3.5,66,3600,0.017046438
1700,3.5,66,3800,0.146123609
1700,3.5,66,4000,0.409313111
1700,3.5,68,2000,0.125841597
1700,3.5,68,2200,0.33552523
1700,3.5,68,2400,0.611677646
1700,3.5,68,2600,0.775149191
1700,3.5,68,2800,0.760694794
1700,3.5,68,3000,0.635818936
1700,3.5,68,3200,0.320822706
1700,3.5,68,3400,0.070619203
1700,3.5,68,3600,0.009518028
1700,3.5,68,3800,0.129023759
1700,3.5,68,4000,0.384207767
1700,3.5,70,2000,0.109723873
1700,3.5,70,2200,0.313080404
1700,3.5,70,2400,0.582970659
1700,3.5,70,2600,0.738513918
1700,3.5,70,2800,0.743438495
1700,3.5,70,3000,0.649801306
1700,3.5,70,3200,0.317988748
1700,3.5,70,3400,0.072575806
1700,3.5,70,3600,0.0056932
1700,3.5,70,3800,0.118516097
1700,3.5,70,4000,0.365787675
1700,3.6,50,2000,0.418990379
1700,3.6,50,2200,0.705420518
1700,3.6,50,2400,0.888800174
1700,3.6,50,2600,0.853742193
1700,3.6,50,2800,0.599562769
1700,3.6,50,3000,0.301816463
1700,3.6,50,3200,0.052278493
1700,3.6,50,3400,0.025614467
1700,3.6,50,3600,0.223040376
1700,3.6,50,3800,0.545750988
1700,3.6,50,4000,0.822058066
1700,3.6,52,2000,0.392761817
1700,3.6,52,2200,0.603309216
1700,3.6,52,2400,0.889554052
1700,3.6,52,2600,0.868777114
1700,3.6,52,2800,0.637020526
1700,3.6,52,3000,0.328114476
1700,3.6,52,3200,0.070655039
1700,3.6,52,3400,0.028020911
1700,3.6,52,3600,0.212685183
1700,3.6,52,3800,0.484834999
1700,3.6,52,4000,0.827008303
1700,3.6,54,2000,0.385168984
1700,3.6,54,2200,0.640914858
1700,3.6,54,2400,0.885935593
1700,3.6,54,2600,0.868598123
1700,3.6,54,2800,0.66481996
1700,3.6,54,3000,0.348758247
1700,3.6,54,3200,0.092209921
1700,3.6,54,3400,0.037061774
1700,3.6,54,3600,0.203453
1700,3.6,54,3800,0.520143321
1700,3.6,54,4000,0.816774988
1700,3.6,56,2000,0.387528722
1700,3.6,56,2200,0.634570593
1700,3.6,56,2400,0.877221988
1700,3.6,56,2600,0.515823165
1700,3.6,56,2800,0.680444412
1700,3.6,56,3000,0.377284864
1700,3.6,56,3200,0.11534969
1700,3.6,56,3400,0.043601762
1700,3.6,56,3600,0.204782542
1700,3.6,56,3800,0.493837571
1700,3.6,56,4000,0.78798524
1700,3.6,58,2000,0.436472831
1700,3.6,58,2200,0.627560827
1700,3.6,58,2400,0.863674998
1700,3.6,58,2600,0.895211928
1700,3.6,58,2800,0.644683672
1700,3.6,58,3000,0.407513862
1700,3.6,58,3200,0.138635403
1700,3.6,58,3400,0.053542401
1700,3.6,58,3600,0.335516118
1700,3.6,58,3800,0.464854599
1700,3.6,58,4000,0.782343739
1700,3.6,60,2000,0.154223755
1700,3.6,60,2200,0.607966235
1700,3.6,60,2400,0.845790883
1700,3.6,60,2600,0.328356179
1700,3.6,60,2800,0.620121221
1700,3.6,60,3000,0.434945366
1700,3.6,60,3200,0.160888367
1700,3.6,60,3400,0.064190726
1700,3.6,60,3600,0.189942691
1700,3.6,60,3800,0.434751109
1700,3.6,60,4000,0.743089491
1700,3.6,62,2000,0.253899154
1700,3.6,62,2200,0.588831525
1700,3.6,62,2400,0.823894052
1700,3.6,62,2600,0.834367822
1700,3.6,62,2800,0.665920097
1700,3.6,62,3000,0.458689869
1700,3.6,62,3200,0.181395764
1700,3.6,62,3400,0.073539904
1700,3.6,62,3600,0.15708287
1700,3.6,62,3800,0.404880641
1700,3.6,62,4000,0.708461155
1700,3.6,64,2000,0.181130914
1700,3.6,64,2200,0.470679575
1700,3.6,64,2400,0.723137802
1700,3.6,64,2600,0.817226658
1700,3.6,64,2800,0.707137779
1700,3.6,64,3000,0.506879364
1700,3.6,64,3200,0.217722999
1700,3.6,64,3400,0.022715256
1700,3.6,64,3600,0.063952097
1700,3.6,64,3800,0.267038609
1700,3.6,64,4000,0.591519011
1700,3.6,66,2000,0.150280106
1700,3.6,66,2200,0.420307407
1700,3.6,66,2400,0.673470308
1700,3.6,66,2600,0.79722936
1700,3.6,66,2800,0.712623325
1700,3.6,66,3000,0.522620138
1700,3.6,66,3200,0.230817395
1700,3.6,66,3400,0.194878707
1700,3.6,66,3600,0.037693085
1700,3.6,66,3800,0.222844273
1700,3.6,66,4000,0.500209876
1700,3.6,68,2000,0.131904201
1700,3.6,68,2200,0.388535143
1700,3.6,68,2400,0.630965088
1700,3.6,68,2600,0.775700506
1700,3.6,68,2800,0.706359496
1700,3.6,68,3000,0.52657022
1700,3.6,68,3200,0.235509282
1700,3.6,68,3400,0.095520334
1700,3.6,68,3600,0.026114231
1700,3.6,68,3800,0.197040271
1700,3.6,68,4000,0.481975744
1700,3.6,70,2000,0.118213887
1700,3.6,70,2200,0.363156998
1700,3.6,70,2400,0.585083759
1700,3.6,70,2600,0.750992954
1700,3.6,70,2800,0.692728551
1700,3.6,70,3000,0.521809495
1700,3.6,70,3200,0.236037863
1700,3.6,70,3400,0.083746408
1700,3.6,70,3600,0.019655176
1700,3.6,70,3800,0.194952615
1700,3.6,70,4000,0.462555796
1700,3.7,50,2000,0.362111186
1700,3.7,50,2200,0.704234856
1700,3.7,50,2400,0.878016806
1700,3.7,50,2600,0.809094954
1700,3.7,50,2800,0.522319188
1700,3.7,50,3000,0.274950437
1700,3.7,50,3200,0.023671426
1700,3.7,50,3400,0.058072361
1700,3.7,50,3600,0.307766976
1700,3.7,50,3800,0.623651103
1700,3.7,50,4000,0.875290428
1700,3.7,52,2000,0.36846185
1700,3.7,52,2200,0.702392712
1700,3.7,52,2400,0.864201495
1700,3.7,52,2600,0.826032942
1700,3.7,52,2800,0.544720567
1700,3.7,52,3000,0.275639643
1700,3.7,52,3200,0.039333161
1700,3.7,52,3400,0.055505083
1700,3.7,52,3600,0.296664634
1700,3.7,52,3800,0.494518536
1700,3.7,52,4000,0.886239418
1700,3.7,54,2000,0.3634496
1700,3.7,54,2200,0.695788996
1700,3.7,54,2400,0.30611836
1700,3.7,54,2600,0.835973796
1700,3.7,54,2800,0.579314753
1700,3.7,54,3000,0.304217653
1700,3.7,54,3200,0.057270506
1700,3.7,54,3400,0.022647017
1700,3.7,54,3600,0.284800296
1700,3.7,54,3800,0.614768759
1700,3.7,54,4000,0.877871536
1700,3.7,56,2000,0.349121867
1700,3.7,56,2200,0.684955377
1700,3.7,56,2400,0.786513253
1700,3.7,56,2600,0.840568126
1700,3.7,56,2800,0.612155196
1700,3.7,56,3000,0.340373679
1700,3.7,56,3200,0.07669279
1700,3.7,56,3400,0.067701333
1700,3.7,56,3600,0.294541894
1700,3.7,56,3800,0.5902321
1700,3.7,56,4000,0.879503187
1700,3.7,58,2000,0.31025547
1700,3.7,58,2200,0.670596045
1700,3.7,58,2400,0.73121647
1700,3.7,58,2600,0.844659467
1700,3.7,58,2800,0.6384823
1700,3.7,58,3000,0.113316414
1700,3.7,58,3200,0.096456039
1700,3.7,58,3400,0.071132302
1700,3.7,58,3600,0.231219792
1700,3.7,58,3800,0.561030134
1700,3.7,58,4000,0.846733257
1700,3.7,60,2000,0.467641964
1700,3.7,60,2200,0.653332348
1700,3.7,60,2400,0.482459985
1700,3.7,60,2600,0.847914793
1700,3.7,60,2800,0.659639614
1700,3.7,60,3000,0.33177583
1700,3.7,60,3200,0.115424928
1700,3.7,60,3400,0.079959014
1700,3.7,60,3600,0.202756262
1700,3.7,60,3800,0.529411077
1700,3.7,60,4000,0.815308492
1700,3.7,62,2000,0.36520969
1700,3.7,62,2200,0.633628589
1700,3.7,62,2400,0.8252196
1700,3.7,62,2600,0.844896016
1700,3.7,62,2800,0.676973389
1700,3.7,62,3000,0.371228273
1700,3.7,62,3200,0.132553677
1700,3.7,62,3400,0.219296175
1700,3.7,62,3600,0.213189883
1700,3.7,62,3800,0.496610044
1700,3.7,62,4000,0.78184812
1700,3.7,64,2000,0.25348362
1700,3.7,64,2200,0.511820075
1700,3.7,64,2400,0.753231394
1700,3.7,64,2600,0.818730993
1700,3.7,64,2800,0.706669916
1700,3.7,64,3000,0.420282101
1700,3.7,64,3200,0.151937197
1700,3.7,64,3400,0.03621611
1700,3.7,64,3600,0.107451157
1700,3.7,64,3800,0.351693258
1700,3.7,64,4000,0.66092403
1700,3.7,66,2000,0.210312018
1700,3.7,66,2200,0.456021819
1700,3.7,66,2400,0.712936163
1700,3.7,66,2600,0.79786947
1700,3.7,66,2800,0.712496456
1700,3.7,66,3000,0.437995576
1700,3.7,66,3200,0.16024365
1700,3.7,66,3400,0.026421348
1700,3.7,66,3600,0.075224566
1700,3.7,66,3800,0.296343266
1700,3.7,66,4000,0.631477789
1700,3.7,68,2000,0.185798048
1700,3.7,68,2200,0.416623228
1700,3.7,68,2400,0.682033621
1700,3.7,68,2600,0.77631208
1700,3.7,68,2800,0.708655175
1700,3.7,68,3000,0.443415383
1700,3.7,68,3200,0.163541375
1700,3.7,68,3400,0.022817387
1700,3.7,68,3600,0.059997009
1700,3.7,68,3800,0.308674275
1700,3.7,68,4000,0.560077239
1700,3.7,70,2000,0.168349619
1700,3.7,70,2200,0.385379129
1700,3.7,70,2400,0.652984446
1700,3.7,70,2600,0.751691589
1700,3.7,70,2800,0.696272417
1700,3.7,70,3000,0.440689257
1700,3.7,70,3200,0.164300536
1700,3.7,70,3400,0.0211656
1700,3.7,70,3600,0.050862106
1700,3.7,70,3800,0.274757119
1700,3.7,70,4000,0.548648849
1700,3.8,50,2000,0.468107088
1700,3.8,50,2200,0.753773261
1700,3.8,50,2400,0.863931294
1700,3.8,50,2600,0.760722572
1700,3.8,50,2800,0.707043662
1700,3.8,50,3000,0.176792681
1700,3.8,50,3200,0.034428705
1700,3.8,50,3400,0.10656053
1700,3.8,50,3600,0.388408301
1700,3.8,50,3800,0.700249847
1700,3.8,50,4000,0.891790704
1700,3.8,52,2000,0.459746708
1700,3.8,52,2200,0.755385422
1700,3.8,52,2400,0.865374335
1700,3.8,52,2600,0.79294656
1700,3.8,52,2800,0.718506183
1700,3.8,52,3000,0.200062699
1700,3.8,52,3200,0.021471179
1700,3.8,52,3400,0.101426072
1700,3.8,52,3600,0.378063537
1700,3.8,52,3800,0.685337329
1700,3.8,52,4000,0.782553575
1700,3.8,54,2000,0.451237513
1700,3.8,54,2200,0.749711397
1700,3.8,54,2400,0.846197718
1700,3.8,54,2600,0.810809123
1700,3.8,54,2800,0.814409648
1700,3.8,54,3000,0.224764517
1700,3.8,54,3200,0.035314336
1700,3.8,54,3400,0.093440628
1700,3.8,54,3600,0.367741932
1700,3.8,54,3800,0.700154836
1700,3.8,54,4000,0.925940255
1700,3.8,56,2000,0.443105883
1700,3.8,56,2200,0.736619039
1700,3.8,56,2400,0.829083183
1700,3.8,56,2600,0.818972031
1700,3.8,56,2800,0.30466342
1700,3.8,56,3000,0.249343318
1700,3.8,56,3200,0.050024966
1700,3.8,56,3400,0.133878892
1700,3.8,56,3600,0.278216074
1700,3.8,56,3800,0.678266993
1700,3.8,56,4000,0.91567201
1700,3.8,58,2000,0.437910341
1700,3.8,58,2200,0.719538625
1700,3.8,58,2400,0.9024403
1700,3.8,58,2600,0.820645404
1700,3.8,58,2800,0.49717164
1700,3.8,58,3000,0.272673588
1700,3.8,58,3200,0.064778067
1700,3.8,58,3400,0.121178794
1700,3.8,58,3600,0.312987917
1700,3.8,58,3800,0.64911037
1700,3.8,58,4000,0.895762205
1700,3.8,60,2000,0.445673156
1700,3.8,60,2200,0.700422804
1700,3.8,60,2400,0.887067117
1700,3.8,60,2600,0.817084473
1700,3.8,60,2800,0.554884244
1700,3.8,60,3000,0.293913644
1700,3.8,60,3200,0.078172373
1700,3.8,60,3400,0.014777161
1700,3.8,60,3600,0.297510038
1700,3.8,60,3800,0.616007496
1700,3.8,60,4000,0.870237496
1700,3.8,62,2000,0.526914125
1700,3.8,62,2200,0.679697154
1700,3.8,62,2400,0.867095297
1700,3.8,62,2600,0.808936091
1700,3.8,62,2800,0.584601654
1700,3.8,62,3000,0.312485673
1700,3.8,62,3200,0.087810087
1700,3.8,62,3400,0.080991768
1700,3.8,62,3600,0.278834227
1700,3.8,62,3800,0.579946555
1700,3.8,62,4000,0.841185062
1700,3.8,64,2000,0.188753426
1700,3.8,64,2200,0.558732678
1700,3.8,64,2400,0.790190389
1700,3.8,64,2600,0.7878422
1700,3.8,64,2800,0.628688056
1700,3.8,64,3000,0.359060889
1700,3.8,64,3200,0.087099961
1700,3.8,64,3400,0.031587851
1700,3.8,64,3600,0.16167577
1700,3.8,64,3800,0.432038655
1700,3.8,64,4000,0.730433143
1700,3.8,66,2000,0.19175445
1700,3.8,66,2200,0.506577386
1700,3.8,66,2400,0.750807557
1700,3.8,66,2600,0.767891182
1700,3.8,66,2800,0.638562245
1700,3.8,66,3000,0.372257174
1700,3.8,66,3200,0.056411628
1700,3.8,66,3400,0.01681435
1700,3.8,66,3600,0.123896167
1700,3.8,66,3800,0.357916746
1700,3.8,66,4000,0.686171186
1700,3.8,68,2000,0.178857848
1700,3.8,68,2200,0.472488591
1700,3.8,68,2400,0.720800948
1700,3.8,68,2600,0.747619823
1700,3.8,68,2800,0.636104398
1700,3.8,68,3000,0.373243015
1700,3.8,68,3200,0.246636201
1700,3.8,68,3400,0.010671883
1700,3.8,68,3600,0.105168553
1700,3.8,68,3800,0.411807695
1700,3.8,68,4000,0.654430454
1700,3.8,70,2000,0.164925395
1700,3.8,70,2200,0.444167963
1700,3.8,70,2400,0.692616389
1700,3.8,70,2600,0.725854533
1700,3.8,70,2800,0.625491919
1700,3.8,70,3000,0.368183138
1700,3.8,70,3200,0.170387754
