lambda (nm),n,alpha (deg),f,TM
1600,1.3,30,0.36,0.282889426
1600,1.3,30,0.38,0.329516477
1600,1.3,30,0.4,0.373940775
1600,1.3,30,0.42,0.414729134
1600,1.3,30,0.44,0.451038021
1600,1.3,30,0.46,0.482421411
1600,1.3,30,0.48,0.508918625
1600,1.3,30,0.5,0.530692167
1600,1.3,32,0.3,0.164013298
1600,1.3,32,0.32,0.209746321
1600,1.3,32,0.34,0.258933987
1600,1.3,32,0.36,0.309490445
1600,1.3,32,0.38,0.359322713
1600,1.3,32,0.4,0.406533299
1600,1.3,32,0.42,0.449640515
1600,1.3,32,0.44,0.487809553
1600,1.3,32,0.46,0.520629484
1600,1.3,32,0.48,0.548196074
1600,1.3,32,0.5,0.570718917
1600,1.3,34,0.3,0.175661932
1600,1.3,34,0.32,0.224205145
1600,1.3,34,0.34,0.276240208
1600,1.3,34,0.36,0.329530878
1600,1.3,34,0.38,0.381867879
1600,1.3,34,0.4,0.431269229
1600,1.3,34,0.42,0.476204979
1600,1.3,34,0.44,0.515837521
1600,1.3,34,0.46,0.549774002
1600,1.3,34,0.48,0.578148256
1600,1.3,34,0.5,0.601208845
1600,1.3,36,0.3,0.182972765
1600,1.3,36,0.32,0.233406709
1600,1.3,36,0.34,0.287394352
1600,1.3,36,0.36,0.342594673
1600,1.3,36,0.38,0.39671363
1600,1.3,36,0.4,0.447697349
1600,1.3,36,0.42,0.493968797
1600,1.3,36,0.44,0.534676905
1600,1.3,36,0.46,0.569430136
1600,1.3,36,0.48,0.598383605
1600,1.3,36,0.5,0.621812843
1600,1.3,38,0.3,0.185903488
1600,1.3,38,0.32,0.237297928
1600,1.3,38,0.34,0.292334491
1600,1.3,38,0.36,0.34861531
1600,1.3,38,0.38,0.403794649
1600,1.3,38,0.4,0.455761211
1600,1.3,38,0.42,0.502892616
1600,1.3,38,0.44,0.544313703
1600,1.3,38,0.46,0.57961693
1600,1.3,38,0.48,0.608963052
1600,1.3,38,0.5,0.632637636
1600,1.3,40,0.3,0.18465944
1600,1.3,40,0.32,0.236109966
1600,1.3,40,0.34,0.291313885
1600,1.3,40,0.36,0.347865177
1600,1.3,40,0.38,0.403400292
1600,1.3,40,0.4,0.45576745
1600,1.3,40,0.42,0.503301701
1600,1.3,40,0.44,0.545094199
1600,1.3,40,0.46,0.580704805
1600,1.3,40,0.48,0.610285452
1600,1.3,40,0.5,0.634112369
1600,1.3,42,0.3,0.179659202
1600,1.3,42,0.32,0.230322224
1600,1.3,42,0.34,0.284862915
1600,1.3,42,0.36,0.340914128
1600,1.3,42,0.38,0.396127961
1600,1.3,42,0.4,0.448332029
1600,1.3,42,0.42,0.495823613
1600,1.3,42,0.44,0.537653419
1600,1.3,42,0.46,0.573335032
1600,1.3,42,0.48,0.60299842
1600,1.3,42,0.5,0.626892632
1600,1.3,44,0.3,0.171480482
1600,1.3,44,0.32,0.220603954
1600,1.3,44,0.34,0.273728511
1600,1.3,44,0.36,0.32856858
1600,1.3,44,0.38,0.38282343
1600,1.3,44,0.4,0.434322549
1600,1.3,44,0.42,0.481332933
1600,1.3,44,0.44,0.522862284
1600,1.3,44,0.46,0.558368966
1600,1.3,44,0.48,0.587949532
1600,1.3,44,0.5,0.611813035
1600,1.3,46,0.3,0.160794562
1600,1.3,46,0.32,0.207742289
1600,1.3,46,0.34,0.258799376
1600,1.3,46,0.36,0.311797957
1600,1.3,46,0.38,0.364512349
1600,1.3,46,0.4,0.414797541
1600,1.3,46,0.42,0.460900157
1600,1.3,46,0.44,0.501786665
1600,1.3,46,0.46,0.536856643
1600,1.3,46,0.48,0.566164078
1600,1.3,46,0.5,0.589871914
1600,1.3,48,0.3,0.148299883
1600,1.3,48,0.32,0.192566842
1600,1.3,48,0.34,0.241025159
1600,1.3,48,0.36,0.291652929
1600,1.3,48,0.38,0.342322352
1600,1.3,48,0.4,0.390936472
1600,1.3,48,0.42,0.435732709
1600,1.3,48,0.44,0.475641067
1600,1.3,48,0.46,0.510003324
1600,1.3,48,0.48,0.538824499
1600,1.3,48,0.5,0.562221499
1600,1.3,50,0.3,0.134664974
1600,1.3,50,0.32,0.175881578
1600,1.3,50,0.34,0.221339231
1600,1.3,50,0.36,0.269182483
1600,1.3,50,0.38,0.317398723
1600,1.3,50,0.4,0.363958382
1600,1.3,50,0.42,0.407100536
1600,1.3,50,0.44,0.445724176
1600,1.3,50,0.46,0.479116787
1600,1.3,50,0.48,0.507230536
1600,1.3,50,0.5,0.530140273
1600,1.4,30,0.3,0.164616345
1600,1.4,30,0.32,0.211803417
1600,1.4,30,0.34,0.262638381
1600,1.4,30,0.36,0.314897567
1600,1.4,30,0.38,0.36635133
1600,1.4,30,0.4,0.415001615
1600,1.4,30,0.42,0.459310662
1600,1.4,30,0.44,0.498542564
1600,1.4,30,0.46,0.532354117
1600,1.4,30,0.48,0.560899904
1600,1.4,30,0.5,0.584488992
1600,1.4,32,0.3,0.180609885
1600,1.4,32,0.32,0.2314696
1600,1.4,32,0.34,0.285947182
1600,1.4,32,0.36,0.341628705
1600,1.4,32,0.38,0.396155846
1600,1.4,32,0.4,0.447460083
1600,1.4,32,0.42,0.493974399
1600,1.4,32,0.44,0.534988602
1600,1.4,32,0.46,0.570200844
1600,1.4,32,0.48,0.599819337
1600,1.4,32,0.5,0.624193368
1600,1.4,34,0.3,0.192367684
1600,1.4,34,0.32,0.246015346
1600,1.4,34,0.34,0.303285389
1600,1.4,34,0.36,0.361615051
1600,1.4,34,0.38,0.418541636
1600,1.4,34,0.4,0.471928968
1600,1.4,34,0.42,0.520174934
1600,1.4,34,0.44,0.562578738
1600,1.4,34,0.46,0.598862606
1600,1.4,34,0.48,0.629272205
1600,1.4,34,0.5,0.654192566
1600,1.4,36,0.3,0.199640325
1600,1.4,36,0.32,0.255155476
1600,1.4,36,0.34,0.31433605
1600,1.4,36,0.36,0.374513772
1600,1.4,36,0.38,0.433147274
1600,1.4,36,0.4,0.488037442
1600,1.4,36,0.42,0.53754305
1600,1.4,36,0.44,0.580957838
1600,1.4,36,0.46,0.618010641
1600,1.4,36,0.48,0.648970283
1600,1.4,36,0.5,0.674247776
1600,1.4,38,0.3,0.202428374
1600,1.4,38,0.32,0.258885156
1600,1.4,38,0.34,0.319090305
1600,1.4,38,0.36,0.380315876
1600,1.4,38,0.38,0.439969163
1600,1.4,38,0.4,0.495795033
1600,1.4,38,0.42,0.546109751
1600,1.4,38,0.44,0.590186904
1600,1.4,38,0.46,0.627743367
1600,1.4,38,0.48,0.659058085
1600,1.4,38,0.5,0.684552616
1600,1.4,40,0.3,0.200969306
1600,1.4,40,0.32,0.257469585
1600,1.4,40,0.34,0.317836567
1600,1.4,40,0.36,0.379329648
1600,1.4,40,0.38,0.43933329
1600,1.4,40,0.4,0.495546277
1600,1.4,40,0.42,0.546240087
1600,1.4,40,0.44,0.590654602
1600,1.4,40,0.46,0.628476509
1600,1.4,40,0.48,0.659982814
1600,1.4,40,0.5,0.685587351
1600,1.4,42,0.3,0.195703761
1600,1.4,42,0.32,0.251408534
1600,1.4,42,0.34,0.311122416
1600,1.4,42,0.36,0.372138178
1600,1.4,42,0.38,0.431846452
1600,1.4,42,0.4,0.487913808
1600,1.4,42,0.42,0.538567104
1600,1.4,42,0.44,0.583001997
1600,1.4,42,0.46,0.620859464
1600,1.4,42,0.48,0.652403321
1600,1.4,42,0.5,0.678022604
1600,1.4,44,0.3,0.187223483
1600,1.4,44,0.32,0.241381149
1600,1.4,44,0.34,0.29969831
1600,1.4,44,0.36,0.359543691
1600,1.4,44,0.38,0.418342437
1600,1.4,44,0.4,0.473746805
1600,1.4,44,0.42,0.523942651
1600,1.4,44,0.44,0.568075478
1600,1.4,44,0.46,0.605729869
1600,1.4,44,0.48,0.637146164
1600,1.4,44,0.5,0.662676271
1600,1.4,46,0.3,0.176208601
1600,1.4,46,0.32,0.22817868
1600,1.4,46,0.34,0.284449674
1600,1.4,46,0.36,0.342502979
1600,1.4,46,0.38,0.39982426
1600,1.4,46,0.4,0.454072091
1600,1.4,46,0.42,0.503398348
1600,1.4,46,0.44,0.546897417
1600,1.4,46,0.46,0.584092627
1600,1.4,46,0.48,0.615192167
1600,1.4,46,0.5,0.640505184
1600,1.4,48,0.3,0.163363453
1600,1.4,48,0.32,0.212633148
1600,1.4,48,0.34,0.266322473
1600,1.4,48,0.36,0.322054669
1600,1.4,48,0.38,0.377397774
1600,1.4,48,0.4,0.430037571
1600,1.4,48,0.42,0.478101097
1600,1.4,48,0.44,0.520634484
1600,1.4,48,0.46,0.557100267
1600,1.4,48,0.48,0.587668173
1600,1.4,48,0.5,0.612605559
1600,1.4,50,0.3,0.149360169
1600,1.4,50,0.32,0.195550926
1600,1.4,50,0.34,0.246249461
1600,1.4,50,0.36,0.299242122
1600,1.4,50,0.38,0.352195834
1600,1.4,50,0.4,0.402841944
1600,1.4,50,0.42,0.449291862
1600,1.4,50,0.44,0.490547784
1600,1.4,50,0.46,0.526015304
1600,1.4,50,0.48,0.555821969
1600,1.4,50,0.5,0.580199054
1600,1.5,30,0.3,0.184421379
1600,1.5,30,0.32,0.237566263
1600,1.5,30,0.34,0.294427345
1600,1.5,30,0.36,0.352355181
1600,1.5,30,0.38,0.408748349
1600,1.5,30,0.4,0.461436933
1600,1.5,30,0.42,0.508882509
1600,1.5,30,0.44,0.550475407
1600,1.5,30,0.46,0.586081483
1600,1.5,30,0.48,0.616019481
1600,1.5,30,0.5,0.640745722
1600,1.5,32,0.3,0.200842119
1600,1.5,32,0.32,0.257660563
1600,1.5,32,0.34,0.318110701
1600,1.5,32,0.36,0.379362224
1600,1.5,32,0.38,0.43870213
1600,1.5,32,0.4,0.493918659
1600,1.5,32,0.42,0.543464851
1600,1.5,32,0.44,0.586772439
1600,1.5,32,0.46,0.623748568
1600,1.5,32,0.48,0.654762529
1600,1.5,32,0.5,0.680294073
1600,1.5,34,0.3,0.21281193
1600,1.5,34,0.32,0.272412729
1600,1.5,34,0.34,0.335611452
1600,1.5,34,0.36,0.399435928
1600,1.5,34,0.38,0.461076349
1600,1.5,34,0.4,0.51827341
1600,1.5,34,0.42,0.569460152
1600,1.5,34,0.44,0.614090793
1600,1.5,34,0.46,0.652096827
1600,1.5,34,0.48,0.683888198
1600,1.5,34,0.5,0.709963561
1600,1.5,36,0.3,0.220129798
1600,1.5,36,0.32,0.281592238
1600,1.5,36,0.34,0.346672539
1600,1.5,36,0.36,0.41229766
1600,1.5,36,0.38,0.475578187
1600,1.5,36,0.4,0.53420406
1600,1.5,36,0.42,0.586579031
1600,1.5,36,0.44,0.632161706
1600,1.5,36,0.46,0.67089107
1600,1.5,36,0.48,0.703207678
1600,1.5,36,0.5,0.729621883
1600,1.5,38,0.3,0.222833703
1600,1.5,38,0.32,0.285236028
1600,1.5,38,0.34,0.351331189
1600,1.5,38,0.36,0.417988464
1600,1.5,38,0.38,0.482258499
1600,1.5,38,0.4,0.54177938
1600,1.5,38,0.42,0.594916619
1600,1.5,38,0.44,0.641114759
1600,1.5,38,0.46,0.680302429
1600,1.5,38,0.48,0.712939917
1600,1.5,38,0.5,0.739540237
1600,1.5,40,0.3,0.221188597
1600,1.5,40,0.32,0.283637642
1600,1.5,40,0.34,0.349904606
1600,1.5,40,0.36,0.416845351
1600,1.5,40,0.38,0.481472672
1600,1.5,40,0.4,0.541374816
1600,1.5,40,0.42,0.594871076
1600,1.5,40,0.44,0.641374355
1600,1.5,40,0.46,0.680785385
1600,1.5,40,0.48,0.713572453
1600,1.5,40,0.5,0.740242196
1600,1.5,42,0.3,0.215653778
1600,1.5,42,0.32,0.277312599
1600,1.5,42,0.34,0.342951938
1600,1.5,42,0.36,0.409457952
1600,1.5,42,0.38,0.473829972
1600,1.5,42,0.4,0.533613012
1600,1.5,42,0.42,0.587074892
1600,1.5,42,0.44,0.633582319
1600,1.5,42,0.46,0.672993083
1600,1.5,42,0.48,0.705771274
1600,1.5,42,0.5,0.732409869
1600,1.5,44,0.3,0.206833392
1600,1.5,44,0.32,0.266946962
1600,1.5,44,0.34,0.33122286
1600,1.5,44,0.36,0.396618606
1600,1.5,44,0.38,0.460145986
1600,1.5,44,0.4,0.519318612
1600,1.5,44,0.42,0.57235181
1600,1.5,44,0.44,0.618556475
1600,1.5,44,0.46,0.657736906
1600,1.5,44,0.48,0.690341243
1600,1.5,44,0.5,0.716844535
1600,1.5,46,0.3,0.195416986
1600,1.5,46,0.32,0.253335384
1600,1.5,46,0.34,0.31559723
1600,1.5,46,0.36,0.379267461
1600,1.5,46,0.38,0.441395972
1600,1.5,46,0.4,0.499481132
1600,1.5,46,0.42,0.551689308
1600,1.5,46,0.44,0.597271709
1600,1.5,46,0.46,0.635974228
1600,1.5,46,0.48,0.668219074
1600,1.5,46,0.5,0.694462705
1600,1.5,48,0.3,0.182117836
1600,1.5,48,0.32,0.237314364
1600,1.5,48,0.34,0.297017864
1600,1.5,48,0.36,0.358429624
1600,1.5,48,0.38,0.41866065
1600,1.5,48,0.4,0.475212065
1600,1.5,48,0.42,0.526208191
1600,1.5,48,0.44,0.57084175
1600,1.5,48,0.46,0.608800693
1600,1.5,48,0.48,0.640474433
1600,1.5,48,0.5,0.666303649
1600,1.5,50,0.3,0.167617218
1600,1.5,50,0.32,0.219697901
1600,1.5,50,0.34,0.276420967
1600,1.5,50,0.36,0.33514489
1600,1.5,50,0.38,0.393059972
1600,1.5,50,0.4,0.44768661
1600,1.5,50,0.42,0.497115062
1600,1.5,50,0.44,0.54048365
1600,1.5,50,0.46,0.577426607
1600,1.5,50,0.48,0.608297495
1600,1.5,50,0.5,0.633526606
1600,1.6,30,0.3,0.208081438
1600,1.6,30,0.32,0.26799461
1600,1.6,30,0.34,0.331430318
1600,1.6,30,0.36,0.395193841
1600,1.6,30,0.38,0.456305777
1600,1.6,30,0.4,0.512434331
1600,1.6,30,0.42,0.562217152
1600,1.6,30,0.44,0.60521844
1600,1.6,30,0.46,0.641585633
1600,1.6,30,0.48,0.67192504
1600,1.6,30,0.5,0.696766831
1600,1.6,32,0.3,0.225023885
1600,1.6,32,0.32,0.288610297
1600,1.6,32,0.34,0.355570477
1600,1.6,32,0.36,0.422539606
1600,1.6,32,0.38,0.486458932
1600,1.6,32,0.4,0.544978364
1600,1.6,32,0.42,0.596752103
1600,1.6,32,0.44,0.641395942
1600,1.6,32,0.46,0.679096149
1600,1.6,32,0.48,0.710495461
1600,1.6,32,0.5,0.736133471
1600,1.6,34,0.3,0.237295659
1600,1.6,34,0.32,0.303664807
1600,1.6,34,0.34,0.373328517
1600,1.6,34,0.36,0.44278382
1600,1.6,34,0.38,0.508897651
1600,1.6,34,0.4,0.56928693
1600,1.6,34,0.42,0.622604823
1600,1.6,34,0.44,0.668500021
1600,1.6,34,0.46,0.707185796
1600,1.6,34,0.48,0.739330759
1600,1.6,34,0.5,0.765493907
1600,1.6,36,0.3,0.244738235
1600,1.6,36,0.32,0.312974981
1600,1.6,36,0.34,0.384498981
1600,1.6,36,0.36,0.455703748
1600,1.6,36,0.38,0.523389631
1600,1.6,36,0.4,0.585129236
1600,1.6,36,0.42,0.639558883
1600,1.6,36,0.44,0.686341591
1600,1.6,36,0.46,0.725704839
1600,1.6,36,0.48,0.758332403
1600,1.6,36,0.5,0.784810149
1600,1.6,38,0.3,0.247421547
1600,1.6,38,0.32,0.316613078
1600,1.6,38,0.34,0.389157819
1600,1.6,38,0.36,0.461383057
1600,1.6,38,0.38,0.530032439
1600,1.6,38,0.4,0.592625359
1600,1.6,38,0.42,0.647765236
1600,1.6,38,0.44,0.695109888
1600,1.6,38,0.46,0.734886268
1600,1.6,38,0.48,0.767783274
1600,1.6,38,0.5,0.794416805
1600,1.6,40,0.3,0.24563301
1600,1.6,40,0.32,0.314894785
1600,1.6,40,0.34,0.387643605
1600,1.6,40,0.36,0.460179837
1600,1.6,40,0.38,0.529202899
1600,1.6,40,0.4,0.592173696
1600,1.6,40,0.42,0.647647367
1600,1.6,40,0.44,0.695257361
1600,1.6,40,0.46,0.735214564
1600,1.6,40,0.48,0.768204301
1600,1.6,40,0.5,0.794870918
1600,1.6,42,0.3,0.23984632
1600,1.6,42,0.32,0.308345585
1600,1.6,42,0.34,0.380519643
1600,1.6,42,0.36,0.452682361
1600,1.6,42,0.38,0.521504761
1600,1.6,42,0.4,0.584389456
1600,1.6,42,0.42,0.639830876
1600,1.6,42,0.44,0.687421457
1600,1.6,42,0.46,0.727341703
1600,1.6,42,0.48,0.760266301
1600,1.6,42,0.5,0.786862305
1600,1.6,44,0.3,0.230675017
1600,1.6,44,0.32,0.297653624
1600,1.6,44,0.34,0.368527945
1600,1.6,44,0.36,0.439665289
1600,1.6,44,0.38,0.507727469
1600,1.6,44,0.4,0.570065597
1600,1.6,44,0.42,0.625105983
1600,1.6,44,0.44,0.672388022
1600,1.6,44,0.46,0.712050845
1600,1.6,44,0.48,0.74475323
1600,1.6,44,0.5,0.771176597
1600,1.6,46,0.3,0.218816854
1600,1.6,46,0.32,0.283613808
1600,1.6,46,0.34,0.352537252
1600,1.6,46,0.36,0.422044956
1600,1.6,46,0.38,0.488810684
1600,1.6,46,0.4,0.550146865
1600,1.6,46,0.42,0.604410154
1600,1.6,46,0.44,0.651080775
1600,1.6,46,0.46,0.690250367
1600,1.6,46,0.48,0.722558662
1600,1.6,46,0.5,0.748692637
1600,1.6,48,0.3,0.204995064
1600,1.6,48,0.32,0.267066372
1600,1.6,48,0.34,0.333483926
1600,1.6,48,0.36,0.400827274
1600,1.6,48,0.38,0.465802683
1600,1.6,48,0.4,0.525700299
1600,1.6,48,0.42,0.578810667
1600,1.6,48,0.44,0.62455455
1600,1.6,48,0.46,0.662975323
1600,1.6,48,0.48,0.694693112
1600,1.6,48,0.5,0.72039342
1600,1.6,50,0.3,0.189903503
1600,1.6,50,0.32,0.248835136
1600,1.6,50,0.34,0.312307489
1600,1.6,50,0.36,0.37704546
1600,1.6,50,0.38,0.439804792
1600,1.6,50,0.4,0.4978696
1600,1.6,50,0.42,0.549470645
1600,1.6,50,0.44,0.593973153
1600,1.6,50,0.46,0.631375995
1600,1.6,50,0.48,0.662281838
1600,1.6,50,0.5,0.687371196
1600,1.7,30,0.3,0.236073579
1600,1.7,30,0.32,0.303498895
1600,1.7,30,0.34,0.373842064
1600,1.7,30,0.36,0.443260069
1600,1.7,30,0.38,0.508374294
1600,1.7,30,0.4,0.566928483
1600,1.7,30,0.42,0.617747664
1600,1.7,30,0.44,0.660802289
1600,1.7,30,0.46,0.696628185
1600,1.7,30,0.48,0.726058317
1600,1.7,30,0.5,0.749841242
1600,1.7,32,0.3,0.253615489
1600,1.7,32,0.32,0.324694278
1600,1.7,32,0.34,0.398465632
1600,1.7,32,0.36,0.470941879
1600,1.7,32,0.38,0.538693136
1600,1.7,32,0.4,0.599484558
1600,1.7,32,0.42,0.652174711
1600,1.7,32,0.44,0.696793272
1600,1.7,32,0.46,0.733898234
1600,1.7,32,0.48,0.764346384
1600,1.7,32,0.5,0.7888976
1600,1.7,34,0.3,0.266271121
1600,1.7,34,0.32,0.340126243
1600,1.7,34,0.34,0.416538515
1600,1.7,34,0.36,0.491396081
1600,1.7,34,0.38,0.561210274
1600,1.7,34,0.4,0.623747323
1600,1.7,34,0.42,0.677876398
1600,1.7,34,0.44,0.723670902
1600,1.7,34,0.46,0.761698402
1600,1.7,34,0.48,0.792846174
1600,1.7,34,0.5,0.817891804
1600,1.7,36,0.3,0.27391817
1600,1.7,36,0.32,0.349651409
1600,1.7,36,0.34,0.427898282
1600,1.7,36,0.36,0.504446665
1600,1.7,36,0.38,0.57574544
1600,1.7,36,0.4,0.639543446
1600,1.7,36,0.42,0.694699536
1600,1.7,36,0.44,0.74131358
1600,1.7,36,0.46,0.779951308
1600,1.7,36,0.48,0.811534707
1600,1.7,36,0.5,0.836861872
1600,1.7,38,0.3,0.276652781
1600,1.7,38,0.32,0.353370594
1600,1.7,38,0.34,0.432652048
1600,1.7,38,0.36,0.510211714
1600,1.7,38,0.38,0.582435252
1600,1.7,38,0.4,0.647035515
1600,1.7,38,0.42,0.702840869
1600,1.7,38,0.44,0.749957537
1600,1.7,38,0.46,0.788939716
1600,1.7,38,0.48,0.820744033
1600,1.7,38,0.5,0.846189334
1600,1.7,40,0.3,0.27477929
1600,1.7,40,0.32,0.35161475
1600,1.7,40,0.34,0.431151915
1600,1.7,40,0.36,0.509062019
1600,1.7,40,0.38,0.581670548
1600,1.7,40,0.4,0.646637041
1600,1.7,40,0.42,0.702741272
1600,1.7,40,0.44,0.750074249
1600,1.7,40,0.46,0.789171201
1600,1.7,40,0.48,0.821018681
1600,1.7,40,0.5,0.846454877
1600,1.7,42,0.3,0.268780581
1600,1.7,42,0.32,0.344912242
1600,1.7,42,0.34,0.423957005
1600,1.7,42,0.36,0.501575748
1600,1.7,42,0.38,0.574042158
1600,1.7,42,0.4,0.638949202
1600,1.7,42,0.42,0.695014228
1600,1.7,42,0.44,0.742292506
1600,1.7,42,0.46,0.781295336
1600,1.7,42,0.48,0.813030649
1600,1.7,42,0.5,0.838353562
1600,1.7,44,0.3,0.259275228
1600,1.7,44,0.32,0.333946526
1600,1.7,44,0.34,0.411793159
1600,1.7,44,0.36,0.488500757
1600,1.7,44,0.38,0.560305522
1600,1.7,44,0.4,0.624727073
1600,1.7,44,0.42,0.680412695
1600,1.7,44,0.44,0.727365132
1600,1.7,44,0.46,0.766069349
1600,1.7,44,0.48,0.79754401
1600,1.7,44,0.5,0.822658392
1600,1.7,46,0.3,0.246966316
1600,1.7,46,0.32,0.319507097
1600,1.7,46,0.34,0.395509986
1600,1.7,46,0.36,0.470720306
1600,1.7,46,0.38,0.541355883
1600,1.7,46,0.4,0.604863499
1600,1.7,46,0.42,0.659819729
1600,1.7,46,0.44,0.706163926
1600,1.7,46,0.46,0.744355015
1600,1.7,46,0.48,0.775411934
1600,1.7,46,0.5,0.80021583
1600,1.7,48,0.3,0.232586252
1600,1.7,48,0.32,0.302434321
1600,1.7,48,0.34,0.376030865
1600,1.7,48,0.36,0.449212406
1600,1.7,48,0.38,0.518199317
1600,1.7,48,0.4,0.58037206
1600,1.7,48,0.42,0.634242033
1600,1.7,48,0.44,0.679681255
1600,1.7,48,0.46,0.717125734
1600,1.7,48,0.48,0.747586687
1600,1.7,48,0.5,0.771956305
1600,1.7,50,0.3,0.216843144
1600,1.7,50,0.32,0.283561112
1600,1.7,50,0.34,0.354294788
1600,1.7,50,0.36,0.424996772
1600,1.7,50,0.38,0.491908717
1600,1.7,50,0.4,0.552354232
1600,1.7,50,0.42,0.604788736
1600,1.7,50,0.44,0.649019255
1600,1.7,50,0.46,0.685464646
1600,1.7,50,0.48,0.715124501
1600,1.7,50,0.5,0.738903566
1600,1.8,30,0.3,0.268980025
1600,1.8,30,0.32,0.344518038
1600,1.8,30,0.34,0.421754863
1600,1.8,30,0.36,0.496108447
1600,1.8,30,0.38,0.564015183
1600,1.8,30,0.4,0.623335846
1600,1.8,30,0.42,0.67349479
1600,1.8,30,0.44,0.714956506
1600,1.8,30,0.46,0.748690718
1600,1.8,30,0.48,0.775764303
1600,1.8,30,0.5,0.797236323
1600,1.8,32,0.3,0.287175294
1600,1.8,32,0.32,0.366306741
1600,1.8,32,0.34,0.446828313
1600,1.8,32,0.36,0.524046874
1600,1.8,32,0.38,0.594399371
1600,1.8,32,0.4,0.655785762
1600,1.8,32,0.42,0.707701024
1600,1.8,32,0.44,0.750625829
1600,1.8,32,0.46,0.785558727
1600,1.8,32,0.48,0.813593918
1600,1.8,32,0.5,0.835769094
1600,1.8,34,0.3,0.300284263
1600,1.8,34,0.32,0.382163556
1600,1.8,34,0.34,0.465231411
1600,1.8,34,0.36,0.544693064
1600,1.8,34,0.38,0.616961773
1600,1.8,34,0.4,0.679949622
1600,1.8,34,0.42,0.73319941
1600,1.8,34,0.44,0.777198414
1600,1.8,34,0.46,0.812972938
1600,1.8,34,0.48,0.841651119
1600,1.8,34,0.5,0.864262463
1600,1.8,36,0.3,0.308214199
1600,1.8,36,0.32,0.391976622
1600,1.8,36,0.34,0.476835879
1600,1.8,36,0.36,0.557908343
1600,1.8,36,0.38,0.631563129
1600,1.8,36,0.4,0.695700781
1600,1.8,36,0.42,0.749885904
1600,1.8,36,0.44,0.794607227
1600,1.8,36,0.46,0.830913897
1600,1.8,36,0.48,0.859971527
1600,1.8,36,0.5,0.882812795
1600,1.8,38,0.3,0.311081362
1600,1.8,38,0.32,0.395868048
1600,1.8,38,0.34,0.481772691
1600,1.8,38,0.36,0.563837397
1600,1.8,38,0.38,0.638369199
1600,1.8,38,0.4,0.703234657
1600,1.8,38,0.42,0.757991122
1600,1.8,38,0.44,0.803125452
1600,1.8,38,0.46,0.839701394
1600,1.8,38,0.48,0.868922689
1600,1.8,38,0.5,0.891834168
1600,1.8,40,0.3,0.309200749
1600,1.8,40,0.32,0.394176405
1600,1.8,40,0.34,0.480399907
1600,1.8,40,0.36,0.562856111
1600,1.8,40,0.38,0.637776173
1600,1.8,40,0.4,0.7029727
1600,1.8,40,0.42,0.757966404
1600,1.8,40,0.44,0.803239042
1600,1.8,40,0.46,0.839858913
1600,1.8,40,0.48,0.869065764
1600,1.8,40,0.5,0.891923038
1600,1.8,42,0.3,0.303057972
1600,1.8,42,0.32,0.387424612
1600,1.8,42,0.34,0.473263975
1600,1.8,42,0.36,0.555524513
1600,1.8,42,0.38,0.630354419
1600,1.8,42,0.4,0.695497397
1600,1.8,42,0.42,0.750411329
1600,1.8,42,0.44,0.795568755
1600,1.8,42,0.46,0.832032543
1600,1.8,42,0.48,0.8610737
1600,1.8,42,0.5,0.883778397
1600,1.8,44,0.3,0.293270448
1600,1.8,44,0.32,0.376282778
1600,1.8,44,0.34,0.461065086
1600,1.8,44,0.36,0.542554643
1600,1.8,44,0.38,0.61681801
1600,1.8,44,0.4,0.681522279
1600,1.8,44,0.42,0.736042806
1600,1.8,44,0.44,0.780837879
1600,1.8,44,0.46,0.816956877
1600,1.8,44,0.48,0.845695306
1600,1.8,44,0.5,0.868164308
1600,1.8,46,0.3,0.28054148
1600,1.8,46,0.32,0.361526826
1600,1.8,46,0.34,0.444623692
1600,1.8,46,0.36,0.524786373
1600,1.8,46,0.38,0.598009367
1600,1.8,46,0.4,0.661883383
1600,1.8,46,0.42,0.715690407
1600,1.8,46,0.44,0.759869346
1600,1.8,46,0.46,0.795451672
1600,1.8,46,0.48,0.823749808
1600,1.8,46,0.5,0.845901004
1600,1.8,48,0.3,0.265609436
1600,1.8,48,0.32,0.343990664
1600,1.8,48,0.34,0.42484058
1600,1.8,48,0.36,0.503158525
1600,1.8,48,0.38,0.574882196
1600,1.8,48,0.4,0.637532807
1600,1.8,48,0.42,0.690297667
1600,1.8,48,0.44,0.73359241
1600,1.8,48,0.46,0.768430968
1600,1.8,48,0.48,0.796136003
1600,1.8,48,0.5,0.817871827
1600,1.8,50,0.3,0.24919601
1600,1.8,50,0.32,0.324512424
1600,1.8,50,0.34,0.402646417
1600,1.8,50,0.36,0.478666258
1600,1.8,50,0.38,0.548469446
1600,1.8,50,0.4,0.609518059
1600,1.8,50,0.42,0.66091154
1600,1.8,50,0.44,0.703040788
1600,1.8,50,0.46,0.736907591
1600,1.8,50,0.48,0.763840805
1600,1.8,50,0.5,0.785033547
1600,1.9,30,0.3,0.307413996
1600,1.9,30,0.32,0.391341157
1600,1.9,30,0.34,0.474885257
1600,1.9,30,0.36,0.552738465
1600,1.9,30,0.38,0.621409725
1600,1.9,30,0.4,0.679370271
1600,1.9,30,0.42,0.72678363
1600,1.9,30,0.44,0.764767261
1600,1.9,30,0.46,0.794745657
1600,1.9,30,0.48,0.818092487
1600,1.9,30,0.5,0.836106793
1600,1.9,32,0.3,0.326281202
