lambda (nm),n,alpha (deg),f,TM
1500,1.8,46,0.42,0.797968072
1500,1.8,46,0.44,0.825198875
1500,1.8,46,0.46,0.844518638
1500,1.8,46,0.48,0.857625166
1500,1.8,46,0.5,0.866136023
1500,1.8,48,0.3,0.390409279
1500,1.8,48,0.32,0.47358043
1500,1.8,48,0.34,0.55096226
1500,1.8,48,0.36,0.618926977
1500,1.8,48,0.38,0.675754082
1500,1.8,48,0.4,0.721353177
1500,1.8,48,0.42,0.75647518
1500,1.8,48,0.44,0.782584419
1500,1.8,48,0.46,0.801286966
1500,1.8,48,0.48,0.814233479
1500,1.8,48,0.5,0.822935702
1500,1.8,50,0.3,0.363396358
1500,1.8,50,0.32,0.442506908
1500,1.8,50,0.34,0.516177569
1500,1.8,50,0.36,0.580841951
1500,1.8,50,0.38,0.634811892
1500,1.8,50,0.4,0.678082671
1500,1.8,50,0.42,0.71142545
1500,1.8,50,0.44,0.736319138
1500,1.8,50,0.46,0.754350445
1500,1.8,50,0.48,0.767119974
1500,1.8,50,0.5,0.776034393
1500,1.9,30,0.3,0.502500453
1500,1.9,30,0.32,0.598650593
1500,1.9,30,0.34,0.685696821
1500,1.9,30,0.36,0.759958549
1500,1.9,30,0.38,0.819819337
1500,1.9,30,0.4,0.865379177
1500,1.9,30,0.42,0.897891722
1500,1.9,30,0.44,0.919303511
1500,1.9,30,0.46,0.931938035
1500,1.9,30,0.48,0.938265175
1500,1.9,30,0.5,0.940584909
1500,1.9,32,0.3,0.519836823
1500,1.9,32,0.32,0.618533868
1500,1.9,32,0.34,0.707823856
1500,1.9,32,0.36,0.78397557
1500,1.9,32,0.38,0.845397165
1500,1.9,32,0.4,0.892178049
1500,1.9,32,0.42,0.925578303
1500,1.9,32,0.44,0.947578708
1500,1.9,32,0.46,0.960567973
1500,1.9,32,0.48,0.967051313
1500,1.9,32,0.5,0.969380226
1500,1.9,34,0.3,0.530106247
1500,1.9,34,0.32,0.630347666
1500,1.9,34,0.34,0.720941189
1500,1.9,34,0.36,0.798133808
1500,1.9,34,0.38,0.860382593
1500,1.9,34,0.4,0.907796812
1500,1.9,34,0.42,0.941654298
1500,1.9,34,0.44,0.963968143
1500,1.9,34,0.46,0.97717438
1500,1.9,34,0.48,0.983793819
1500,1.9,34,0.5,0.986194579
1500,1.9,36,0.3,0.533558395
1500,1.9,36,0.32,0.634393349
1500,1.9,36,0.34,0.725398118
1500,1.9,36,0.36,0.802826101
1500,1.9,36,0.38,0.865204227
1500,1.9,36,0.4,0.912690869
1500,1.9,36,0.42,0.946594596
1500,1.9,36,0.44,0.968958247
1500,1.9,36,0.46,0.982245734
1500,1.9,36,0.48,0.988973093
1500,1.9,36,0.5,0.991492781
1500,1.9,38,0.3,0.530587798
1500,1.9,38,0.32,0.63113549
1500,1.9,38,0.34,0.721732161
1500,1.9,38,0.36,0.798661645
1500,1.9,38,0.38,0.86053575
1500,1.9,38,0.4,0.9075859
1500,1.9,38,0.42,0.941164187
1500,1.9,38,0.44,0.963339491
1500,1.9,38,0.46,0.976583555
1500,1.9,38,0.48,0.983387824
1500,1.9,38,0.5,0.986061756
1500,1.9,40,0.3,0.521690023
1500,1.9,40,0.32,0.621147297
1500,1.9,40,0.34,0.710603941
1500,1.9,40,0.36,0.786391998
1500,1.9,40,0.38,0.847215337
1500,1.9,40,0.4,0.893393868
1500,1.9,40,0.42,0.926333436
1500,1.9,40,0.44,0.948123345
1500,1.9,40,0.46,0.961222976
1500,1.9,40,0.48,0.968080692
1500,1.9,40,0.5,0.970941509
1500,1.9,42,0.3,0.507450123
1500,1.9,42,0.32,0.605091383
1500,1.9,42,0.34,0.692766751
1500,1.9,42,0.36,0.766867745
1500,1.9,42,0.38,0.826189436
1500,1.9,42,0.4,0.871145815
1500,1.9,42,0.42,0.90320213
1500,1.9,42,0.44,0.924460148
1500,1.9,42,0.46,0.937347028
1500,1.9,42,0.48,0.944251413
1500,1.9,42,0.5,0.947338126
1500,1.9,44,0.3,0.488549261
1500,1.9,44,0.32,0.583722796
1500,1.9,44,0.34,0.669060243
1500,1.9,44,0.36,0.741018914
1500,1.9,44,0.38,0.798478064
1500,1.9,44,0.4,0.841942577
1500,1.9,44,0.42,0.872937081
1500,1.9,44,0.44,0.893565847
1500,1.9,44,0.46,0.906205096
1500,1.9,44,0.48,0.913169349
1500,1.9,44,0.5,0.916532304
1500,1.9,46,0.3,0.465772445
1500,1.9,46,0.32,0.55789869
1500,1.9,46,0.34,0.640416115
1500,1.9,46,0.36,0.709851746
1500,1.9,46,0.38,0.765159417
1500,1.9,46,0.4,0.80692606
1500,1.9,46,0.42,0.836730331
1500,1.9,46,0.44,0.856668211
1500,1.9,46,0.46,0.869048769
1500,1.9,46,0.48,0.876100655
1500,1.9,46,0.5,0.879799272
1500,1.9,48,0.3,0.440001537
1500,1.9,48,0.32,0.528578484
1500,1.9,48,0.34,0.607861423
1500,1.9,48,0.36,0.674450934
1500,1.9,48,0.38,0.727367166
1500,1.9,48,0.4,0.767268931
1500,1.9,48,0.42,0.795780066
1500,1.9,48,0.44,0.814978407
1500,1.9,48,0.46,0.82709396
1500,1.9,48,0.48,0.834261049
1500,1.9,48,0.5,0.838352708
1500,1.9,50,0.3,0.412183835
1500,1.9,50,0.32,0.496801587
1500,1.9,50,0.34,0.572505219
1500,1.9,50,0.36,0.635973332
1500,1.9,50,0.38,0.686288238
1500,1.9,50,0.4,0.724173264
1500,1.9,50,0.42,0.751287963
1500,1.9,50,0.44,0.769685037
1500,1.9,50,0.46,0.781509636
1500,1.9,50,0.48,0.788797534
1500,1.9,50,0.5,0.793318373
1500,2,30,0.3,0.5578955
1500,2,30,0.32,0.657706859
1500,2,30,0.34,0.74406774
1500,2,30,0.36,0.813815229
1500,2,30,0.38,0.866231872
1500,2,30,0.4,0.902536657
1500,2,30,0.42,0.925053005
1500,2,30,0.44,0.936796072
1500,2,30,0.46,0.940873025
1500,2,30,0.48,0.940389599
1500,2,30,0.5,0.937918552
1500,2,32,0.3,0.575586626
1500,2,32,0.32,0.677809581
1500,2,32,0.34,0.766208268
1500,2,32,0.36,0.83762508
1500,2,32,0.38,0.891346769
1500,2,32,0.4,0.928584392
1500,2,32,0.42,0.951726364
1500,2,32,0.44,0.963832326
1500,2,32,0.46,0.968084789
1500,2,32,0.48,0.967643543
1500,2,32,0.5,0.965133131
1500,2,34,0.3,0.586097111
1500,2,34,0.32,0.689742525
1500,2,34,0.34,0.779262507
1500,2,34,0.36,0.851540818
1500,2,34,0.38,0.905907677
1500,2,34,0.4,0.943589878
1500,2,34,0.42,0.967039464
1500,2,34,0.44,0.979342587
1500,2,34,0.46,0.983727729
1500,2,34,0.48,0.983371173
1500,2,34,0.5,0.98091584
1500,2,36,0.3,0.589698703
1500,2,36,0.32,0.693828613
1500,2,36,0.34,0.783602284
1500,2,36,0.36,0.85597649
1500,2,36,0.38,0.910362146
1500,2,36,0.4,0.948027699
1500,2,36,0.42,0.971484205
1500,2,36,0.44,0.983827291
1500,2,36,0.46,0.988301557
1500,2,36,0.48,0.988062681
1500,2,36,0.5,0.985739817
1500,2,38,0.3,0.586800238
1500,2,38,0.32,0.690551478
1500,2,38,0.34,0.779789606
1500,2,38,0.36,0.851567044
1500,2,38,0.38,0.905405896
1500,2,38,0.4,0.942641312
1500,2,38,0.42,0.965834623
1500,2,38,0.44,0.978075759
1500,2,38,0.46,0.982597022
1500,2,38,0.48,0.982499669
1500,2,38,0.5,0.980370196
1500,2,40,0.3,0.577901466
1500,2,40,0.32,0.680497813
1500,2,40,0.34,0.768508235
1500,2,40,0.36,0.839091593
1500,2,40,0.38,0.891901127
1500,2,40,0.4,0.92835939
1500,2,40,0.42,0.951064547
1500,2,40,0.44,0.963087571
1500,2,40,0.46,0.967622616
1500,2,40,0.48,0.967687834
1500,2,40,0.5,0.965802474
1500,2,42,0.3,0.563579987
1500,2,42,0.32,0.66433384
1500,2,42,0.34,0.750526676
1500,2,42,0.36,0.81942266
1500,2,42,0.38,0.870814023
1500,2,42,0.4,0.906224028
1500,2,42,0.42,0.928269956
1500,2,42,0.44,0.939991989
1500,2,42,0.46,0.94452345
1500,2,42,0.48,0.944776656
1500,2,42,0.5,0.943183682
1500,2,44,0.3,0.54449821
1500,2,44,0.32,0.64280477
1500,2,44,0.34,0.726684729
1500,2,44,0.36,0.793497438
1500,2,44,0.38,0.84317122
1500,2,44,0.4,0.877334061
1500,2,44,0.42,0.89860211
1500,2,44,0.44,0.909973713
1500,2,44,0.46,0.914502153
1500,2,44,0.48,0.914977074
1500,2,44,0.5,0.913728087
1500,2,46,0.3,0.52141466
1500,2,46,0.32,0.616744251
1500,2,46,0.34,0.69789502
1500,2,46,0.36,0.762307507
1500,2,46,0.38,0.810036285
1500,2,46,0.4,0.842808789
1500,2,46,0.42,0.863220043
1500,2,46,0.44,0.874215992
1500,2,46,0.46,0.878754384
1500,2,46,0.48,0.87949069
1500,2,46,0.5,0.878641212
1500,2,48,0.3,0.495184121
1500,2,48,0.32,0.587079315
1500,2,48,0.34,0.665147962
1500,2,48,0.36,0.726899471
1500,2,48,0.38,0.772502943
1500,2,48,0.4,0.803772887
1500,2,48,0.42,0.823266741
1500,2,48,0.44,0.833868265
1500,2,48,0.46,0.838428275
1500,2,48,0.48,0.839461295
1500,2,48,0.5,0.839063799
1500,2,50,0.3,0.466735307
1500,2,50,0.32,0.554817386
1500,2,50,0.34,0.629506524
1500,2,50,0.36,0.68837429
1500,2,50,0.38,0.731695319
1500,2,50,0.4,0.761355749
1500,2,50,0.42,0.779865376
1500,2,50,0.44,0.790037791
1500,2,50,0.46,0.79461004
1500,2,50,0.48,0.795953334
1500,2,50,0.5,0.796042187
1500,2.1,30,0.3,0.617199697
1500,2.1,30,0.32,0.717447707
1500,2.1,30,0.34,0.799072849
1500,2.1,30,0.36,0.860115632
1500,2.1,30,0.38,0.901323155
1500,2.1,30,0.4,0.925348535
1500,2.1,30,0.42,0.935829067
1500,2.1,30,0.44,0.936831223
1500,2.1,30,0.46,0.932209244
1500,2.1,30,0.48,0.925448273
1500,2.1,30,0.5,0.91919424
1500,2.1,32,0.3,0.635162978
1500,2.1,32,0.32,0.737620462
1500,2.1,32,0.34,0.821037754
1500,2.1,32,0.36,0.883456763
1500,2.1,32,0.38,0.925645738
1500,2.1,32,0.4,0.950316306
1500,2.1,32,0.42,0.961163713
1500,2.1,32,0.44,0.962339792
1500,2.1,32,0.46,0.957797074
1500,2.1,32,0.48,0.951070242
1500,2.1,32,0.5,0.944860694
1500,2.1,34,0.3,0.645858274
1500,2.1,34,0.32,0.749548773
1500,2.1,34,0.34,0.833873875
1500,2.1,34,0.36,0.896925507
1500,2.1,34,0.38,0.939535126
1500,2.1,34,0.4,0.964482845
1500,2.1,34,0.42,0.975500604
1500,2.1,34,0.44,0.976787208
1500,2.1,34,0.46,0.97234776
1500,2.1,34,0.48,0.965724714
1500,2.1,34,0.5,0.959641044
1500,2.1,36,0.3,0.649577309
1500,2.1,36,0.32,0.753577545
1500,2.1,36,0.34,0.837973701
1500,2.1,36,0.36,0.900956861
1500,2.1,36,0.38,0.943461209
1500,2.1,36,0.4,0.968342178
1500,2.1,36,0.42,0.979348771
1500,2.1,36,0.44,0.980688259
1500,2.1,36,0.46,0.976372431
1500,2.1,36,0.48,0.969911421
1500,2.1,36,0.5,0.964017069
1500,2.1,38,0.3,0.646746058
1500,2.1,38,0.32,0.750215561
1500,2.1,38,0.34,0.833926856
1500,2.1,38,0.36,0.896213235
1500,2.1,38,0.38,0.938143649
1500,2.1,38,0.4,0.962651373
1500,2.1,38,0.42,0.973485071
1500,2.1,38,0.44,0.974824595
1500,2.1,38,0.46,0.970645681
1500,2.1,38,0.48,0.964390311
1500,2.1,38,0.5,0.958729543
1500,2.1,40,0.3,0.637874519
1500,2.1,40,0.32,0.740072798
1500,2.1,40,0.34,0.822447366
1500,2.1,40,0.36,0.883504625
1500,2.1,40,0.38,0.924468834
1500,2.1,40,0.4,0.948348195
1500,2.1,40,0.42,0.958875568
1500,2.1,40,0.44,0.960171839
1500,2.1,40,0.46,0.956139412
1500,2.1,40,0.48,0.95012203
1500,2.1,40,0.5,0.944724543
1500,2.1,42,0.3,0.623539701
1500,2.1,42,0.32,0.723829973
1500,2.1,42,0.34,0.804328709
1500,2.1,42,0.36,0.863730452
1500,2.1,42,0.38,0.903421867
1500,2.1,42,0.4,0.926477245
1500,2.1,42,0.42,0.93659936
1500,2.1,42,0.44,0.937823683
1500,2.1,42,0.46,0.933948644
1500,2.1,42,0.48,0.928196009
1500,2.1,42,0.5,0.923083757
1500,2.1,44,0.3,0.604390169
1500,2.1,44,0.32,0.702231427
1500,2.1,44,0.34,0.780421336
1500,2.1,44,0.36,0.837841472
1500,2.1,44,0.38,0.87603524
1500,2.1,44,0.4,0.898128808
1500,2.1,44,0.42,0.907780973
1500,2.1,44,0.44,0.908920457
1500,2.1,44,0.46,0.905217875
1500,2.1,44,0.48,0.899755536
1500,2.1,44,0.5,0.894948734
1500,2.1,46,0.3,0.581158522
1500,2.1,46,0.32,0.676091465
1500,2.1,46,0.34,0.751627443
1500,2.1,46,0.36,0.806821179
1500,2.1,46,0.38,0.843357624
1500,2.1,46,0.4,0.864396964
1500,2.1,46,0.42,0.873540129
1500,2.1,46,0.44,0.874592486
1500,2.1,46,0.46,0.871079221
1500,2.1,46,0.48,0.865931481
1500,2.1,46,0.5,0.861450666
1500,2.1,48,0.3,0.554667294
1500,2.1,48,0.32,0.646301858
1500,2.1,48,0.34,0.718904406
1500,2.1,48,0.36,0.771682266
1500,2.1,48,0.38,0.806442189
1500,2.1,48,0.4,0.826359699
1500,2.1,48,0.42,0.834964283
1500,2.1,48,0.44,0.835925645
1500,2.1,48,0.46,0.832611263
1500,2.1,48,0.48,0.827794543
1500,2.1,48,0.5,0.823655977
1500,2.1,50,0.3,0.525815971
1500,2.1,50,0.32,0.613827293
1500,2.1,50,0.34,0.683264783
1500,2.1,50,0.36,0.733468153
1500,2.1,50,0.38,0.766347192
1500,2.1,50,0.4,0.785076673
1500,2.1,50,0.42,0.793102435
1500,2.1,50,0.44,0.793950217
1500,2.1,50,0.46,0.790822004
1500,2.1,50,0.48,0.786331279
1500,2.1,50,0.5,0.782534275
1500,2.2,30,0.3,0.677964553
1500,2.2,30,0.32,0.773954554
1500,2.2,30,0.34,0.845849323
1500,2.2,30,0.36,0.893783293
1500,2.2,30,0.38,0.920242569
1500,2.2,30,0.4,0.929641817
1500,2.2,30,0.42,0.926917908
1500,2.2,30,0.44,0.917070805
1500,2.2,30,0.46,0.904477449
1500,2.2,30,0.48,0.892708819
1500,2.2,30,0.5,0.88422343
1500,2.2,32,0.3,0.69608718
1500,2.2,32,0.32,0.794020732
1500,2.2,32,0.34,0.867386383
1500,2.2,32,0.36,0.916347563
1500,2.2,32,0.38,0.943454283
1500,2.2,32,0.4,0.953210453
1500,2.2,32,0.42,0.950665049
1500,2.2,32,0.44,0.940917448
1500,2.2,32,0.46,0.928446635
1500,2.2,32,0.48,0.916869787
1500,2.2,32,0.5,0.908701631
1500,2.2,34,0.3,0.706877729
1500,2.2,34,0.32,0.805786827
1500,2.2,34,0.34,0.879785275
1500,2.2,34,0.36,0.929123875
1500,2.2,34,0.38,0.956449136
1500,2.2,34,0.4,0.966332387
1500,2.2,34,0.42,0.963884903
1500,2.2,34,0.44,0.954248722
1500,2.2,34,0.46,0.941947759
1500,2.2,34,0.48,0.930606935
1500,2.2,34,0.5,0.92276362
1500,2.2,36,0.3,0.710644983
1500,2.2,36,0.32,0.809618254
1500,2.2,36,0.34,0.883463037
1500,2.2,36,0.36,0.932572988
1500,2.2,36,0.38,0.959720107
1500,2.2,36,0.4,0.969521447
1500,2.2,36,0.42,0.967101941
1500,2.2,36,0.44,0.957590334
1500,2.2,36,0.46,0.945500639
1500,2.2,36,0.48,0.9344279
1500,2.2,36,0.5,0.92690225
1500,2.2,38,0.3,0.707835494
1500,2.2,38,0.32,0.806053667
1500,2.2,38,0.34,0.879043789
1500,2.2,38,0.36,0.927387998
1500,2.2,38,0.38,0.954006355
1500,2.2,38,0.4,0.963541115
1500,2.2,38,0.42,0.96108638
1500,2.2,38,0.44,0.951706371
1500,2.2,38,0.46,0.939856057
1500,2.2,38,0.48,0.929065418
1500,2.2,38,0.5,0.921832075
1500,2.2,40,0.3,0.698977746
1500,2.2,40,0.32,0.795736327
1500,2.2,40,0.34,0.867280757
1500,2.2,40,0.36,0.91441162
1500,2.2,40,0.38,0.940210451
1500,2.2,40,0.4,0.949325444
1500,2.2,40,0.42,0.946781346
1500,2.2,40,0.44,0.937534049
1500,2.2,40,0.46,0.925938061
1500,2.2,40,0.48,0.91542705
1500,2.2,40,0.5,0.908445632
1500,2.2,42,0.3,0.684658735
1500,2.2,42,0.32,0.779374889
1500,2.2,42,0.34,0.849002398
1500,2.2,42,0.36,0.894571547
1500,2.2,42,0.38,0.919327721
1500,2.2,42,0.4,0.927906571
1500,2.2,42,0.42,0.925231563
1500,2.2,42,0.44,0.916115195
1500,2.2,42,0.46,0.904778503
1500,2.2,42,0.48,0.894532787
1500,2.2,42,0.5,0.887753555
1500,2.2,44,0.3,0.665523099
1500,2.2,44,0.32,0.757727103
1500,2.2,44,0.34,0.825079658
1500,2.2,44,0.36,0.868833988
1500,2.2,44,0.38,0.892390143
1500,2.2,44,0.4,0.90035295
1500,2.2,44,0.42,0.897518877
1500,2.2,44,0.44,0.888530727
1500,2.2,44,0.46,0.877451037
1500,2.2,44,0.48,0.867448584
1500,2.2,44,0.5,0.860817368
1500,2.2,46,0.3,0.642283598
1500,2.2,46,0.32,0.731599616
1500,2.2,46,0.34,0.796412169
1500,2.2,46,0.36,0.838177009
1500,2.2,46,0.38,0.860429381
1500,2.2,46,0.4,0.867724952
1500,2.2,46,0.42,0.864712678
1500,2.2,46,0.44,0.855847145
1500,2.2,46,0.46,0.845014143
1500,2.2,46,0.48,0.835225754
1500,2.2,46,0.5,0.828684827
1500,2.2,48,0.3,0.615730161
1500,2.2,48,0.32,0.701854347
1500,2.2,48,0.34,0.763927727
1500,2.2,48,0.36,0.803581729
1500,2.2,48,0.38,0.824460133
1500,2.2,48,0.4,0.831051497
1500,2.2,48,0.42,0.827840809
1500,2.2,48,0.44,0.819082079
1500,2.2,48,0.46,0.808471283
1500,2.2,48,0.48,0.798854959
1500,2.2,48,0.5,0.792336712
1500,2.2,50,0.3,0.586725023
1500,2.2,50,0.32,0.669409371
1500,2.2,50,0.34,0.728584886
1500,2.2,50,0.36,0.766033652
1500,2.2,50,0.38,0.785478761
1500,2.2,50,0.4,0.791325295
1500,2.2,50,0.42,0.787880888
1500,2.2,50,0.44,0.779190989
1500,2.2,50,0.46,0.768752081
1500,2.2,50,0.48,0.759240157
1500,2.2,50,0.5,0.752651165
1500,2.3,30,0.3,0.736184721
1500,2.3,30,0.32,0.82202983
1500,2.3,30,0.34,0.879132832
1500,2.3,30,0.36,0.909949241
1500,2.3,30,0.38,0.919129514
1500,2.3,30,0.4,0.912708424
1500,2.3,30,0.42,0.896850543
1500,2.3,30,0.44,0.877247416
1500,2.3,30,0.46,0.858405303
1500,2.3,30,0.48,0.843692104
1500,2.3,30,0.5,0.835323098
1500,2.3,32,0.3,0.754315291
1500,2.3,32,0.32,0.841779027
1500,2.3,32,0.34,0.899981207
1500,2.3,32,0.36,0.931439593
1500,2.3,32,0.38,0.940949338
1500,2.3,32,0.4,0.934684838
1500,2.3,32,0.42,0.918952989
1500,2.3,32,0.44,0.899548011
1500,2.3,32,0.46,0.881076045
1500,2.3,32,0.48,0.866957965
1500,2.3,32,0.5,0.859499502
1500,2.3,34,0.3,0.765047719
1500,2.3,34,0.32,0.853178097
1500,2.3,34,0.34,0.911718533
1500,2.3,34,0.36,0.943308577
1500,2.3,34,0.38,0.952877068
1500,2.3,34,0.4,0.946680615
1500,2.3,34,0.42,0.931083064
1500,2.3,34,0.44,0.911914151
1500,2.3,34,0.46,0.893819525
1500,2.3,34,0.48,0.880234527
1500,2.3,34,0.5,0.873511572
1500,2.3,36,0.3,0.768710883
1500,2.3,36,0.32,0.856618225
1500,2.3,36,0.34,0.914790886
1500,2.3,36,0.36,0.946044741
1500,2.3,36,0.38,0.955428894
1500,2.3,36,0.4,0.949225352
1500,2.3,36,0.42,0.933774342
1500,2.3,36,0.44,0.914876631
1500,2.3,36,0.46,0.897161328
1500,2.3,36,0.48,0.88404387
1500,2.3,36,0.5,0.877890666
1500,2.3,38,0.3,0.76578181
1500,2.3,38,0.32,0.852676755
1500,2.3,38,0.34,0.909859808
1500,2.3,38,0.36,0.940367777
1500,2.3,38,0.38,0.94935478
1500,2.3,38,0.4,0.943075889
1500,2.3,38,0.42,0.927776508
1500,2.3,38,0.44,0.909170077
1500,2.3,38,0.46,0.891819844
1500,2.3,38,0.48,0.879090415
1500,2.3,38,0.5,0.873337825
1500,2.3,40,0.3,0.756822409
1500,2.3,40,0.32,0.842041887
1500,2.3,40,0.34,0.897720178
1500,2.3,40,0.36,0.927145237
1500,2.3,40,0.38,0.935558699
1500,2.3,40,0.4,0.929143443
1500,2.3,40,0.42,0.913990961
1500,2.3,40,0.44,0.895677628
1500,2.3,40,0.46,0.878659581
1500,2.3,40,0.48,0.866223165
1500,2.3,40,0.5,0.860695476
1500,2.3,42,0.3,0.742446912
1500,2.3,42,0.32,0.825463638
1500,2.3,42,0.34,0.879238833
1500,2.3,42,0.36,0.907324508
1500,2.3,42,0.38,0.915029196
1500,2.3,42,0.4,0.908426342
1500,2.3,42,0.42,0.893407448
1500,2.3,42,0.44,0.87537194
1500,2.3,42,0.46,0.858635909
1500,2.3,42,0.48,0.846383825
1500,2.3,42,0.5,0.840898416
1500,2.3,44,0.3,0.723312241
1500,2.3,44,0.32,0.803726802
1500,2.3,44,0.34,0.855312665
1500,2.3,44,0.36,0.881880985
1500,2.3,44,0.38,0.888782577
1500,2.3,44,0.4,0.881951707
1500,2.3,44,0.42,0.867045963
1500,2.3,44,0.44,0.849257739
1500,2.3,44,0.46,0.832737661
1500,2.3,44,0.48,0.820548668
1500,2.3,44,0.5,0.814913881
1500,2.3,46,0.3,0.700122934
1500,2.3,46,0.32,0.777641992
1500,2.3,46,0.34,0.826846147
1500,2.3,46,0.36,0.851785203
1500,2.3,46,0.38,0.857823409
1500,2.3,46,0.4,0.850731989
1500,2.3,46,0.42,0.835910761
1500,2.3,46,0.44,0.818323514
1500,2.3,46,0.46,0.80193583
1500,2.3,46,0.48,0.789672859
1500,2.3,46,0.5,0.783679552
1500,2.3,48,0.3,0.67364012
1500,2.3,48,0.32,0.748047995
1500,2.3,48,0.34,0.794745067
1500,2.3,48,0.36,0.817988701
1500,2.3,48,0.38,0.823124339
1500,2.3,48,0.4,0.815740202
1500,2.3,48,0.42,0.80096172
1500,2.3,48,0.44,0.783508738
1500,2.3,48,0.46,0.767145572
1500,2.3,48,0.48,0.754644889
1500,2.3,48,0.5,0.748046685
1500,2.3,50,0.3,0.644682735
1500,2.3,50,0.32,0.71581508
1500,2.3,50,0.34,0.759918433
1500,2.3,50,0.36,0.781423014
1500,2.3,50,0.38,0.785622002
1500,2.3,50,0.4,0.777902727
1500,2.3,50,0.42,0.76310386
1500,2.3,50,0.44,0.74568915
1500,2.3,50,0.46,0.729205477
1500,2.3,50,0.48,0.716255896
1500,2.3,50,0.5,0.708732333
1500,2.4,30,0.3,0.786555532
1500,2.4,30,0.32,0.856458594
1500,2.4,30,0.34,0.894368348
1500,2.4,30,0.36,0.905403645
1500,2.4,30,0.38,0.896159154
1500,2.4,30,0.4,0.874224269
1500,2.4,30,0.42,0.846751077
1500,2.4,30,0.44,0.819653932
1500,2.4,30,0.46,0.797270636
1500,2.4,30,0.48,0.782667618
1500,2.4,30,0.5,0.777153203
1500,2.4,32,0.3,0.804540092
1500,2.4,32,0.32,0.875685462
1500,2.4,32,0.34,0.91426394
1500,2.4,32,0.36,0.925572831
1500,2.4,32,0.38,0.916431422
1500,2.4,32,0.4,0.894611289
1500,2.4,32,0.42,0.867410867
1500,2.4,32,0.44,0.840849482
1500,2.4,32,0.46,0.819377211
1500,2.4,32,0.48,0.806187693
1500,2.4,32,0.5,0.80285158
1500,2.4,34,0.3,0.815029156
1500,2.4,34,0.32,0.886508258
1500,2.4,34,0.34,0.925132911
1500,2.4,34,0.36,0.936392963
1500,2.4,34,0.38,0.927258071
1500,2.4,34,0.4,0.905576845
1500,2.4,34,0.42,0.878691368
1500,2.4,34,0.44,0.852650734
1500,2.4,34,0.46,0.831956956
1500,2.4,34,0.48,0.81986727
1500,2.4,34,0.5,0.818106474
1500,2.4,36,0.3,0.818379901
1500,2.4,36,0.32,0.889352576
1500,2.4,36,0.34,0.927455963
1500,2.4,36,0.36,0.938380142
1500,2.4,36,0.38,0.929171935
1500,2.4,36,0.4,0.907656852
1500,2.4,36,0.42,0.881126311
1500,2.4,36,0.44,0.855590667
1500,2.4,36,0.46,0.835552087
1500,2.4,36,0.48,0.8242856
1500,2.4,36,0.5,0.823603269
1500,2.4,38,0.3,0.815112671
1500,2.4,38,0.32,0.884841812
1500,2.4,38,0.34,0.921930556
1500,2.4,38,0.36,0.932269894
1500,2.4,38,0.38,0.922916451
1500,2.4,38,0.4,0.901583414
1500,2.4,38,0.42,0.875429059
1500,2.4,38,0.44,0.850364914
1500,2.4,38,0.46,0.830848687
1500,2.4,38,0.48,0.820138528
1500,2.4,38,0.5,0.820087071
1500,2.4,40,0.3,0.805839487
1500,2.4,40,0.32,0.873716326
1500,2.4,40,0.34,0.909387311
1500,2.4,40,0.36,0.9189369
1500,2.4,40,0.38,0.909372852
1500,2.4,40,0.4,0.888221552
1500,2.4,40,0.42,0.86243961
1500,2.4,40,0.44,0.837789221
1500,2.4,40,0.46,0.818645468
1500,2.4,40,0.48,0.808221674
1500,2.4,40,0.5,0.808372702
1500,2.4,42,0.3,0.791220746
1500,2.4,42,0.32,0.85677569
1500,2.4,42,0.34,0.890724374
1500,2.4,42,0.36,0.899328103
1500,2.4,42,0.38,0.889496428
1500,2.4,42,0.4,0.868510582
1500,2.4,42,0.42,0.84307151
1500,2.4,42,0.44,0.81875137
1500,2.4,42,0.46,0.799810084
1500,2.4,42,0.48,0.78939116
1500,2.4,42,0.5,0.789313355
1500,2.4,44,0.3,0.771944533
1500,2.4,44,0.32,0.834841501
1500,2.4,44,0.34,0.866859387
1500,2.4,44,0.36,0.87441003
1500,2.4,44,0.38,0.864263445
1500,2.4,44,0.4,0.843412565
1500,2.4,44,0.42,0.818262159
1500,2.4,44,0.44,0.794162509
1500,2.4,44,0.46,0.775230048
1500,2.4,44,0.48,0.764512307
1500,2.4,44,0.5,0.763745129
1500,2.4,46,0.3,0.748722982
1500,2.4,46,0.32,0.808739114
1500,2.4,46,0.34,0.838700226
1500,2.4,46,0.36,0.845133241
1500,2.4,46,0.38,0.834632788
1500,2.4,46,0.4,0.81387274
1500,2.4,46,0.42,0.788932235
1500,2.4,46,0.44,0.764914538
1500,2.4,46,0.46,0.745765826
1500,2.4,46,0.48,0.734404686
1500,2.4,46,0.5,0.732416266
1500,2.4,48,0.3,0.72229771
1500,2.4,48,0.32,0.779293896
1500,2.4,48,0.34,0.807132998
1500,2.4,48,0.36,0.812414518
1500,2.4,48,0.38,0.801524529
1500,2.4,48,0.4,0.780795479
1500,2.4,48,0.42,0.755958959
1500,2.4,48,0.44,0.731849233
1500,2.4,48,0.46,0.712212456
1500,2.4,48,0.48,0.699789469
1500,2.4,48,0.5,0.695903004
1500,2.4,50,0.3,0.693443901
1500,2.4,50,0.32,0.747333639
1500,2.4,50,0.34,0.773021214
1500,2.4,50,0.36,0.777132858
1500,2.4,50,0.38,0.765813392
1500,2.4,50,0.4,0.745035494
